ID,length,Wt,DL,Hg,SamInEve,SpC,Event,SpC_Count2,SpC_EVENT
44101,22.9,2,0,0.043,7,189,7931,7770,189_7931
44105,18.6,3,0,0.19,6,189,7932,7770,189_7932
44107,25.3,3,0,0.37,6,189,7932,7770,189_7932
44106,22.6,3,0,0.26,6,189,7932,7770,189_7932
44109,17.8,2,0,0.28,6,531,7932,10204,531_7932
44110,22,3,0,0.83,6,531,7932,10204,531_7932
44108,13,3,0,0.11,6,531,7932,10204,531_7932
44111,13.5,7,0,0.019,11,105,7933,1306,105_7933
44112,18.3,8,0,0.14,11,105,7933,1306,105_7933
44113,28.1,2,0,0.54,11,189,7933,7770,189_7933
44114,31.2,1,0,0.61,11,189,7933,7770,189_7933
44118,25.6,3,0,0.41,11,522,7933,1454,522_7933
44116,15.1,1,0,0.29,11,522,7933,1454,522_7933
44117,20.6,1,0,0.36,11,522,7933,1454,522_7933
44115,13.3,8,0,0.22,11,522,7933,1454,522_7933
44119,12.2,8,0,0.23,11,531,7933,10204,531_7933
44121,22.3,6,0,0.68,11,531,7933,10204,531_7933
44120,18.6,8,0,0.48,11,531,7933,10204,531_7933
44131,17.5,1,0,0.89,11,531,7935,10204,531_7935
44133,26,1,0,1.72,11,531,7935,10204,531_7935
44129,16,1,0,0.72,11,531,7935,10204,531_7935
44125,15.6,1,0,0.47,11,531,7935,10204,531_7935
44132,18,1,0,0.95,11,531,7935,10204,531_7935
44130,16.2,1,0,0.76,11,531,7935,10204,531_7935
44128,16.4,1,0,0.66,11,531,7935,10204,531_7935
44126,15.5,1,0,0.48,11,531,7935,10204,531_7935
44124,15.2,1,0,0.37,11,531,7935,10204,531_7935
44127,14.8,1,0,0.53,11,531,7935,10204,531_7935
44134,19.2,2,1,0.02,13,166,7936,2211,166_7936
44136,28.2,1,0,0.12,13,166,7936,2211,166_7936
44135,21.9,5,0,0.029,13,166,7936,2211,166_7936
44139,26.8,6,0,0.31,13,189,7936,7770,189_7936
44137,16.5,3,0,0.095,13,189,7936,7770,189_7936
44140,30.5,1,0,0.44,13,189,7936,7770,189_7936
44138,23,4,0,0.28,13,189,7936,7770,189_7936
44145,22,2,0,0.51,13,531,7936,10204,531_7936
44143,14,5,0,0.14,13,531,7936,10204,531_7936
44144,16.1,8,0,0.19,13,531,7936,10204,531_7936
44146,26.8,1,0,0.59,13,531,7936,10204,531_7936
44147,16.7,7,0,0.19,6,58,7937,283,58_7937
44148,19,5,0,0.27,6,58,7937,283,58_7937
44149,28.4,3,0,0.23,6,189,7937,7770,189_7937
44150,33,2,0,0.29,6,189,7937,7770,189_7937
44153,17.2,3,0,0.21,5,189,7938,7770,189_7938
44154,22.5,3,0,0.25,5,189,7938,7770,189_7938
44157,17.4,4,0,0.27,5,522,7938,1454,522_7938
44155,13.2,6,0,0.21,5,522,7938,1454,522_7938
44156,20.9,3,0,0.26,5,522,7938,1454,522_7938
44161,19.4,1,0,0.21,5,522,7939,1454,522_7939
44159,18.3,1,0,0.11,5,522,7939,1454,522_7939
44162,19.5,1,0,0.21,5,522,7939,1454,522_7939
44160,17.3,1,0,0.16,5,522,7939,1454,522_7939
44158,16.7,1,0,0.08,5,522,7939,1454,522_7939
44163,8.8,1,0,0.03,71,104,7940,394,104_7940
44164,9.4,1,0,0.04,71,104,7940,394,104_7940
44166,9.2,1,0,0.04,71,104,7940,394,104_7940
44167,9.4,1,0,0.04,71,104,7940,394,104_7940
44168,13.3,1,0,0.05,71,104,7940,394,104_7940
44169,10,1,0,0.05,71,104,7940,394,104_7940
44170,12.2,1,0,0.06,71,104,7940,394,104_7940
44171,10.9,1,0,0.07,71,104,7940,394,104_7940
44172,11.1,1,0,0.07,71,104,7940,394,104_7940
44174,15.9,1,0,0.07,71,104,7940,394,104_7940
44175,17.4,1,0,0.07,71,104,7940,394,104_7940
44176,10.4,1,0,0.08,71,104,7940,394,104_7940
44178,14.5,1,0,0.09,71,104,7940,394,104_7940
44179,16.1,1,0,0.09,71,104,7940,394,104_7940
44180,18.3,1,0,0.09,71,104,7940,394,104_7940
44182,18.9,1,0,0.14,71,104,7940,394,104_7940
44183,17,1,0,0.15,71,104,7940,394,104_7940
44184,19.3,1,0,0.18,71,104,7940,394,104_7940
44185,22,1,0,0.18,71,104,7940,394,104_7940
44186,18.5,1,0,0.2,71,104,7940,394,104_7940
44187,20,1,0,0.2,71,104,7940,394,104_7940
44181,15.2,1,0,0.12,71,104,7940,394,104_7940
44177,12.8,1,0,0.08,71,104,7940,394,104_7940
44173,15.8,1,0,0.07,71,104,7940,394,104_7940
44165,11,1,0,0.04,71,104,7940,394,104_7940
44193,18.6,1,0,0.37,71,188,7940,1217,188_7940
44200,20.2,1,0,0.51,71,188,7940,1217,188_7940
44204,23.4,1,0,0.67,71,188,7940,1217,188_7940
44196,21.6,1,0,0.43,71,188,7940,1217,188_7940
44189,17.6,1,0,0.27,71,188,7940,1217,188_7940
44207,34.5,1,0,0.9,71,188,7940,1217,188_7940
44202,23.1,1,0,0.54,71,188,7940,1217,188_7940
44198,23,1,0,0.46,71,188,7940,1217,188_7940
44206,25.1,1,0,0.7,71,188,7940,1217,188_7940
44191,19.1,1,0,0.3,71,188,7940,1217,188_7940
44208,27,1,0,0.95,71,188,7940,1217,188_7940
44205,24.6,1,0,0.68,71,188,7940,1217,188_7940
44203,20.6,1,0,0.57,71,188,7940,1217,188_7940
44201,24.8,1,0,0.53,71,188,7940,1217,188_7940
44199,22,1,0,0.49,71,188,7940,1217,188_7940
44197,20.6,1,0,0.44,71,188,7940,1217,188_7940
44195,19.7,1,0,0.41,71,188,7940,1217,188_7940
44194,21.7,1,0,0.38,71,188,7940,1217,188_7940
44192,17.6,1,0,0.32,71,188,7940,1217,188_7940
44190,17.9,1,0,0.28,71,188,7940,1217,188_7940
44188,12.2,1,0,0.22,71,188,7940,1217,188_7940
44233,9.6,1,0,0.88,71,444,7940,631,444_7940
44213,6.6,1,0,0.17,71,444,7940,631,444_7940
44223,8.3,1,0,0.34,71,444,7940,631,444_7940
44230,9.4,1,0,0.49,71,444,7940,631,444_7940
44228,9.3,1,0,0.43,71,444,7940,631,444_7940
44218,7,1,0,0.29,71,444,7940,631,444_7940
44210,5.8,1,0,0.09,71,444,7940,631,444_7940
44231,8.7,1,0,0.53,71,444,7940,631,444_7940
44225,9.2,1,0,0.39,71,444,7940,631,444_7940
44220,7.5,1,0,0.31,71,444,7940,631,444_7940
44216,5.9,1,0,0.27,71,444,7940,631,444_7940
44211,5.7,1,0,0.1,71,444,7940,631,444_7940
44222,7.5,1,0,0.33,71,444,7940,631,444_7940
44232,9.6,1,0,0.86,71,444,7940,631,444_7940
44229,8.7,1,0,0.46,71,444,7940,631,444_7940
44227,8.9,1,0,0.41,71,444,7940,631,444_7940
44224,8.9,1,0,0.36,71,444,7940,631,444_7940
44221,8.7,1,0,0.31,71,444,7940,631,444_7940
44219,8.8,1,0,0.3,71,444,7940,631,444_7940
44217,7.4,1,0,0.27,71,444,7940,631,444_7940
44215,6.7,1,0,0.2,71,444,7940,631,444_7940
44212,6.2,1,0,0.11,71,444,7940,631,444_7940
44209,6.1,1,0,0.08,71,444,7940,631,444_7940
44214,7,1,0,0.17,71,444,7940,631,444_7940
44226,7.9,1,0,0.41,71,444,7940,631,444_7940
44236,27.8,3,0,0.39,4,189,7941,7770,189_7941
44234,16.9,5,0,0.23,4,189,7941,7770,189_7941
44237,30.4,2,0,0.87,4,189,7941,7770,189_7941
44235,23,6,0,0.34,4,189,7941,7770,189_7941
44241,25.5,1,0,0.41,4,522,7942,1454,522_7942
44239,14.5,3,0,0.16,4,522,7942,1454,522_7942
44240,21.1,8,0,0.32,4,522,7942,1454,522_7942
44252,28.8,1,0,0.875,11,189,7943,7770,189_7943
44249,27.4,1,0,0.285,11,189,7943,7770,189_7943
44245,17.1,1,0,0.165,11,189,7943,7770,189_7943
44247,21.9,1,0,0.182,11,189,7943,7770,189_7943
44243,17,1,0,0.133,11,189,7943,7770,189_7943
44242,14.3,1,0,0.124,11,189,7943,7770,189_7943
44251,25,1,0,0.333,11,189,7943,7770,189_7943
44250,30.9,1,0,0.319,11,189,7943,7770,189_7943
44248,21.1,1,0,0.193,11,189,7943,7770,189_7943
44246,23,1,0,0.174,11,189,7943,7770,189_7943
44244,17.1,1,0,0.146,11,189,7943,7770,189_7943
44255,18.4,8,0,0.46,7,189,7944,7770,189_7944
44258,30,2,0,0.94,7,189,7944,7770,189_7944
44254,12.1,4,0,0.41,7,189,7944,7770,189_7944
44256,26.3,6,0,0.75,7,189,7944,7770,189_7944
44257,22.2,7,0,0.77,7,189,7944,7770,189_7944
44260,16.3,1,0,0.21,4,104,7945,394,104_7945
44261,18,1,0,0.4,4,104,7945,394,104_7945
44263,26.4,1,0,0.41,4,188,7945,1217,188_7945
44262,17.3,1,0,0.28,4,188,7945,1217,188_7945
44264,22.3,8,0,0.36,8,189,7946,7770,189_7946
44265,18.6,5,0,0.38,8,189,7946,7770,189_7946
44268,41.5,1,0,0.9,8,189,7946,7770,189_7946
44266,27.2,2,0,0.6,8,189,7946,7770,189_7946
44267,31.8,4,0,0.82,8,189,7946,7770,189_7946
44271,23,1,0,0.4,8,531,7946,10204,531_7946
44269,14.5,5,0,0.35,8,531,7946,10204,531_7946
44270,17.1,4,0,0.36,8,531,7946,10204,531_7946
44275,19.5,1,0,0.292,10,189,7947,7770,189_7947
44280,28.2,1,0,0.804,10,189,7947,7770,189_7947
44281,30.6,1,0,0.881,10,189,7947,7770,189_7947
44276,22.6,1,0,0.481,10,189,7947,7770,189_7947
44279,40.7,1,0,0.741,10,189,7947,7770,189_7947
44277,25,1,0,0.543,10,189,7947,7770,189_7947
44274,16.7,1,0,0.275,10,189,7947,7770,189_7947
44272,12.7,1,0,0.159,10,189,7947,7770,189_7947
44278,40.2,1,0,0.731,10,189,7947,7770,189_7947
44273,14.4,1,0,0.195,10,189,7947,7770,189_7947
44282,16.3,1,0,0.21,4,104,7948,394,104_7948
44283,18,1,0,0.4,4,104,7948,394,104_7948
44284,17.3,1,0,0.28,4,188,7948,1217,188_7948
44285,26.4,1,0,0.41,4,188,7948,1217,188_7948
44286,10.6,4,0,0.21,10,134,7949,149,134_7949
44287,12.4,4,0,0.255,10,134,7949,149,134_7949
44291,27.7,1,0,0.73,10,189,7949,7770,189_7949
44290,16.8,2,0,0.39,10,189,7949,7770,189_7949
44289,19.2,2,0,0.36,10,189,7949,7770,189_7949
44288,22.9,3,0,0.32,10,189,7949,7770,189_7949
44295,15.7,1,0,0.425,10,531,7949,10204,531_7949
44294,18,1,0,0.4,10,531,7949,10204,531_7949
44293,12.6,8,0,0.23,10,531,7949,10204,531_7949
44299,18.1,1,0,0.38,23,189,7952,7770,189_7952
44305,29.9,1,0,0.62,23,189,7952,7770,189_7952
44307,26.7,1,0,1.5,23,189,7952,7770,189_7952
44301,20.4,1,0,0.46,23,189,7952,7770,189_7952
44306,24.5,1,0,0.86,23,189,7952,7770,189_7952
44300,18.9,1,0,0.43,23,189,7952,7770,189_7952
44302,21.6,1,0,0.52,23,189,7952,7770,189_7952
44303,23,1,0,0.57,23,189,7952,7770,189_7952
44304,25,1,0,0.59,23,189,7952,7770,189_7952
44310,14.8,1,0,0.62,23,531,7952,10204,531_7952
44321,21.1,1,0,1.6,23,531,7952,10204,531_7952
44311,14.5,1,0,0.64,23,531,7952,10204,531_7952
44316,19.6,1,0,0.94,23,531,7952,10204,531_7952
44313,21.2,1,0,0.72,23,531,7952,10204,531_7952
44315,20.2,1,0,0.88,23,531,7952,10204,531_7952
44314,14.7,1,0,0.76,23,531,7952,10204,531_7952
44312,14.3,1,0,0.72,23,531,7952,10204,531_7952
44309,12.5,1,0,0.54,23,531,7952,10204,531_7952
44308,12.4,1,0,0.49,23,531,7952,10204,531_7952
44319,18.1,1,0,1.5,23,531,7952,10204,531_7952
44317,21.6,1,0,0.94,23,531,7952,10204,531_7952
44320,19.8,1,0,1.6,23,531,7952,10204,531_7952
44318,19.1,1,0,0.98,23,531,7952,10204,531_7952
44324,23.4,1,0,0.56,15,189,7953,7770,189_7953
44326,28.5,1,0,0.72,15,189,7953,7770,189_7953
44323,20.5,1,0,0.3,15,189,7953,7770,189_7953
44327,25.9,1,0,0.96,15,189,7953,7770,189_7953
44325,26.6,1,0,0.7,15,189,7953,7770,189_7953
44328,28.9,1,0,1.21,15,189,7953,7770,189_7953
44330,19.6,1,0,0.57,15,531,7953,10204,531_7953
44329,20.4,1,0,0.56,15,531,7953,10204,531_7953
44332,19.8,1,0,0.68,15,531,7953,10204,531_7953
44334,21.1,1,0,0.98,15,531,7953,10204,531_7953
44336,26.4,1,0,2.04,15,531,7953,10204,531_7953
44335,21.7,1,0,1.28,15,531,7953,10204,531_7953
44331,18.5,1,0,0.6,15,531,7953,10204,531_7953
44333,19,1,0,0.7,15,531,7953,10204,531_7953
44338,18.8,3,0,0.3,3,531,7954,10204,531_7954
44339,24.8,3,0,0.8,3,531,7954,10204,531_7954
44347,25.6,1,0,0.3,17,189,7956,7770,189_7956
44342,22.4,1,0,0.23,17,189,7956,7770,189_7956
44345,26.4,1,0,0.27,17,189,7956,7770,189_7956
44348,25.9,1,0,0.41,17,189,7956,7770,189_7956
44341,18,1,0,0.09,17,189,7956,7770,189_7956
44343,23.6,1,0,0.25,17,189,7956,7770,189_7956
44349,29.1,1,0,0.52,17,189,7956,7770,189_7956
44346,27.4,1,0,0.27,17,189,7956,7770,189_7956
44344,23.8,1,0,0.25,17,189,7956,7770,189_7956
44353,5.7,1,0,0.08,17,446,7956,946,446_7956
44354,5.7,1,0,0.08,17,446,7956,946,446_7956
44352,6.4,1,0,0.07,17,446,7956,946,446_7956
44356,6,1,0,0.11,17,446,7956,946,446_7956
44357,6.1,1,0,0.13,17,446,7956,946,446_7956
44355,5.9,1,0,0.09,17,446,7956,946,446_7956
44350,5.5,1,0,0.05,17,446,7956,946,446_7956
44351,6.3,1,0,0.07,17,446,7956,946,446_7956
44359,24.5,1,0,0.13,4,189,7957,7770,189_7957
44360,24.1,1,0,0.29,4,189,7957,7770,189_7957
44358,25.2,1,0,0.12,4,189,7957,7770,189_7957
44364,17.5,6,0,0.19,8,189,7958,7770,189_7958
44367,28.7,3,0,0.42,8,189,7958,7770,189_7958
44363,14.2,5,0,0.073,8,189,7958,7770,189_7958
44366,25.3,4,0,0.28,8,189,7958,7770,189_7958
44365,22.2,7,0,0.22,8,189,7958,7770,189_7958
44372,33.6,1,0,0.16,9,189,7959,7770,189_7959
44371,18.2,8,0,0.14,9,189,7959,7770,189_7959
44373,22,8,0,0.21,9,189,7959,7770,189_7959
44378,20.6,7,0,0.42,9,531,7959,10204,531_7959
44377,18.4,8,0,0.2,9,531,7959,10204,531_7959
44376,13.6,8,0,0.14,9,531,7959,10204,531_7959
44379,21.3,1,0,0.079,7,166,7960,2211,166_7960
44380,27.7,2,0,0.091,7,166,7960,2211,166_7960
44381,24.8,3,0,0.2,7,189,7960,7770,189_7960
44382,27.9,2,0,0.32,7,189,7960,7770,189_7960
44385,20.2,7,0,0.38,7,531,7960,10204,531_7960
44384,17.8,6,0,0.34,7,531,7960,10204,531_7960
44391,5.9,1,0,0.09,11,446,7961,946,446_7961
44395,6.1,1,0,0.12,11,446,7961,946,446_7961
44388,7.2,1,0,0.07,11,446,7961,946,446_7961
44390,5.8,1,0,0.09,11,446,7961,946,446_7961
44396,6.4,1,0,0.13,11,446,7961,946,446_7961
44387,6.5,1,0,0.06,11,446,7961,946,446_7961
44393,6.8,1,0,0.09,11,446,7961,946,446_7961
44392,6.2,1,0,0.09,11,446,7961,946,446_7961
44389,6.4,1,0,0.08,11,446,7961,946,446_7961
44394,6,1,0,0.1,11,446,7961,946,446_7961
44402,14.2,2,0,0.17,8,531,7962,10204,531_7962
44403,15.9,6,0,0.23,8,531,7962,10204,531_7962
44404,21.7,2,0,0.27,8,531,7962,10204,531_7962
44406,11.7,5,0,0.045,3,522,7963,1454,522_7963
44407,17.2,8,0,0.26,3,522,7963,1454,522_7963
44413,11.2,1,0,0.08,6,509,7964,487,509_7964
44409,8.8,1,0,0.05,6,509,7964,487,509_7964
44411,10.2,1,0,0.06,6,509,7964,487,509_7964
44410,9.9,1,0,0.06,6,509,7964,487,509_7964
44408,8.4,1,0,0.03,6,509,7964,487,509_7964
44412,10.3,1,0,0.06,6,509,7964,487,509_7964
44415,16.1,8,0,0.1,8,134,7965,149,134_7965
44414,13.3,2,0,0.055,8,134,7965,149,134_7965
44419,36,1,0,0.55,8,189,7965,7770,189_7965
44417,23,8,0,0.2,8,189,7965,7770,189_7965
44416,18.8,8,0,0.14,8,189,7965,7770,189_7965
44418,27.9,3,0,0.27,8,189,7965,7770,189_7965
44424,22,3,0,0.07,4,168,7966,2090,168_7966
44423,13.5,2,0,0.02,4,168,7966,2090,168_7966
44429,20.2,5,0,0.071,13,189,7967,7770,189_7967
44432,32.4,2,0,0.25,13,189,7967,7770,189_7967
44431,29.1,3,0,0.16,13,189,7967,7770,189_7967
44427,15.3,2,0,0.064,13,189,7967,7770,189_7967
44428,17.8,4,0,0.065,13,189,7967,7770,189_7967
44430,24.3,8,0,0.12,13,189,7967,7770,189_7967
44437,23.2,3,0,0.26,13,531,7967,10204,531_7967
44436,14.8,5,0,0.082,13,531,7967,10204,531_7967
44435,16.2,5,0,0.059,13,531,7967,10204,531_7967
44438,20.9,7,0,0.31,13,531,7967,10204,531_7967
44434,12.8,5,0,0.037,13,531,7967,10204,531_7967
44442,19.6,1,0,0.027,22,189,7968,7770,189_7968
44449,31.9,1,0,0.1,22,189,7968,7770,189_7968
44441,20.5,1,0,0.025,22,189,7968,7770,189_7968
44444,16.2,1,0,0.031,22,189,7968,7770,189_7968
44446,20.7,1,0,0.05,22,189,7968,7770,189_7968
44445,20.9,1,0,0.04,22,189,7968,7770,189_7968
44443,20.1,1,0,0.029,22,189,7968,7770,189_7968
44447,22.5,1,0,0.09,22,189,7968,7770,189_7968
44440,16.7,1,0,0.023,22,189,7968,7770,189_7968
44448,25.8,1,0,0.09,22,189,7968,7770,189_7968
44452,16.9,1,0,0.049,22,531,7968,10204,531_7968
44457,23.6,1,0,0.11,22,531,7968,10204,531_7968
44451,15.3,1,0,0.033,22,531,7968,10204,531_7968
44456,24.1,1,0,0.097,22,531,7968,10204,531_7968
44460,27.3,1,0,0.46,22,531,7968,10204,531_7968
44453,16.8,1,0,0.056,22,531,7968,10204,531_7968
44455,17.8,1,0,0.068,22,531,7968,10204,531_7968
44454,16.7,1,0,0.063,22,531,7968,10204,531_7968
44458,21.5,1,0,0.12,22,531,7968,10204,531_7968
44459,24.7,1,0,0.12,22,531,7968,10204,531_7968
44461,6.1,1,0,0.02,3,513,7969,143,513_7969
44463,9.9,1,0,0.04,3,513,7969,143,513_7969
44462,7.1,1,0,0.02,3,513,7969,143,513_7969
44468,27.4,1,0,0.17,10,189,7970,7770,189_7970
44465,15.5,1,0,0.07,10,189,7970,7770,189_7970
44470,29.5,1,0,0.23,10,189,7970,7770,189_7970
44466,15.8,1,0,0.07,10,189,7970,7770,189_7970
44469,27.2,1,0,0.18,10,189,7970,7770,189_7970
44467,18.9,1,0,0.09,10,189,7970,7770,189_7970
44464,15.1,1,0,0.07,10,189,7970,7770,189_7970
44472,20.7,1,0,0.2,10,531,7970,10204,531_7970
44473,23.3,1,0,0.34,10,531,7970,10204,531_7970
44475,23.2,4,0,0.3,5,189,7971,7770,189_7971
44476,27.1,1,0,0.36,5,189,7971,7770,189_7971
44477,34.9,1,0,0.76,5,189,7971,7770,189_7971
44488,24,1,0,0.83,11,189,7972,7770,189_7972
44480,20.1,1,0,0.57,11,189,7972,7770,189_7972
44481,19.2,1,0,0.58,11,189,7972,7770,189_7972
44484,19.9,1,0,0.67,11,189,7972,7770,189_7972
44479,17.6,1,0,0.51,11,189,7972,7770,189_7972
44487,18.3,1,0,0.81,11,189,7972,7770,189_7972
44482,19,1,0,0.64,11,189,7972,7770,189_7972
44483,22.6,1,0,0.66,11,189,7972,7770,189_7972
44486,21.1,1,0,0.77,11,189,7972,7770,189_7972
44485,23.6,1,0,0.71,11,189,7972,7770,189_7972
44490,18.9,6,0,0.038,11,166,7973,2211,166_7973
44491,20.7,4,0,0.071,11,166,7973,2211,166_7973
44492,19.5,1,0,0.14,11,189,7973,7770,189_7973
44495,30.3,1,0,0.22,11,189,7973,7770,189_7973
44494,27.5,5,0,0.18,11,189,7973,7770,189_7973
44493,21.7,8,0,0.15,11,189,7973,7770,189_7973
44498,19.5,1,0,0.35,11,531,7973,10204,531_7973
44500,25.3,1,0,0.5,11,531,7973,10204,531_7973
44499,21.6,6,0,0.41,11,531,7973,10204,531_7973
44497,13.3,7,0,0.14,11,531,7973,10204,531_7973
44502,18.2,8,0,0.04,9,105,7974,1306,105_7974
44503,20.2,1,0,0.11,9,105,7974,1306,105_7974
44506,25.9,2,0,0.87,9,189,7974,7770,189_7974
44504,16.9,3,0,0.2,9,189,7974,7770,189_7974
44505,22.2,5,0,0.34,9,189,7974,7770,189_7974
44509,17.3,8,0,0.53,9,531,7974,10204,531_7974
44510,22.3,3,0,0.61,9,531,7974,10204,531_7974
44508,13,7,0,0.24,9,531,7974,10204,531_7974
44511,22,7,0,0.027,12,166,7975,2211,166_7975
44513,16.5,1,0,0.035,12,166,7975,2211,166_7975
44514,33.4,1,0,0.13,12,166,7975,2211,166_7975
44512,25.7,1,0,0.031,12,166,7975,2211,166_7975
44515,17.5,2,0,0.19,12,189,7975,7770,189_7975
44517,27.3,2,0,0.43,12,189,7975,7770,189_7975
44518,32,2,0,0.43,12,189,7975,7770,189_7975
44516,21.6,8,0,0.26,12,189,7975,7770,189_7975
44521,17.5,8,0,0.37,12,531,7975,10204,531_7975
44522,21.4,4,0,0.52,12,531,7975,10204,531_7975
44520,12.8,8,0,0.2,12,531,7975,10204,531_7975
44525,16.7,1,0,0.15,24,189,7976,7770,189_7976
44534,24.3,1,0,0.49,24,189,7976,7770,189_7976
44523,14.1,1,0,0.14,24,189,7976,7770,189_7976
44531,21.7,1,0,0.35,24,189,7976,7770,189_7976
44532,23.9,1,0,0.36,24,189,7976,7770,189_7976
44526,15.5,1,0,0.17,24,189,7976,7770,189_7976
44530,22.3,1,0,0.31,24,189,7976,7770,189_7976
44536,27.3,1,0,0.82,24,189,7976,7770,189_7976
44535,30,1,0,0.59,24,189,7976,7770,189_7976
44533,23.1,1,0,0.46,24,189,7976,7770,189_7976
44529,20.7,1,0,0.28,24,189,7976,7770,189_7976
44524,15,1,0,0.14,24,189,7976,7770,189_7976
44527,17.8,1,0,0.17,24,189,7976,7770,189_7976
44528,18.3,1,0,0.19,24,189,7976,7770,189_7976
44538,5.2,1,0,0.05,24,446,7976,946,446_7976
44542,5.1,1,0,0.06,24,446,7976,946,446_7976
44546,5.2,1,0,0.07,24,446,7976,946,446_7976
44539,5.2,1,0,0.05,24,446,7976,946,446_7976
44545,5.1,1,0,0.07,24,446,7976,946,446_7976
44537,5.3,1,0,0.04,24,446,7976,946,446_7976
44543,5.1,1,0,0.06,24,446,7976,946,446_7976
44540,5.3,1,0,0.05,24,446,7976,946,446_7976
44541,5.1,1,0,0.06,24,446,7976,946,446_7976
44544,5.5,1,0,0.06,24,446,7976,946,446_7976
44551,16.8,2,0,0.085,8,531,7977,10204,531_7977
44554,24.2,3,0,0.24,8,531,7977,10204,531_7977
44550,11.7,5,0,0.081,8,531,7977,10204,531_7977
44553,20.4,4,0,0.11,8,531,7977,10204,531_7977
44552,18.9,6,0,0.086,8,531,7977,10204,531_7977
44559,16.9,1,0,0.07,7,189,7978,7770,189_7978
44557,20.4,1,0,0.06,7,189,7978,7770,189_7978
44558,20.6,1,0,0.06,7,189,7978,7770,189_7978
44560,23.7,1,0,0.07,7,189,7978,7770,189_7978
44556,17.6,1,0,0.06,7,189,7978,7770,189_7978
44555,18.7,1,0,0.05,7,189,7978,7770,189_7978
44564,22.9,6,0,0.34,9,189,7979,7770,189_7979
44565,25.9,4,0,0.51,9,189,7979,7770,189_7979
44566,30.5,1,0,0.89,9,189,7979,7770,189_7979
44563,17.7,2,0,0.16,9,189,7979,7770,189_7979
44569,17.2,8,0,0.21,9,531,7979,10204,531_7979
44570,21.1,3,0,0.42,9,531,7979,10204,531_7979
44568,11.8,8,0,0.18,9,531,7979,10204,531_7979
44574,19.9,1,0,0.186,15,189,7980,7770,189_7980
44578,25.3,1,0,0.303,15,189,7980,7770,189_7980
44579,24.2,1,0,0.332,15,189,7980,7770,189_7980
44571,17.5,1,0,0.13,15,189,7980,7770,189_7980
44577,21.5,1,0,0.292,15,189,7980,7770,189_7980
44580,30.1,1,0,0.588,15,189,7980,7770,189_7980
44575,21.5,1,0,0.201,15,189,7980,7770,189_7980
44573,17,1,0,0.183,15,189,7980,7770,189_7980
44576,25.2,1,0,0.267,15,189,7980,7770,189_7980
44572,21.1,1,0,0.149,15,189,7980,7770,189_7980
44583,16.2,1,0,0.284,15,531,7980,10204,531_7980
44581,9.7,1,0,0.088,15,531,7980,10204,531_7980
44584,19.9,1,0,0.349,15,531,7980,10204,531_7980
44582,12.5,1,0,0.161,15,531,7980,10204,531_7980
44585,25.6,1,0,0.93,15,531,7980,10204,531_7980
44591,16.9,1,0,0.495,19,189,7981,7770,189_7981
44588,18,1,0,0.239,19,189,7981,7770,189_7981
44587,24.4,1,0,0.179,19,189,7981,7770,189_7981
44594,31.1,1,0,0.721,19,189,7981,7770,189_7981
44592,26.6,1,0,0.598,19,189,7981,7770,189_7981
44590,25.6,1,0,0.446,19,189,7981,7770,189_7981
44586,18.8,1,0,0.136,19,189,7981,7770,189_7981
44589,25,1,0,0.422,19,189,7981,7770,189_7981
44593,32.9,1,0,0.619,19,189,7981,7770,189_7981
44601,18.6,1,0,0.506,19,531,7981,10204,531_7981
44602,20.6,1,0,0.507,19,531,7981,10204,531_7981
44599,15.2,1,0,0.394,19,531,7981,10204,531_7981
44598,17.9,1,0,0.382,19,531,7981,10204,531_7981
44595,15.7,1,0,0.356,19,531,7981,10204,531_7981
44597,21.3,1,0,0.366,19,531,7981,10204,531_7981
44600,19.3,1,0,0.42,19,531,7981,10204,531_7981
44604,23.8,1,0,0.615,19,531,7981,10204,531_7981
44603,22.1,1,0,0.514,19,531,7981,10204,531_7981
44596,17.3,1,0,0.356,19,531,7981,10204,531_7981
44610,13.7,1,0,0.09,75,104,7982,394,104_7982
44616,13.4,1,0,0.13,75,104,7982,394,104_7982
44611,15.4,1,0,0.09,75,104,7982,394,104_7982
44609,13.7,1,0,0.08,75,104,7982,394,104_7982
44615,12.8,1,0,0.12,75,104,7982,394,104_7982
44606,16.5,1,0,0.07,75,104,7982,394,104_7982
44613,14,1,0,0.1,75,104,7982,394,104_7982
44608,14.5,1,0,0.08,75,104,7982,394,104_7982
44607,12,1,0,0.08,75,104,7982,394,104_7982
44612,12.9,1,0,0.09,75,104,7982,394,104_7982
44617,14.7,1,0,0.13,75,104,7982,394,104_7982
44618,13.3,1,0,0.14,75,104,7982,394,104_7982
44619,15.9,1,0,0.14,75,104,7982,394,104_7982
44620,13,1,0,0.15,75,104,7982,394,104_7982
44621,17.1,1,0,0.18,75,104,7982,394,104_7982
44622,17,1,0,0.19,75,104,7982,394,104_7982
44624,17,1,0,0.25,75,104,7982,394,104_7982
44625,14.7,1,0,0.26,75,104,7982,394,104_7982
44626,18.1,1,0,0.3,75,104,7982,394,104_7982
44627,18.8,1,0,0.36,75,104,7982,394,104_7982
44629,17.2,1,0,0.56,75,104,7982,394,104_7982
44628,17.6,1,0,0.38,75,104,7982,394,104_7982
44623,15.7,1,0,0.2,75,104,7982,394,104_7982
44614,14.4,1,0,0.11,75,104,7982,394,104_7982
