ID,length,Wt,DL,Hg,SamInEve,SpC,Event,SpC_Count2,SpC_EVENT
10833,9.65,-1,0,0.23,4,104,2339,394,104_2339
10835,9.46,-1,0,0.14,7,104,2341,394,104_2341
10836,10.64,-1,0,0.2,7,104,2341,394,104_2341
10837,8.67,-1,0,0.2,7,104,2341,394,104_2341
10838,9.85,-1,0,0.22,7,104,2341,394,104_2341
10839,9.65,-1,1,0.14,7,105,2341,1306,105_2341
10841,12.41,-1,0,0.28,7,105,2341,1306,105_2341
10840,11.82,-1,0,0.17,7,105,2341,1306,105_2341
10848,23.44,-1,0,0.29,10,522,2342,1454,522_2342
10844,23.25,-1,0,0.15,10,522,2342,1454,522_2342
10846,21.08,-1,0,0.24,10,522,2342,1454,522_2342
10842,16.94,-1,0,0.11,10,522,2342,1454,522_2342
10850,24.63,-1,0,0.33,10,522,2342,1454,522_2342
10845,22.66,-1,0,0.23,10,522,2342,1454,522_2342
10843,18.32,-1,0,0.12,10,522,2342,1454,522_2342
10851,25.02,-1,0,0.35,10,522,2342,1454,522_2342
10849,24.23,-1,0,0.33,10,522,2342,1454,522_2342
10847,18.91,-1,0,0.25,10,522,2342,1454,522_2342
10868,26,-1,0,0.25,19,522,2343,1454,522_2343
10861,26,-1,0,0.18,19,522,2343,1454,522_2343
10864,28.37,-1,0,0.2,19,522,2343,1454,522_2343
10857,26,-1,0,0.12,19,522,2343,1454,522_2343
10866,26,-1,0,0.21,19,522,2343,1454,522_2343
10862,27.58,-1,0,0.19,19,522,2343,1454,522_2343
10859,26.4,-1,0,0.17,19,522,2343,1454,522_2343
10855,26,-1,0,0.12,19,522,2343,1454,522_2343
10870,28.45,-1,0,0.3,19,522,2343,1454,522_2343
10867,28.25,-1,0,0.21,19,522,2343,1454,522_2343
10865,26,-1,0,0.21,19,522,2343,1454,522_2343
10863,28.17,-1,0,0.19,19,522,2343,1454,522_2343
10869,28.37,-1,0,0.26,19,522,2343,1454,522_2343
10860,28.45,-1,0,0.17,19,522,2343,1454,522_2343
10858,27.58,-1,0,0.13,19,522,2343,1454,522_2343
10856,28.25,-1,0,0.12,19,522,2343,1454,522_2343
10854,26.12,-1,0,0.11,19,522,2343,1454,522_2343
10852,28.17,-1,1,0.1,19,522,2343,1454,522_2343
10853,26.4,-1,0,0.11,19,522,2343,1454,522_2343
10874,8.27,-1,0,0.15,49,21,2344,855,21_2344
10878,9.26,-1,0,0.26,49,21,2344,855,21_2344
10876,8.67,-1,0,0.19,49,21,2344,855,21_2344
10872,8.08,-1,0,0.13,49,21,2344,855,21_2344
10879,8.67,-1,0,0.27,49,21,2344,855,21_2344
10877,7.09,-1,0,0.19,49,21,2344,855,21_2344
10875,8.87,-1,0,0.18,49,21,2344,855,21_2344
10873,8.67,-1,0,0.15,49,21,2344,855,21_2344
10871,9.46,-1,1,0.1,49,21,2344,855,21_2344
10881,14.38,-1,0,0.1,49,57,2344,1114,57_2344
10885,13.99,-1,0,0.25,49,57,2344,1114,57_2344
10883,11.62,-1,0,0.14,49,57,2344,1114,57_2344
10884,12.02,-1,0,0.21,49,57,2344,1114,57_2344
10882,12.81,-1,0,0.11,49,57,2344,1114,57_2344
10880,11.82,-1,0,0.1,49,57,2344,1114,57_2344
10889,26,-1,0,0.4,49,238,2344,3254,238_2344
10891,28.76,-1,0,1,49,238,2344,3254,238_2344
10887,24.43,-1,0,0.29,49,238,2344,3254,238_2344
10890,20.69,-1,0,0.48,49,238,2344,3254,238_2344
10888,21.67,-1,0,0.37,49,238,2344,3254,238_2344
10886,20.88,-1,0,0.12,49,238,2344,3254,238_2344
10892,8.08,-1,1,0.1,49,286,2344,2861,286_2344
10893,8.12,-1,1,0.1,49,286,2344,2861,286_2344
10895,12.21,-1,0,0.23,49,317,2344,2119,317_2344
10896,14.58,-1,0,0.35,49,317,2344,2119,317_2344
10898,16.75,-1,0,0.38,49,317,2344,2119,317_2344
10894,12.53,-1,0,0.19,49,317,2344,2119,317_2344
10899,13.79,-1,0,0.4,49,317,2344,2119,317_2344
10897,13.71,-1,0,0.38,49,317,2344,2119,317_2344
10900,12.96,-1,0,0.35,49,328,2344,10267,328_2344
10904,13.4,-1,0,0.42,49,328,2344,10267,328_2344
10907,13.32,-1,0,0.49,49,328,2344,10267,328_2344
10902,14.78,-1,0,0.4,49,328,2344,10267,328_2344
10909,15.37,-1,0,0.58,49,328,2344,10267,328_2344
10908,13.63,-1,0,0.51,49,328,2344,10267,328_2344
10906,14.18,-1,0,0.49,49,328,2344,10267,328_2344
10903,15.17,-1,0,0.41,49,328,2344,10267,328_2344
10901,14.97,-1,0,0.37,49,328,2344,10267,328_2344
10905,15.76,-1,0,0.43,49,328,2344,10267,328_2344
10918,21.87,-1,0,0.82,49,531,2344,10204,531_2344
10917,23.76,-1,0,0.75,49,531,2344,10204,531_2344
10913,16.94,-1,0,0.32,49,531,2344,10204,531_2344
10915,19.7,-1,0,0.42,49,531,2344,10204,531_2344
10911,15.96,-1,0,0.19,49,531,2344,10204,531_2344
10919,24.03,-1,0,1,49,531,2344,10204,531_2344
10916,22.06,-1,0,0.57,49,531,2344,10204,531_2344
10914,17.73,-1,0,0.39,49,531,2344,10204,531_2344
10912,14.58,-1,0,0.26,49,531,2344,10204,531_2344
10910,15.37,-1,0,0.17,49,531,2344,10204,531_2344
10920,22.06,-1,0,0.62,15,188,2345,1217,188_2345
10921,22.46,-1,0,0.71,15,188,2345,1217,188_2345
10922,29.16,-1,0,0.74,15,188,2345,1217,188_2345
10923,25.22,-1,0,0.82,15,188,2345,1217,188_2345
10924,33.88,-1,0,0.91,15,188,2345,1217,188_2345
10925,23.25,-1,0,1.2,15,188,2345,1217,188_2345
10926,26.4,-1,0,1.32,15,188,2345,1217,188_2345
10929,13.79,-1,0,0.52,15,328,2345,10267,328_2345
10932,14.97,-1,0,0.71,15,328,2345,10267,328_2345
10930,11.43,-1,0,0.53,15,328,2345,10267,328_2345
10927,8.67,-1,0,0.23,15,328,2345,10267,328_2345
10934,18.91,-1,0,1.48,15,328,2345,10267,328_2345
10931,13.79,-1,0,0.71,15,328,2345,10267,328_2345
10933,16.55,-1,0,0.77,15,328,2345,10267,328_2345
10928,8.27,-1,0,0.37,15,328,2345,10267,328_2345
10936,17.53,-1,1,0.1,17,105,2346,1306,105_2346
10940,17.73,-1,0,0.17,17,105,2346,1306,105_2346
10942,18.5,-1,0,0.21,17,105,2346,1306,105_2346
10938,15.96,-1,0,0.16,17,105,2346,1306,105_2346
10943,16.15,-1,0,0.23,17,105,2346,1306,105_2346
10941,17.14,-1,0,0.2,17,105,2346,1306,105_2346
10939,17.73,-1,0,0.16,17,105,2346,1306,105_2346
10937,18.12,-1,0,0.15,17,105,2346,1306,105_2346
10935,9.46,-1,1,0.1,17,105,2346,1306,105_2346
10944,19.5,-1,0,0.11,17,188,2346,1217,188_2346
10945,18.52,-1,0,0.12,17,188,2346,1217,188_2346
10946,25.22,-1,0,0.17,17,188,2346,1217,188_2346
10947,27.19,-1,0,0.19,17,188,2346,1217,188_2346
10948,25.41,-1,0,0.32,17,188,2346,1217,188_2346
10950,14.58,-1,0,0.16,17,531,2346,10204,531_2346
10951,24.03,-1,0,0.7,17,531,2346,10204,531_2346
10949,14.18,-1,0,0.11,17,531,2346,10204,531_2346
10956,16.55,-1,0,0.41,29,328,2347,10267,328_2347
10960,16.94,-1,0,0.63,29,328,2347,10267,328_2347
10958,18.12,-1,0,0.42,29,328,2347,10267,328_2347
10954,15.37,-1,0,0.31,29,328,2347,10267,328_2347
10961,16,-1,0,0.83,29,328,2347,10267,328_2347
10959,15.68,-1,0,0.49,29,328,2347,10267,328_2347
10957,13.67,-1,0,0.41,29,328,2347,10267,328_2347
10955,17.73,-1,0,0.34,29,328,2347,10267,328_2347
10953,16.15,-1,0,0.2,29,328,2347,10267,328_2347
10976,25.61,-1,0,0.59,29,531,2347,10204,531_2347
10968,15.17,-1,0,0.21,29,531,2347,10204,531_2347
10980,25.41,-1,0,0.91,29,531,2347,10204,531_2347
10971,20.25,-1,0,0.44,29,531,2347,10204,531_2347
10964,15.56,-1,0,0.11,29,531,2347,10204,531_2347
10978,25.61,-1,0,0.7,29,531,2347,10204,531_2347
10974,23.84,-1,0,0.5,29,531,2347,10204,531_2347
10973,26.4,-1,0,0.48,29,531,2347,10204,531_2347
10966,15.17,-1,0,0.12,29,531,2347,10204,531_2347
10962,18.12,-1,1,0.1,29,531,2347,10204,531_2347
10979,21.67,-1,0,0.77,29,531,2347,10204,531_2347
10977,20.29,-1,0,0.64,29,531,2347,10204,531_2347
10975,23.25,-1,0,0.51,29,531,2347,10204,531_2347
10972,21.47,-1,0,0.47,29,531,2347,10204,531_2347
10970,21.87,-1,0,0.33,29,531,2347,10204,531_2347
10969,22.85,-1,0,0.25,29,531,2347,10204,531_2347
10967,16.35,-1,0,0.16,29,531,2347,10204,531_2347
10965,16.35,-1,0,0.11,29,531,2347,10204,531_2347
10963,15.96,-1,1,0.1,29,531,2347,10204,531_2347
10984,21.87,-1,1,0.1,13,165,2348,1423,165_2348
10988,23.44,-1,0,0.15,13,165,2348,1423,165_2348
10990,29.94,-1,0,0.29,13,165,2348,1423,165_2348
10987,27.19,-1,0,0.13,13,165,2348,1423,165_2348
10986,25.22,-1,1,0.1,13,165,2348,1423,165_2348
10982,19.11,-1,1,0.1,13,165,2348,1423,165_2348
10989,29.55,-1,0,0.16,13,165,2348,1423,165_2348
10985,22.85,-1,1,0.1,13,165,2348,1423,165_2348
10983,25.22,-1,1,0.1,13,165,2348,1423,165_2348
10981,22.06,-1,1,0.1,13,165,2348,1423,165_2348
10993,18.32,-1,0,0.27,13,317,2348,2119,317_2348
10991,11.62,-1,1,0.1,13,317,2348,2119,317_2348
10992,12.02,-1,1,0.1,13,317,2348,2119,317_2348
10997,15.37,-1,0,0.22,12,317,2349,2119,317_2349
11001,16.55,-1,0,0.4,12,317,2349,2119,317_2349
10999,15.17,-1,0,0.24,12,317,2349,2119,317_2349
10995,14.58,-1,0,0.16,12,317,2349,2119,317_2349
11002,18.91,-1,0,0.57,12,317,2349,2119,317_2349
11000,15.37,-1,0,0.27,12,317,2349,2119,317_2349
10998,13,-1,0,0.23,12,317,2349,2119,317_2349
10996,15.96,-1,0,0.2,12,317,2349,2119,317_2349
10994,13,-1,0,0.16,12,317,2349,2119,317_2349
11005,24.43,-1,0,0.46,12,531,2349,10204,531_2349
11004,20.88,-1,0,0.17,12,531,2349,10204,531_2349
11003,16.55,-1,0,0.11,12,531,2349,10204,531_2349
11007,6.5,-1,0,0.11,7,512,2350,70,512_2350
11009,7.68,-1,0,0.16,7,512,2350,70,512_2350
11012,10.24,-1,0,0.27,7,512,2350,70,512_2350
11011,6.7,-1,0,0.2,7,512,2350,70,512_2350
11010,6.5,-1,0,0.2,7,512,2350,70,512_2350
11008,7.09,-1,0,0.16,7,512,2350,70,512_2350
11006,6.3,-1,0,0.11,7,512,2350,70,512_2350
11013,10.44,-1,0,0.18,5,328,2351,10267,328_2351
11017,17.34,-1,0,0.54,5,328,2351,10267,328_2351
11015,10.44,-1,0,0.23,5,328,2351,10267,328_2351
11016,16.55,-1,0,0.51,5,328,2351,10267,328_2351
11014,9.85,-1,0,0.22,5,328,2351,10267,328_2351
11018,21.39,-1,1,0.1,22,165,2352,1423,165_2352
11019,20.49,-1,1,0.1,22,165,2352,1423,165_2352
11023,18.91,-1,1,0.1,22,165,2352,1423,165_2352
11027,18.52,-1,0,0.26,22,165,2352,1423,165_2352
11025,26.32,-1,1,0.1,22,165,2352,1423,165_2352
11021,21.04,-1,1,0.1,22,165,2352,1423,165_2352
11026,17.06,-1,0,0.23,22,165,2352,1423,165_2352
11024,17.93,-1,1,0.1,22,165,2352,1423,165_2352
11022,18.52,-1,1,0.1,22,165,2352,1423,165_2352
11020,19.31,-1,1,0.1,22,165,2352,1423,165_2352
11032,12.21,-1,1,0.1,22,531,2352,10204,531_2352
11036,17.14,-1,1,0.1,22,531,2352,10204,531_2352
11029,11.23,-1,1,0.1,22,531,2352,10204,531_2352
11039,23.25,-1,0,0.22,22,531,2352,10204,531_2352
11034,19.62,-1,1,0.1,22,531,2352,10204,531_2352
11030,12.61,-1,1,0.1,22,531,2352,10204,531_2352
11028,12.41,-1,1,0.1,22,531,2352,10204,531_2352
11038,19.7,-1,0,0.16,22,531,2352,10204,531_2352
11035,18.36,-1,1,0.1,22,531,2352,10204,531_2352
11033,14.97,-1,1,0.1,22,531,2352,10204,531_2352
11031,12.61,-1,1,0.1,22,531,2352,10204,531_2352
11037,20.09,-1,0,0.12,22,531,2352,10204,531_2352
11040,8.27,-1,1,0.1,12,21,2353,855,21_2353
11041,8.87,-1,1,0.1,12,21,2353,855,21_2353
11043,7.88,-1,1,0.1,12,21,2353,855,21_2353
11047,8.47,-1,0,0.13,12,21,2353,855,21_2353
11049,7.68,-1,0,0.2,12,21,2353,855,21_2353
11048,8.08,-1,0,0.14,12,21,2353,855,21_2353
11045,7.68,-1,0,0.12,12,21,2353,855,21_2353
11046,8.08,-1,0,0.12,12,21,2353,855,21_2353
11044,8.08,-1,0,0.11,12,21,2353,855,21_2353
11042,7.88,-1,1,0.1,12,21,2353,855,21_2353
11053,18.91,-1,1,0.1,16,165,2354,1423,165_2354
11057,29.94,-1,1,0.1,16,165,2354,1423,165_2354
11055,24.43,-1,1,0.1,16,165,2354,1423,165_2354
11058,26.4,-1,1,0.1,16,165,2354,1423,165_2354
11056,26.4,-1,1,0.1,16,165,2354,1423,165_2354
11054,21.67,-1,1,0.1,16,165,2354,1423,165_2354
11052,22.85,-1,1,0.1,16,165,2354,1423,165_2354
11059,22.06,-1,0,0.18,16,188,2354,1217,188_2354
11060,19.7,-1,0,0.19,16,188,2354,1217,188_2354
11064,15.76,-1,0,0.21,16,531,2354,10204,531_2354
11061,14.97,-1,0,0.12,16,531,2354,10204,531_2354
11067,14.97,-1,0,0.41,16,531,2354,10204,531_2354
11062,16.55,-1,0,0.15,16,531,2354,10204,531_2354
11066,18.12,-1,0,0.4,16,531,2354,10204,531_2354
11063,14.78,-1,0,0.21,16,531,2354,10204,531_2354
11065,17.34,-1,0,0.34,16,531,2354,10204,531_2354
11070,6.3,-1,0,0.1,20,21,2355,855,21_2355
11071,6.5,-1,1,0.1,20,21,2355,855,21_2355
11073,6.5,-1,1,0.1,20,21,2355,855,21_2355
11075,7.49,-1,0,0.14,20,21,2355,855,21_2355
11074,6.5,-1,0,0.12,20,21,2355,855,21_2355
11069,6.5,-1,1,0.1,20,21,2355,855,21_2355
11072,6.3,-1,1,0.1,20,21,2355,855,21_2355
11068,7.49,-1,0,0.1,20,21,2355,855,21_2355
11078,22.06,-1,1,0.1,20,165,2355,1423,165_2355
11082,23.05,-1,0,0.15,20,165,2355,1423,165_2355
11084,19.7,-1,0,0.27,20,165,2355,1423,165_2355
11080,20.69,-1,0,0.12,20,165,2355,1423,165_2355
11085,22.85,-1,0,0.31,20,165,2355,1423,165_2355
11077,21.28,-1,1,0.1,20,165,2355,1423,165_2355
11083,20.29,-1,0,0.22,20,165,2355,1423,165_2355
11081,22.46,-1,0,0.12,20,165,2355,1423,165_2355
11079,22.26,-1,1,0.1,20,165,2355,1423,165_2355
11076,20.69,-1,1,0.1,20,165,2355,1423,165_2355
11087,15.17,-1,0,0.39,20,317,2355,2119,317_2355
11086,10.44,-1,0,0.21,20,317,2355,2119,317_2355
11089,6.3,-1,0,0.14,20,21,2356,855,21_2356
11090,7.09,-1,0,0.16,20,21,2356,855,21_2356
11091,5.91,-1,0,0.17,20,21,2356,855,21_2356
11093,5.91,-1,0,0.22,20,21,2356,855,21_2356
11096,6.7,-1,0,0.28,20,21,2356,855,21_2356
11095,6.9,-1,0,0.25,20,21,2356,855,21_2356
11094,5.91,-1,0,0.22,20,21,2356,855,21_2356
11097,7.29,-1,0,0.29,20,21,2356,855,21_2356
11092,7.49,-1,0,0.21,20,21,2356,855,21_2356
11088,5.91,-1,0,0.14,20,21,2356,855,21_2356
11101,14.38,-1,0,0.14,20,105,2356,1306,105_2356
11105,14.97,-1,0,0.22,20,105,2356,1306,105_2356
11107,15.37,-1,0,0.28,20,105,2356,1306,105_2356
11103,14.18,-1,0,0.15,20,105,2356,1306,105_2356
11099,14.78,-1,1,0.1,20,105,2356,1306,105_2356
11106,14.18,-1,0,0.23,20,105,2356,1306,105_2356
11104,14.97,-1,0,0.18,20,105,2356,1306,105_2356
11102,13.99,-1,0,0.15,20,105,2356,1306,105_2356
11100,13.99,-1,0,0.13,20,105,2356,1306,105_2356
11098,13.99,-1,1,0.1,20,105,2356,1306,105_2356
11109,24.82,-1,0,0.11,20,165,2357,1423,165_2357
11113,22.66,-1,0,0.16,20,165,2357,1423,165_2357
11117,28.76,-1,0,0.22,20,165,2357,1423,165_2357
11115,25.02,-1,0,0.18,20,165,2357,1423,165_2357
11111,22.66,-1,0,0.16,20,165,2357,1423,165_2357
11116,29.16,-1,0,0.22,20,165,2357,1423,165_2357
11114,26,-1,0,0.16,20,165,2357,1423,165_2357
11112,25.22,-1,0,0.16,20,165,2357,1423,165_2357
11110,23.25,-1,0,0.14,20,165,2357,1423,165_2357
11108,25.81,-1,1,0.1,20,165,2357,1423,165_2357
11118,21.87,-1,1,0.1,20,188,2357,1217,188_2357
11119,23.25,-1,1,0.1,20,188,2357,1217,188_2357
11120,38.61,-1,0,0.37,20,188,2357,1217,188_2357
11125,12.61,-1,0,0.12,20,317,2357,2119,317_2357
11124,10.84,-1,1,0.1,20,317,2357,2119,317_2357
11127,15.37,-1,0,0.16,20,317,2357,2119,317_2357
11122,12.02,-1,1,0.1,20,317,2357,2119,317_2357
11126,13.4,-1,0,0.12,20,317,2357,2119,317_2357
11123,13,-1,1,0.1,20,317,2357,2119,317_2357
11121,11.62,-1,0,0.1,20,317,2357,2119,317_2357
11131,18.91,-1,0,0.38,10,522,2358,1454,522_2358
11135,22.46,-1,0,0.51,10,522,2358,1454,522_2358
11137,27.19,-1,0,0.67,10,522,2358,1454,522_2358
11133,18.91,-1,0,0.45,10,522,2358,1454,522_2358
11129,18.12,-1,0,0.28,10,522,2358,1454,522_2358
11136,22.85,-1,0,0.53,10,522,2358,1454,522_2358
11134,21.67,-1,0,0.46,10,522,2358,1454,522_2358
11132,25.02,-1,0,0.38,10,522,2358,1454,522_2358
11130,17.53,-1,0,0.3,10,522,2358,1454,522_2358
11128,18.72,-1,0,0.15,10,522,2358,1454,522_2358
11141,19.31,-1,0,0.33,10,522,2359,1454,522_2359
11144,25.22,-1,0,0.46,10,522,2359,1454,522_2359
11143,18.52,-1,0,0.41,10,522,2359,1454,522_2359
11145,22.85,-1,0,0.47,10,522,2359,1454,522_2359
11147,23.64,-1,0,0.64,10,522,2359,1454,522_2359
11138,18.91,-1,0,0.25,10,522,2359,1454,522_2359
11142,17.34,-1,0,0.41,10,522,2359,1454,522_2359
11139,19.31,-1,0,0.31,10,522,2359,1454,522_2359
11146,23.64,-1,0,0.55,10,522,2359,1454,522_2359
11140,24.03,-1,0,0.32,10,522,2359,1454,522_2359
11151,18.91,-1,0,0.78,10,522,2360,1454,522_2360
11157,24.03,-1,0,1,10,522,2360,1454,522_2360
11150,24.03,-1,0,0.75,10,522,2360,1454,522_2360
11154,21.28,-1,0,0.83,10,522,2360,1454,522_2360
11149,19.31,-1,0,0.56,10,522,2360,1454,522_2360
11152,23.25,-1,0,0.8,10,522,2360,1454,522_2360
11156,19.7,-1,0,0.87,10,522,2360,1454,522_2360
11148,18.91,-1,0,0.5,10,522,2360,1454,522_2360
11153,23.64,-1,0,0.81,10,522,2360,1454,522_2360
11155,24.03,-1,0,0.86,10,522,2360,1454,522_2360
11160,34.28,-1,0,0.15,10,413,2361,120,413_2361
11164,35.46,-1,0,0.17,10,413,2361,120,413_2361
11165,36.45,-1,0,0.22,10,413,2361,120,413_2361
11161,36.25,-1,0,0.15,10,413,2361,120,413_2361
11167,33.88,-1,0,0.31,10,413,2361,120,413_2361
11166,35.46,-1,0,0.26,10,413,2361,120,413_2361
11162,34.87,-1,0,0.16,10,413,2361,120,413_2361
11159,33.1,-1,0,0.11,10,413,2361,120,413_2361
11163,36.05,-1,0,0.16,10,413,2361,120,413_2361
11158,34.48,-1,0,0.1,10,413,2361,120,413_2361
11172,21.87,-1,0,0.32,14,188,2363,1217,188_2363
11173,20.49,-1,0,0.36,14,188,2363,1217,188_2363
11169,21.08,-1,0,0.17,14,188,2363,1217,188_2363
11170,18.72,-1,0,0.26,14,188,2363,1217,188_2363
11171,23.25,-1,0,0.31,14,188,2363,1217,188_2363
11182,18.32,-1,0,0.62,14,531,2363,10204,531_2363
11175,12.41,-1,0,0.25,14,531,2363,10204,531_2363
11179,17.73,-1,0,0.46,14,531,2363,10204,531_2363
11181,16.75,-1,0,0.57,14,531,2363,10204,531_2363
11176,13.2,-1,0,0.25,14,531,2363,10204,531_2363
11180,16.15,-1,0,0.51,14,531,2363,10204,531_2363
11177,16.15,-1,0,0.31,14,531,2363,10204,531_2363
11174,13,-1,0,0.24,14,531,2363,10204,531_2363
11178,17.53,-1,0,0.33,14,531,2363,10204,531_2363
11184,24.43,-1,0,0.91,2,188,2364,1217,188_2364
11183,28.17,-1,0,0.6,2,188,2364,1217,188_2364
11203,19.31,-1,0,0.14,30,531,2365,10204,531_2365
11185,17.73,-1,1,0.1,30,531,2365,10204,531_2365
11198,22.46,-1,0,0.12,30,531,2365,10204,531_2365
11201,20.09,-1,0,0.13,30,531,2365,10204,531_2365
11195,21.28,-1,0,0.11,30,531,2365,10204,531_2365
11189,21.67,-1,1,0.1,30,531,2365,10204,531_2365
11206,21.67,-1,0,0.14,30,531,2365,10204,531_2365
11200,19.31,-1,0,0.12,30,531,2365,10204,531_2365
11199,20.09,-1,0,0.12,30,531,2365,10204,531_2365
11187,19.7,-1,0,0.1,30,531,2365,10204,531_2365
11191,20.09,-1,0,0.1,30,531,2365,10204,531_2365
11207,20.49,-1,0,0.15,30,531,2365,10204,531_2365
11213,21.28,-1,0,0.22,30,531,2365,10204,531_2365
11214,23.64,-1,0,0.38,30,531,2365,10204,531_2365
11202,22.46,-1,0,0.13,30,531,2365,10204,531_2365
11197,19.7,-1,0,0.12,30,531,2365,10204,531_2365
11193,22.46,-1,0,0.11,30,531,2365,10204,531_2365
11194,21.67,-1,0,0.11,30,531,2365,10204,531_2365
11190,20.49,-1,0,0.1,30,531,2365,10204,531_2365
11192,19.7,-1,0,0.1,30,531,2365,10204,531_2365
11196,18.12,-1,0,0.12,30,531,2365,10204,531_2365
11188,19.31,-1,0,0.1,30,531,2365,10204,531_2365
11186,21.28,-1,1,0.1,30,531,2365,10204,531_2365
11204,23.25,-1,0,0.14,30,531,2365,10204,531_2365
11209,25.69,-1,0,0.15,30,531,2365,10204,531_2365
11212,21.28,-1,0,0.2,30,531,2365,10204,531_2365
11208,18.12,-1,0,0.15,30,531,2365,10204,531_2365
11205,19.31,-1,0,0.14,30,531,2365,10204,531_2365
11210,21.28,-1,0,0.17,30,531,2365,10204,531_2365
11211,24.43,-1,0,0.2,30,531,2365,10204,531_2365
11216,18.91,-1,0,0.21,13,516,2366,84,516_2366
11215,19.9,-1,0,0.2,13,516,2366,84,516_2366
11219,27.97,-1,0,0.28,13,516,2366,84,516_2366
11217,17.34,-1,0,0.25,13,516,2366,84,516_2366
11220,28.57,-1,0,0.36,13,516,2366,84,516_2366
11218,28.76,-1,0,0.26,13,516,2366,84,516_2366
11223,18.52,-1,0,0.51,13,531,2366,10204,531_2366
11226,23.64,-1,0,0.56,13,531,2366,10204,531_2366
11225,20.69,-1,0,0.55,13,531,2366,10204,531_2366
11221,9.06,-1,0,0.1,13,531,2366,10204,531_2366
11227,21.28,-1,0,0.7,13,531,2366,10204,531_2366
11222,14.78,-1,0,0.19,13,531,2366,10204,531_2366
11224,23.44,-1,0,0.54,13,531,2366,10204,531_2366
11230,19.9,-1,0,0.1,27,165,2367,1423,165_2367
11229,19.31,-1,1,0.1,27,165,2367,1423,165_2367
11234,25.41,-1,0,0.12,27,165,2367,1423,165_2367
11236,20.29,-1,0,0.14,27,165,2367,1423,165_2367
11232,22.06,-1,1,0.1,27,165,2367,1423,165_2367
11228,18.72,-1,1,0.1,27,165,2367,1423,165_2367
11235,19.7,-1,0,0.13,27,165,2367,1423,165_2367
11231,19.31,-1,1,0.1,27,165,2367,1423,165_2367
11237,23.44,-1,0,0.26,27,165,2367,1423,165_2367
11233,20.88,-1,0,0.11,27,165,2367,1423,165_2367
11239,11.62,-1,1,0.1,27,317,2367,2119,317_2367
11238,12.41,-1,1,0.1,27,317,2367,2119,317_2367
11243,12.61,-1,1,0.1,27,317,2367,2119,317_2367
11242,13,-1,1,0.1,27,317,2367,2119,317_2367
11245,13.79,-1,0,0.14,27,317,2367,2119,317_2367
11240,11.43,-1,1,0.1,27,317,2367,2119,317_2367
11244,12.61,-1,0,0.11,27,317,2367,2119,317_2367
11241,13,-1,1,0.1,27,317,2367,2119,317_2367
11251,20.49,-1,1,0.1,27,531,2367,10204,531_2367
11252,14.97,-1,1,0.1,27,531,2367,10204,531_2367
11246,15.56,-1,1,0.1,27,531,2367,10204,531_2367
11247,15.96,-1,1,0.1,27,531,2367,10204,531_2367
11249,14.97,-1,1,0.1,27,531,2367,10204,531_2367
11253,16.35,-1,1,0.1,27,531,2367,10204,531_2367
11254,17.34,-1,0,0.16,27,531,2367,10204,531_2367
11250,15.17,-1,1,0.1,27,531,2367,10204,531_2367
11248,17.53,-1,1,0.1,27,531,2367,10204,531_2367
11259,16.15,-1,0,0.16,20,165,2368,1423,165_2368
11261,15.96,-1,0,0.17,20,165,2368,1423,165_2368
11262,15.56,-1,0,0.17,20,165,2368,1423,165_2368
11264,17.53,-1,0,0.21,20,165,2368,1423,165_2368
11256,15.96,-1,0,0.12,20,165,2368,1423,165_2368
11257,17.14,-1,0,0.12,20,165,2368,1423,165_2368
11263,17.14,-1,0,0.18,20,165,2368,1423,165_2368
11258,17.14,-1,0,0.13,20,165,2368,1423,165_2368
11260,17.73,-1,0,0.17,20,165,2368,1423,165_2368
11255,16.75,-1,1,0.1,20,165,2368,1423,165_2368
11273,13,-1,0,0.22,20,317,2368,2119,317_2368
11266,12.41,-1,1,0.1,20,317,2368,2119,317_2368
11274,16.35,-1,0,0.32,20,317,2368,2119,317_2368
11270,13,-1,0,0.17,20,317,2368,2119,317_2368
11265,12.21,-1,1,0.1,20,317,2368,2119,317_2368
11267,12.21,-1,0,0.14,20,317,2368,2119,317_2368
11268,12.41,-1,0,0.15,20,317,2368,2119,317_2368
11272,12.02,-1,0,0.21,20,317,2368,2119,317_2368
11269,12.21,-1,0,0.16,20,317,2368,2119,317_2368
11271,12.21,-1,0,0.19,20,317,2368,2119,317_2368
11279,17.14,-1,1,0.1,26,105,2369,1306,105_2369
11283,20.33,-1,1,0.1,26,105,2369,1306,105_2369
11277,19.5,-1,1,0.1,26,105,2369,1306,105_2369
11280,21.47,-1,1,0.1,26,105,2369,1306,105_2369
11275,20.88,-1,1,0.1,26,105,2369,1306,105_2369
11282,20.33,-1,1,0.1,26,105,2369,1306,105_2369
11281,17.93,-1,1,0.1,26,105,2369,1306,105_2369
11276,20.09,-1,1,0.1,26,105,2369,1306,105_2369
11278,17.34,-1,1,0.1,26,105,2369,1306,105_2369
11284,18.52,-1,1,0.1,26,105,2369,1306,105_2369
11286,25.41,-1,1,0.1,26,165,2369,1423,165_2369
11287,27.97,-1,1,0.1,26,165,2369,1423,165_2369
11288,30.34,-1,1,0.1,26,165,2369,1423,165_2369
11285,26.6,-1,1,0.1,26,165,2369,1423,165_2369
11290,12.02,-1,1,0.1,26,328,2369,10267,328_2369
11289,13.2,-1,1,0.1,26,328,2369,10267,328_2369
