ID,Hg,DL
15975,0.18,0
15976,0.19,0
15977,0.21,0
15978,0.24,0
15979,0.26,0
15981,0.59,0
15984,0.86,0
15983,0.84,0
15982,0.73,0
15980,0.53,0
15988,0.48,0
15989,0.62,0
15985,0.14,0
15990,0.71,0
15986,0.25,0
15987,0.37,0
15991,0.18,0
15992,0.46,0
15993,0.21,0
15995,0.23,0
15994,0.21,0
15998,0.3,0
15997,0.27,0
15996,0.24,0
16001,0.31,0
15999,0.3,0
16000,0.3,0
16003,0.24,0
16007,0.34,0
16009,0.46,0
16004,0.26,0
16010,0.48,0
16008,0.44,0
16002,0.23,0
16011,0.48,0
16005,0.3,0
16006,0.31,0
16013,0.28,0
16014,0.3,0
16021,0.63,0
16016,0.37,0
16015,0.36,0
16012,0.21,0
16017,0.38,0
16020,0.44,0
16018,0.39,0
16019,0.4,0
16029,0.36,0
16027,0.32,0
16025,0.3,0
16031,0.4,0
16023,0.28,0
16022,0.24,0
16024,0.28,0
16026,0.31,0
16028,0.35,0
16030,0.37,0
16038,0.03,0
16037,0.02,0
16040,0.03,0
16034,0.02,0
16036,0.02,0
16039,0.03,0
16035,0.02,0
16033,0.01,0
16032,0.01,0
16049,0.52,0
16042,0.3,0
16048,0.49,0
16046,0.39,0
16041,0.29,0
16043,0.32,0
16044,0.33,0
16047,0.4,0
16045,0.36,0
16050,0.57,0
16052,0.4,0
16058,0.52,0
16060,0.55,0
16055,0.46,0
16056,0.47,0
16059,0.53,0
16051,0.4,0
16054,0.45,0
16053,0.43,0
16057,0.49,0
16061,0.03,0
16068,0.07,0
16069,0.09,0
16062,0.03,0
16065,0.06,0
16070,0.17,0
16066,0.07,0
16063,0.04,0
16067,0.07,0
16064,0.05,0
16074,0.08,0
16079,0.14,0
16073,0.08,0
16077,0.12,0
16071,0.07,0
16078,0.13,0
16075,0.09,0
16072,0.07,0
16076,0.11,0
16080,0.16,0
16084,0.05,0
16088,0.08,0
16083,0.05,0
16086,0.07,0
16089,0.09,0
16090,0.1,0
16087,0.07,0
16085,0.06,0
16082,0.05,0
16081,0.05,0
16094,0.23,0
16096,0.27,0
16092,0.2,0
16099,0.34,0
16097,0.27,0
16095,0.24,0
16093,0.23,0
16098,0.28,0
16100,0.41,0
16091,0.13,0
16108,0.72,0
16104,0.51,0
16106,0.53,0
16102,0.36,0
16109,0.8,0
16107,0.55,0
16105,0.51,0
16103,0.43,0
16101,0.35,0
16110,0.27,0
16114,0.38,0
16112,0.31,0
16113,0.33,0
16111,0.29,0
16118,0.47,0
16120,0.69,0
16116,0.36,0
16121,0.78,0
16119,0.52,0
16117,0.36,0
16115,0.27,0
16125,0.4,0
16123,0.19,0
16124,0.23,0
16122,0.16,0
16130,0.35,0
16126,0.23,0
16128,0.29,0
16129,0.35,0
16127,0.23,0
16137,0.09,0
16133,0.07,0
16139,0.11,0
16135,0.08,0
16131,0.06,0
16140,0.11,0
16138,0.1,0
16136,0.08,0
16134,0.07,0
16132,0.07,0
16141,0.04,0
16149,0.12,0
16145,0.06,0
16147,0.08,0
16143,0.06,0
16150,0.14,0
16148,0.09,0
16146,0.07,0
16144,0.06,0
16142,0.06,0
16151,0.05,0
16152,0.06,0
16154,0.03,0
16155,0.03,0
16153,0.03,0
16157,0.2,0
16158,0.26,0
16156,0.18,0
16162,0.28,0
16166,0.33,0
16170,0.44,0
16168,0.35,0
16164,0.31,0
16160,0.25,0
16171,0.49,0
16169,0.36,0
16167,0.34,0
16165,0.32,0
16163,0.28,0
16161,0.27,0
16159,0.17,0
16173,0.46,0
16176,0.79,0
16172,0.36,0
16174,0.56,0
16175,0.58,0
16177,0.16,0
16181,0.36,0
16179,0.28,0
16180,0.29,0
16178,0.18,0
16182,0.42,0
16183,0.45,0
16184,0.98,0
16185,0.13,0
16189,0.18,0
16193,0.2,0
16197,0.27,0
16199,0.31,0
16195,0.22,0
16191,0.19,0
16187,0.17,0
16200,0.37,0
16198,0.31,0
16196,0.26,0
16194,0.2,0
16192,0.19,0
16190,0.19,0
16188,0.17,0
16186,0.16,0
16201,0.31,0
16202,0.44,0
16203,0.47,0
16204,0.5,0
16205,0.32,0
16209,0.63,0
16207,0.51,0
16208,0.57,0
16206,0.35,0
16210,0.49,0
16212,0.56,0
16211,0.49,0
16213,0.56,0
16214,0.61,0
16215,0.71,0
16217,0.11,0
16221,0.16,0
16223,0.21,0
16218,0.13,0
16225,0.25,0
16219,0.13,0
16220,0.16,0
16216,0.06,0
16224,0.22,0
16222,0.19,0
16233,0.15,0
16229,0.12,0
16235,0.17,0
16231,0.14,0
16226,0.03,0
16234,0.16,0
16232,0.15,0
16230,0.14,0
16228,0.11,0
16227,0.06,0
16236,0.07,0
16245,0.19,0
16240,0.08,0
16243,0.1,0
16238,0.07,0
16244,0.12,0
16242,0.08,0
16239,0.07,0
16237,0.07,0
16241,0.08,0
16248,0.02,0
16246,0.02,0
16247,0.02,0
16250,0.28,0
16255,0.39,0
16258,0.44,0
16251,0.29,0
16256,0.4,0
16253,0.36,0
16254,0.37,0
16252,0.3,0
16249,0.28,0
16257,0.42,0
16268,0.42,0
16263,0.16,0
16259,0.12,0
16261,0.14,0
16265,0.18,0
16264,0.17,0
16266,0.22,0
16267,0.28,0
16262,0.15,0
16260,0.14,0
16272,0.08,0
16276,0.11,0
16278,0.2,0
16274,0.11,0
16270,0.07,0
16277,0.19,0
16275,0.11,0
16273,0.09,0
16271,0.08,0
16269,0.06,0
16284,0.09,0
16288,0.2,0
16280,0.06,0
16286,0.09,0
16282,0.08,0
16287,0.09,0
16285,0.09,0
16283,0.08,0
16281,0.08,0
16279,0.06,0
16292,0.02,0
16296,0.03,0
16294,0.02,0
16290,0.02,0
16297,0.03,0
16295,0.03,0
16293,0.02,0
16291,0.02,0
16289,0.01,0
16300,0.02,0
16298,0.01,0
16299,0.01,0
16301,0.03,0
16302,0.03,0
16305,0.02,0
16307,0.03,0
16306,0.02,0
16304,0.02,0
16308,0.01,0
16310,0.01,0
16309,0.01,0
16311,0.01,0
16313,0.01,0
16314,0.02,0
16312,0.01,0
16316,0.02,0
16317,0.03,0
16315,0.02,0
16319,0.2,0
16327,0.45,0
16323,0.3,0
16325,0.34,0
16321,0.28,0
16326,0.41,0
16324,0.33,0
16322,0.28,0
16320,0.25,0
16318,0.19,0
16331,0.27,0
16329,0.24,0
16333,0.29,0
16334,0.31,0
16336,0.37,0
16328,0.19,0
16332,0.27,0
16330,0.25,0
16335,0.36,0
16337,0.39,0
16342,0.29,0
16338,0.17,0
16344,0.32,0
16345,0.36,0
16339,0.24,0
16346,0.39,0
16340,0.27,0
16343,0.32,0
16341,0.29,0
16351,0.16,0
16347,0.05,0
16353,0.21,0
16349,0.12,0
16352,0.2,0
16350,0.16,0
16348,0.1,0
16363,0.37,0
16354,0.15,0
16355,0.19,0
16356,0.21,0
16358,0.23,0
16361,0.29,0
16362,0.31,0
16359,0.25,0
16357,0.22,0
16360,0.26,0
16370,0.16,0
16366,0.11,0
16372,0.19,0
16368,0.15,0
16364,0.07,0
16373,0.2,0
16371,0.16,0
16369,0.15,0
16367,0.12,0
16365,0.11,0
16375,0.03,0
16374,0.02,0
16376,0.12,0
16380,0.18,0
16382,0.24,0
16378,0.16,0
16383,0.34,0
16381,0.2,0
16379,0.16,0
16377,0.16,0
16384,0.2,0
16385,0.33,0
16393,0.33,0
16386,0.16,0
16387,0.19,0
16389,0.21,0
16388,0.2,0
16390,0.22,0
16391,0.22,0
16392,0.3,0
16401,0.1,0
16397,0.06,0
16399,0.07,0
16395,0.06,0
16402,0.13,0
16400,0.08,0
16398,0.07,0
16396,0.06,0
16394,0.05,0
16404,0.19,0
16403,0.12,0
16407,0.03,0
16406,0.02,0
16408,0.03,0
16409,0.03,0
16405,0.02,0
16411,0.02,0
16412,0.03,0
16410,0.02,0
16414,0.02,0
16413,0.02,0
16415,0.02,0
16416,0.03,0
3473,0.1,0
3474,0.11,0
3475,0.1,0
3476,0.18,0
3477,0.24,0
3478,0.37,0
3479,0.18,0
3480,0.19,0
3481,0.19,0
3482,0.06,0
3483,0.07,0
3484,0.0891,0
3485,0.0972,0
3486,0.15886,0
3487,0.05,0
3488,0.07,0
3489,0.26,0
3490,0.03,0
3491,0.05,0
3492,0.06,0
3493,0.05,0
3494,0.15,0
3495,0.05,0
3496,0.05,0
3498,0.0592,0
3497,0.04455,0
3499,0.190294,0
3500,0.04,0
3501,0.27,0
3502,0.05,0
3503,0.07,0
3504,0.16,0
3505,0.04,0
3506,0.04,0
3507,0.08,0
3509,0.05,0
3510,0.25,0
3511,0.05,0
3512,0.05,0
3513,0.25,0
3514,0.04,0
3515,0.04,0
3516,0.15,0
3519,0.02,0
3521,0.07,0
3520,0.03,0
3522,0.23,0
3523,0.05,0
3524,0.08,0
3525,0.13,0
3526,0.05,0
3527,0.05,0
3528,0.25,0
3530,0.05439,0
3531,0.06578,0
3532,0.2304,0
3534,0.6,0
3533,0.32,0
3535,0.84,0
3537,0.13,0
3536,0.1,0
3538,0.12,0
3540,0.09,0
3539,0.08,0
3541,0.24,0
3545,0.09918,0
3544,0.0682,0
3546,0.051164,1
3547,0.13,0
3548,0.09,0
3549,0.07,0
3550,0.07,0
3552,0.08,0
3551,0.05,0
3554,0.04,0
3553,0.02,0
3556,0.12,0
3555,0.11,0
3558,0.04,0
3557,0.02,0
3559,0.068857,1
3562,0.23,0
3561,0.05,0
3563,0.03,0
3564,0.04,0
3565,0.05,0
3566,0.05,0
3567,0.3,0
3569,0.07,0
3568,0.06,0
3570,0.08,0
3572,0.08,0
3571,0.06,0
3573,0.09,0
3575,0.05994,0
3574,0.04815,0
3576,0.08352,0
5395,0.0525,0
5396,0.247,0
5397,0.0323,0
5398,0.239,0
5399,0.0356,0
5400,0.243,0
5401,0.021,0
5402,0.317,0
5403,0.0321,0
5404,0.315,0
5405,0.0407,0
5406,0.285,0
5407,0.139,0
5408,0.181,0
5409,0.103,0
5410,0.263,0
5411,0.0336,0
5412,0.343,0
5413,0.0719,0
5414,0.82,0
5415,0.046,0
5416,0.409,0
5419,0.0966,0
5420,0.473,0
5421,0.0179,0
5422,0.145,0
5423,0.0229,0
5424,0.111,0
5425,0.21,0
5426,0.32,0
5427,0.0337,0
5428,0.527,0
5429,0.0908,0
5430,0.37,0
5431,0.089,0
5432,0.121,0
5433,0.0876,0
5434,0.0443,0
5435,0.098,0
5436,0.274,0
5437,0.0562,0
5438,0.307,0
5439,0.099,0
5440,0.0688,0
5441,0.188,0
5442,0.384,0
5443,0.0378,0
5444,0.471,0
5445,0.052,0
5446,0.138,0
5447,0.179,0
5448,0.613,0
5449,0.158,0
5450,0.337,0
5451,0.0196,0
5452,0.193,0
5454,0.0236,0
5455,0.288,0
5456,0.0709,0
5457,0.244,0
5458,0.079,0
5459,0.134,0
5460,0.0524,0
5461,0.252,0
3577,0.68,0
3578,0.21,0
3579,0.55,0
3580,0.37,0
3581,0.22,0
3582,0.26,0
3583,0.43,0
3584,0.96,0
3585,0.18,0
3586,0.42,0
3587,0.46,0
3588,0.09,0
3589,0.09,0
3590,0.2,0
3592,0.1,0
3593,0.32,0
3594,0.07,0
3595,0.17,0
3596,0.17,0
3597,0.18,0
3598,0.2,0
3599,0.2,0
3600,0.26,0
3601,0.2304,0
3602,0.23205,0
3603,0.20008,0
25003,0.172412,0
25004,0.190327,0
25006,0.283004,0
25005,0.208734,0
25492,0.062947,0
25493,0.071464,0
25494,0.013121,0
25495,0.028542,0
25496,0.059851,0
25497,0.03496,0
25498,0.01436,0
25499,0.154774,0
25500,0.133693,0
25501,0.29924,0
25502,0.097564,0
25503,0.14166,0
25504,0.128921,0
25505,0.031744,0
25506,0.198571,0
25507,0.086248,0
25508,0.162102,0
25509,0.052452,0
25510,0.126849,0
25511,0.208904,0
25512,0.044464,0
25513,0.02436,0
25514,0.139472,0
25515,0.037221,0
25516,0.143522,0
25517,0.186711,0
25518,0.131328,0
25519,0.066453,0
25520,0.108647,0
25521,0.054568,0
25522,0.023736,0
25523,0.077933,0
25524,0.268906,0
25525,0.02131,0
25526,0.064592,0
25527,0.133072,0
25528,0.047875,0
25529,0.030967,0
25530,0.042319,0
3604,0.36,0
3605,0.41,0
3607,0.19,0
3606,0.19,0
3608,0.13,0
3609,0.6,0
3611,0.19,0
3610,0.18,0
3612,0.14,0
3614,0.62,0
3613,0.12,0
3615,0.32,0
3617,0.75,0
3616,0.56,0
3618,0.13,0
3619,0.45,0
3620,0.1,0
3621,0.16,0
3622,0.58,0
3623,0.14,0
3624,0.34,0
3625,0.48,0
3626,0.11,0
3627,0.11,0
3628,0.26,0
3629,0.11438,0
3630,0.1208,0
3631,0.221023,0
3632,0.02,0
3633,0.11,0
3635,0.13,0
3634,0.1,0
3636,0.09,0
3638,0.09,0
3637,0.08,0
3639,0.08,0
3640,0.03,0
3641,0.03,0
3642,0.08,0
3643,0.082,0
3644,0.11084,0
3645,0.06739,0
25007,0.07459,0
25008,0.095262,0
25009,0.081204,0
25010,0.095352,0
25531,0.05749,0
25532,0.146582,0
25533,0.657437,0
25534,0.04256,0
25535,0.022759,0
25536,0.036863,0
25537,0.144456,0
25538,0.05396,0
25539,0.379261,0
25540,0.127068,0
25541,0.173752,0
25542,0.041091,0
25544,0.830366,0
25545,0.100935,0
25546,0.021773,0
25547,0.099729,0
25548,0.023423,0
25549,0.065241,0
25550,0.058589,0
25551,0.039661,0
25552,0.365727,0
25553,0.122656,0
25554,0.067873,0
25555,0.191874,0
25556,0.383593,0
25557,0.414336,0
25558,0.038164,0
25559,0.237592,0
25560,0.041205,0
25561,0.248896,0
25562,0.154331,0
25563,0.212126,0
25564,0.094069,0
25565,0.058196,0
25566,0.611442,0
25567,0.171961,0
25568,0.110417,0
25569,0.105984,0
25570,0.137854,0
25571,0.057578,0
25572,0.021307,0
25573,0.225858,0
25574,0.170662,0
25575,0.163226,0
25576,0.007845,0
25577,0.165468,0
25578,0.266414,0
25579,0.181485,0
25580,0.374269,0
25581,0.12598,0
25582,0.080662,0
25583,0.069371,0
25584,0.026486,0
25585,0.017091,0
25586,0.237293,0
25587,0.07028,0
25588,0.052446,0
25589,0.035447,0
25590,0.019182,0
25591,0.020134,0
25592,0.026489,0
25593,0.103706,0
25594,0.287706,0
25595,0.088351,0
25597,0.169581,0
25596,0.053855,0
25598,0.157246,0
25599,0.034904,0
25600,0.299408,0
3646,0.106144,1
3647,0.08,0
3648,0.15,0
3649,0.14,0
3650,0.03,0
3651,0.05,0
3653,0.18,0
3652,0.08,0
3654,0.07,0
3655,0.09,0
3656,0.13,0
3657,0.04,0
3658,0.06,0
3661,0.1,0
3660,0.1,0
3662,0.06,0
3663,0.08,0
3664,0.06,0
3665,0.08,0
3666,0.0896,0
3668,0.12045,0
3667,0.1077,0
25011,0.072032,0
25012,0.077134,0
3669,0.2,0
3670,0.143049,1
3671,0.11,0
3672,0.15,0
3674,0.15,0
3673,0.06,0
3675,0.12,0
3677,0.12,0
3676,0.1,0
3679,0.06,0
3678,0.06,0
3680,0.07,0
3681,0.1,0
3682,0.02,0
3683,0.17,0
3684,0.06,0
3685,0.11,0
3686,0.06,0
3687,0.06,0
3688,0.09,0
3689,0.09,0
3690,0.1,0
3691,0.11,0
3692,0.13,0
3693,0.05145,0
3694,0.07291,0
3695,0.10707,0
3696,0.16287,0
25017,0.054475,0
25018,0.07582,0
25019,0.236219,0
25020,0.2772,0
5465,0.233,0
5466,0.246,0
3697,0.19,0
3698,0.15,0
3700,0.16,0
3699,0.1,0
3702,0.14,0
3701,0.12,0
3703,0.16,0
3704,0.19,0
3705,0.19,0
3706,0.11,0
3707,0.16,0
3709,0.27,0
3708,0.15,0
3710,0.04,0
3711,0.06,0
3712,0.14,0
3713,0.09,0
3714,0.09,0
3715,0.17,0
3716,0.21,0
3717,0.18,0
3718,0.1,0
3719,0.17,0
3720,0.11298,0
3721,0.13622,0
3722,0.227815,0
25021,0.10983,0
25022,0.13941,0
25024,0.269232,0
25023,0.200459,0
5467,0.0249,0
5468,0.324,0
5469,0.126,0
5470,0.765,0
5473,0.253,0
5474,0.253,0
5475,0.293,0
5476,1.11,0
3723,0.09,0
3724,0.17,0
3725,0.09,0
3726,0.11,0
3727,0.22,0
3728,0.14,0
3729,0.21,0
3730,0.05,0
3731,0.134,0
3732,0.2304,0
3733,0.066,0
25032,0.222,0
25031,0.197,0
25033,0.234,0
25034,0.313,0
3735,0.13,0
3736,0.2,0
3737,0.24,0
3739,0.18,0
3738,0.13,0
3740,0.12,0
3741,0.19,0
3742,0.1,0
3743,0.11,0
3744,0.5,0
3745,0.06,0
3746,0.12,0
3748,0.07,0
3747,0.05,0
3749,0.3,0
3751,0.08,0
3750,0.07,0
3752,0.26,0
3753,0.09,0
3754,0.12,0
3755,0.14,0
3756,0.10602,0
3757,0.12882,0
3758,0.248844,0
3759,0.35,0
3760,0.23,0
3761,0.25,0
3762,0.18,0
3764,0.28,0
3763,0.12,0
3766,0.26,0
3765,0.23,0
3767,0.04,0
3769,0.16,0
3768,0.13,0
3771,0.09,0
3770,0.05,0
3772,0.19,0
3773,0.07,0
3774,0.11,0
3775,0.2,0
3776,0.09,0
3777,0.09,0
3778,0.06,0
3779,0.08,0
3780,0.12,0
3781,0.08288,0
3782,0.09641,0
3783,0.1692,0
25036,0.12429,0
25035,0.108013,0
25038,0.124704,0
25037,0.122499,0
3785,0.15,0
3784,0.15,0
3786,0.08,0
3788,0.09,0
3787,0.08,0
3790,0.2,0
3789,0.13,0
3791,0.05,0
3793,0.17,0
3792,0.13,0
3794,0.13,0
3795,0.12,0
3796,0.15,0
3797,0.22,0
3798,0.12,0
3799,0.14,0
3800,0.1,0
3802,0.1,0
3803,0.13,0
3804,0.23,0
3805,0.11357,0
3806,0.123,0
3807,0.13892,0
25039,0.057935,0
25040,0.083326,0
25041,0.093666,0
25042,0.183862,0
27242,0.027,0
27243,0.023,0
27244,0.08,0
27245,0.287,0
27246,0.498,0
27249,0.099,0
27250,0.122,0
27248,0.083,0
27252,0.101457,0
27253,0.153029,0
27251,0.069333,0
27255,0.11628,0
27256,0.147473,0
27254,0.108137,0
27259,0.203338,0
27257,0.10568,0
27258,0.123487,0
27260,0.113,0
27262,0.19,0
27261,0.121,0
27265,0.069,0
27267,0.27,0
27266,0.128,0
27268,0.186,0
27270,0.147,0
27271,0.286,0
27269,0.1,0
27272,0.09,0
27274,0.14,0
27275,0.15,0
27273,0.072,0
27278,0.193,0
27276,0.122,0
27277,0.174,0
27279,0.087,0
27280,0.212,0
27281,0.213,0
27284,0.051,0
27282,0.021,0
27283,0.026,0
27285,0.037,0
27287,0.061,0
27286,0.057,0
27288,0.07,0
27289,0.105,0
27291,0.062,0
27292,0.075,0
27290,0.053,0
27294,0.09,0
27295,0.092,0
27293,0.042,0
27297,0.259,0
27298,0.274,0
27296,0.183,0
27299,0.087,0
27301,0.156,0
27300,0.144,0
27302,0.24,0
27304,0.429,0
27303,0.259,0
27307,0.059,0
27308,0.123,0
27306,0.048,0
27311,0.029,0
27309,0.015,0
27310,0.019,0
27314,0.287,0
27313,0.022,0
27312,0.017,0
27316,0.034,0
27317,0.079,0
27318,0.086,0
27321,0.107,0
27320,0.102,0
27319,0.059,0
27323,0.023,0
27324,0.213,0
27322,0.017,0
27326,0.052,0
27327,0.2,0
27325,0.042,0
27330,0.136,0
27328,0.047,0
27329,0.127,0
27331,0.038,0
27333,0.252,0
27332,0.198,0
27334,0.052,0
27335,0.03,0
27339,0.264,0
27341,0.334,0
27337,0.142,0
27340,0.303,0
27338,0.188,0
27336,0.114,0
27342,0.089,0
27346,0.163,0
27345,0.142,0
27344,0.103,0
27347,0.321,0
27343,0.1,0
27349,0.277,0
27353,0.725,0
27351,0.585,0
27352,0.662,0
27350,0.464,0
27348,0.219,0
27354,0.050337,0
27355,0.068882,0
27356,0.14457,0
27359,0.181236,0
27358,0.131192,0
27357,0.100032,0
27360,0.128153,0
27361,0.585153,0
27362,0.594149,0
27364,0.151222,0
27365,0.2064,0
27366,0.242153,0
27368,0.018877,0
27369,0.037864,0
27367,0.010177,0
27372,0.148987,0
27370,0.015199,0
27371,0.0278,0
27375,0.081093,0
27373,0.060755,0
27374,0.072913,0
27377,0.104876,0
27378,0.114398,0
27376,0.085047,0
27381,0.150369,0
27380,0.150066,0
27379,0.120731,0
27383,0.05351,0
27384,0.14538,0
27382,0.049518,0
27386,0.056653,0
27387,0.090189,0
27385,0.0343,0
27388,0.112702,0
27390,0.179437,0
27389,0.170282,0
25325,0.780017,0
25324,0.7652,0
5479,0.133,0
5480,0.256,0
5482,0.178,0
5483,0.288,0
5484,0.179,0
5485,0.215,0
16418,0.06,0
16419,0.3,0
16420,0.05,0
16421,0.15,0
16422,0.37,0
16424,0.84,0
16423,0.78,0
16425,0.13,0
16426,0.13,0
16427,0.39,0
16428,0.49,0
16429,0.17,0
16430,0.14,0
16431,0.31,0
16432,0.33,0
16433,0.16,0
16435,1,0
16434,0.37,0
16436,0.12,0
16437,0.06,0
16438,0.39,0
16439,0.21,0
16441,0.64,0
16440,0.52,0
16442,0.17,0
16443,0.14,0
16444,0.13,0
16445,0.18,0
16446,0.13,0
16447,0.54,0
16448,0.25,0
16449,0.14,0
16450,0.26,0
16451,0.32,0
16452,0.25,0
16453,0.07,0
16454,0.12,0
16455,0.16,0
16456,0.15,0
16457,0.16,0
16458,0.12,0
16459,0.38,0
16460,0.4,0
16462,0.17,0
16461,0.15,0
16463,0.036964,1
16464,0.19,0
16465,0.13,0
16466,0.044538,1
16467,0.13,0
16468,0.17,0
16469,0.18,0
16470,0.015846,1
16471,0.1,0
16472,0.12,0
16473,0.13,0
16474,0.18,0
16475,0.05,0
16476,0.28,0
16477,0.09,0
16478,0.02,0
16479,0.04,0
16480,0.04,0
16481,0.028291,1
16482,0.12,0
16483,0.16,0
16484,0.13,0
16485,0.12,0
16486,0.17,0
16487,0.09,0
16488,0.2,0
16489,0.23,0
16490,0.21,0
16492,1.1,0
16493,0.18,0
16494,0.56,0
16495,0.1,0
16496,0.35,0
16497,0.07,0
16499,0.13,0
16498,0.12,0
16500,0.17,0
16501,0.28,0
16502,0.1,0
16503,0.14,0
16504,0.7,0
16505,0.02,0
16506,0.13,0
16508,0.1,0
16507,0.09,0
16509,0.17,0
16510,0.18,0
16511,0.27,0
16512,0.03,0
16513,0.07,0
16515,0.13,0
16514,0.09,0
16517,0.06,0
16516,0.05,0
16518,0.07,0
16519,0.11,0
16525,0.24,0
16524,0.13,0
16522,0.05,0
16520,0.04,0
16521,0.05,0
16523,0.09,0
16526,0.04,0
16528,0.08,0
16527,0.05,0
16529,0.07,0
16530,0.09,0
16532,0.07,0
16531,0.033406,1
16533,0.04,0
16534,0.12,0
16536,0.06,0
16535,0.05,0
16537,0.1,0
16538,0.03,0
16540,0.03,0
16539,0.03,0
16541,0.03,0
16542,0.009937,1
16543,0.03,0
16544,0.04,0
16545,0.07,0
16546,0.009079,1
16547,0.05,0
16548,0.02,0
16549,0.014864,1
16551,0.28,0
16552,0.11,0
16553,0.15,0
16554,0.21,0
16555,0.35,0
16556,0.14,0
16557,0.011944,1
16558,0.04,0
16559,0.05,0
16560,0.02,0
16561,0.06,0
16562,0.1,0
16563,0.05,0
16565,0.04,0
16566,0.17,0
16567,0.2,0
16568,0.42,0
16569,0.17,0
16570,0.17,0
16572,0.09,0
16571,0.09,0
16573,0.42,0
16574,0.23,0
16575,0.74,0
16576,0.14,0
16577,0.22,0
16578,0.02,0
16579,0.02,0
16580,0.06,0
16581,0.12,0
16582,0.14,0
16583,0.009531,1
16584,0.06,0
16585,0.11,0
16586,0.126698,1
16587,0.08,0
16588,0.15,0
16589,0.13,0
16590,0.14,0
16591,0.02,0
16592,0.08,0
16593,0.008023,1
16594,0.02,0
16595,0.19,0
16596,0.04,0
16597,0.06,0
16598,0.2,0
16599,0.04,0
16600,0.11,0
16601,0.06,0
16602,0.32,0
16603,0.169393,1
16604,0.12,0
16605,0.15,0
16606,0.05,0
16607,0.008024,1
16608,0.04,0
16609,0.09,0
16610,0.03,0
16611,0.14,0
16612,0.18,0
16613,0.09,0
16614,0.050635,1
16617,0.2,0
16616,0.16,0
16618,0.05,0
16622,0.08,0
16621,0.05,0
16619,0.04,0
16620,0.04,0
16623,0.05,0
16624,0.08,0
16627,0.1,0
16629,0.12,0
16628,0.11,0
16626,0.09,0
16633,2.2,0
16632,1.1,0
16631,1,0
16630,0.29,0
16635,0.22,0
16634,0.14,0
16637,0.25,0
16636,0.18,0
16638,0.32,0
16639,0.53,0
16642,0.45,0
16641,0.34,0
16643,0.05,0
16644,0.08,0
16645,0.02,0
16646,0.03,0
16647,0.010164,1
16648,0.09,0
16649,0.06,0
16650,0.12,0
16652,0.07,0
16653,0.05,0
16655,0.16,0
16654,0.1,0
16656,0.28,0
16658,0.38,0
16657,0.27,0
16659,0.31,0
16660,0.25,0
16662,0.43,0
16661,0.32,0
16663,0.012083,1
16664,0.02,0
16665,0.05,0
16666,0.13,0
16667,0.12,0
16668,0.008583,1
16669,0.09,0
16671,0.13,0
16670,0.02,0
16672,0.13,0
16673,0.05,0
16674,0.03,0
16677,0.02,0
16678,0.14,0
16679,0.02,0
16682,0.02,0
16683,0.02,0
16684,0.04,0
16685,0.05,0
16686,0.05,0
16688,0.16,0
16687,0.07,0
16691,0.012468,1
16692,0.014111,1
16690,0.011231,1
16694,0.010207,1
16695,0.13,0
16696,0.06,0
16697,0.09,0
16698,0.09,0
16699,0.06,0
16701,0.41,0
16700,0.09,0
16703,0.04,0
16705,0.1,0
16704,0.07,0
16706,0.06,0
16707,0.17,0
16709,0.02249,1
16708,0.018068,1
16710,0.08,0
16711,0.16,0
16712,0.03,0
16713,0.06,0
16714,0.09,0
16716,0.08,0
16717,0.13,0
16718,0.017557,1
16721,0.03,0
16722,0.12,0
16724,0.25,0
16725,0.1,0
16726,0.13,0
16727,0.4,0
16728,0.05,0
16730,0.05,0
16731,0.08,0
16732,0.07,0
16733,0.24,0
16734,0.04,0
16736,0.07,0
16735,0.06,0
16737,0.18,0
16738,0.23,0
16739,0.1,0
16741,0.38,0
16740,0.25,0
16742,0.07,0
16743,0.08,0
16744,0.05,0
16758,0.22,0
16754,0.2,0
16755,0.2,0
16745,0.123487,1
16748,0.1,0
16746,0.08,0
16757,0.22,0
16747,0.09,0
16749,0.12,0
16750,0.13,0
16753,0.18,0
16756,0.22,0
16752,0.15,0
16751,0.15,0
16760,0.12,0
16759,0.08,0
16761,0.17,0
16762,0.27,0
16763,0.3,0
16764,0.19,0
16765,0.35,0
16767,0.063588,1
16769,0.08,0
16770,0.03,0
16771,0.13,0
16772,0.13,0
16773,0.13,0
16774,0.37,0
16775,0.41,0
16776,0.19,0
16777,0.1,0
16778,0.1,0
16780,0.14,0
16782,0.15,0
16781,0.14,0
16779,0.1,0
16783,0.38,0
16784,0.23,0
16785,0.16,0
16786,0.24,0
16787,0.1,0
16788,0.03,0
16789,0.07,0
16791,0.35,0
16792,0.49,0
16790,0.21,0
16793,0.12,0
16794,0.06,0
16795,0.08,0
16796,0.018582,1
16797,0.2,0
16798,0.08,0
16799,0.07,0
16800,0.54,0
16801,0.34,0
16802,0.53,0
16803,0.74,0
16804,0.28,0
16805,0.07,0
16806,0.12,0
16807,0.45,0
16808,0.16,0
16809,0.2,0
16810,0.12,0
16812,0.3,0
16813,0.65,0
16811,0.3,0
16814,0.12,0
16815,0.56,0
16816,0.17,0
16817,0.8,0
16819,0.31,0
16818,0.2,0
16821,0.49,0
16820,0.44,0
16823,0.45,0
16822,0.24,0
16824,0.16,0
16825,0.55,0
16826,0.26,0
16827,0.25,0
16832,0.43,0
16833,0.22,0
16834,0.1,0
16835,0.4,0
16836,0.2,0
16837,0.08,0
16839,0.12,0
