0.18  0.09788619
0.06  0.11064085
0.154  0.09713947
0.06  0.09534451
0.16  0.18148094
0.11  0.09693833
0.15  0.1113398
0.07  0.09443746
0.23  0.05814197
0.04  0.159085
0.1  0.07716048
0.05  0.0649077
0.07  0.06748158
0.04  0.04150717
0.05  0.05139746
0.03  0.02917561
0.07  0.06391698
0.04  0.043845
0.08  0.05031455
0.08  0.11871626
0.18  0.19678999
0.13  0.16975302
0.12  0.11296125
0.07  0.07438408
0.092  0.06067992
0.036  0.05478326
0.14  0.13261704
0.08  0.08447522
0.16  0.09879715
0.06  0.09740739
0.17  0.09859015
0.06  0.103739
0.08  0.06521553
0.04  0.04915485
0.08  0.1069049
0.06  0.04479196
0.08  0.04935371
0.03  0.04886377
0.05  0.0334123
0.02  0.03012885
0.08  0.06506127
0.04  0.04927374
0.076  0.06676692
0.04  0.04559347
0.13  0.1313315
0.08  0.07918001
0.3  0.11181331
0.07  0.18839671
0.34  0.10229511
0.06  0.20032293
0.06  0.03358672
0.02  0.03603915
0.02  0.08353256
0.05  0.01166935
0.07  0.04981533
0.03  0.04230955
0.07  0.05086164
0.03  0.04143705
0.09  0.03450233
0.02  0.05284437
0.078  0.07010367
0.042  0.04677839
0.1  0.09815439
0.06  0.06113721
0.16  0.09738226
0.06  0.09882836
0.08  0.04799056
0.03  0.05026306
0.03  0.03599966
0.02  0.01659469
0.04  0.03147623
0.02  0.02551641
0.06  0.03368939
0.02  0.03593356
0.03  0.0335269
0.02  0.01785494
0.01  0.01628143
0.01  0.01409078
0.02  0.00874416
0.65  0.52744658
0.78  0.5314244
0.94  0.62450295
1.1  1.47553518
1.1  1.2875587
1.2  2.07351239
0.46  1.53513823
1.14  0.77676115
1.25  0.54976484
0.11  0.24328895
0.14  0.32178624
0.23  0.14072524
1.06  0.44197453
1.24  1.04361297
1.37  1.2612294
0.23  0.3222308
0.28  0.24331753
0.42  0.344812
0.015  0.01977928
0.02  0.01647869
0.1  0.01848835
0.013  0.11911893
0.15  0.06714263
0.18  0.04172271
0.1  0.07809125
0.1  0.06430041
0.1  0.08006376
0.1  0.09879191
0.28  0.26354367
0.29  0.20808078
0.1  0.16522488
0.42  0.28833721
0.54  0.51713381
0.39  0.57556213
0.64  0.45721268
0.76  0.72110438
0.18  0.27149886
0.19  0.19962266
0.46  0.29046529
0.18  0.28848226
0.42  0.43811867
0.56  0.33539073
0.01  0.04798167
0.02  0.04645192
0.06  0.05753567
0.16  0.08106575
0.19  0.08688216
0.36  0.13896213
0.01  0.32492946
0.42  0.08564266
0.45  0.06595576
0.46  0.42549403
0.58  0.71349581
0.6  0.52727737
0.15  0.16579292
0.23  0.1891909
0.25  0.27493844
0.1  0.07938239
0.1  0.0603863
0.1  0.07455588
0.28  0.18854198
0.12  0.15712642
0.14  0.21482512
0.19  0.16063867
0.51  0.47734694
0.61  0.59547305
1.1  0.71098151
0.96  2.85977811
1.86  1.04089776
2.22  1.33180092
0.15  0.28173072
0.19  0.21170681
0.49  0.28401552
0.79  0.96423745
0.79  0.78972035
0.82  0.5593474
0.23  0.27688867
0.38  0.43004361
0.41  0.30098324
0.01  0.02764406
0.01  0.0386332
0.057  0.04144738
0.098  0.03982844
0.148  0.04005121
0.1  0.07433529
0.11  0.08823591
0.15  0.12076923
0.18  0.15190579
0.19  0.21342748
0.2  0.25714418
0.19  0.24563074
0.2  0.18087486
0.22  0.21098502
0.1  0.09845424
0.11  0.08890413
0.72  0.87894192
1  1.09709828
1.5  1.74365867
0.46  0.52477297
0.6  0.49082496
0.66  0.4682837
0.1  0.07041188
0.1  0.09651434
0.11  0.06218813
0.14  0.12653683
0.32  1.77214429
0.082  0.21522128
0.15  0.21003849
0.1  0.20459973
0.139  0.25880959
0.257  0.23358999
0.01  0.07654976
0.022  0.05990823
0.069  0.05852955
0.071  0.17162877
0.164  0.13902562
0.088  0.08640914
0.138  0.06363312
0.02  0.02744228
0.17  0.01986456
0.48  0.01669786
0.064  0.11710398
0.15  0.12772762
0.21  0.10492646
0.01  0.00442449
0.01  0.00710226
0.012  0.01018506
0.546  0.3327334
0.36  0.49094085
0.393  0.48550695
0.55  0.39382126
0.028  0.10344594
0.03  0.09863273
0.028  0.04036082
0.031  0.03927741
0.232  0.02944776
0.19  0.3528165
0.314  0.18184939
0.25  0.20609423
0.29  0.20784163
0.455  0.33067122
0.1  0.04113426
0.1  0.0444032
0.1  0.04393596
0.1  0.09930195
0.1  0.23294963
0.42  0.20554323
0.1  0.12185768
0.11  0.10893881
0.17  0.09605848
0.12  0.09987803
0.16  0.21291321
0.18  0.1594577
0.29  0.48301721
0.34  0.39522753
0.58  0.76927315
0.45  0.39956535
0.5  0.47504018
0.51  0.34987912
1.1  0.71421032
1.2  1.11406458
2.2  2.56631126
0.14  0.09939066
0.18  0.12618381
0.18  0.14404814
0.16  0.41522811
0.16  0.50964902
0.9  0.24977531
0.12  0.06608747
