ID,Hg_predicted_LOO
32538,0.328765
32546,0.123299
32555,0.319405
32547,0.160357
32551,0.322215
32556,0.298379
32553,0.285451
32549,0.156736
32557,0.524816
32554,0.352203
32552,0.322645
32550,0.240804
32548,0.220978
32558,0.284674
32559,0.241523
32561,0.23674
32562,0.285977
32560,0.273262
32563,0.256321
32568,0.653017
32570,0.844022
32566,0.671448
32565,0.881967
32569,0.505534
32567,0.50789
32564,0.635274
32571,0.440596
32572,0.634105
32578,0.113605
32577,0.355191
32576,0.265776
32573,0.34693
32574,0.336178
32575,0.294294
32579,0.163212
32580,0.048306
32581,0.034522
32583,0.014656
32588,0.028974
32584,0.027764
32587,0.017823
32585,0.018671
32586,0.018797
32589,0.027154
32590,0.038893
32591,0.027958
32592,0.037549
32594,0.037363
32595,0.04917
32596,0.063208
32593,0.051159
32606,0.024916
32604,0.020254
32605,0.02524
32597,0.077109
32598,0.080008
32603,0.041702
32599,0.060468
32601,0.049472
32600,0.038873
32602,0.022576
32608,0.020598
32607,0.075268
32616,0.013136
32610,0.022263
32609,0.0215
32611,0.029934
32612,0.017659
32615,0.024719
32613,0.03047
32614,0.016739
32617,0.047339
32618,0.046126
32620,0.037022
32621,0.040855
32619,0.050113
32622,0.023824
32623,0.015308
32627,0.020739
32626,0.025939
32624,0.0302
32625,0.014371
32628,0.022675
32630,0.027651
32631,0.027524
32632,0.027302
32629,0.022496
32633,0.041464
32634,0.060036
32635,0.059305
32636,0.058397
32637,0.089032
32638,0.08874
32640,0.076011
32641,0.075612
32639,0.076188
32648,0.020141
32647,0.01986
32650,0.025245
32649,0.028835
32651,0.11704
32653,0.164031
32652,0.164751
32654,0.210139
32656,0.012816
32657,0.006651
32662,0.033604
32660,4.352444
32681,0.228168
32680,0.329432
32674,0.079671
32675,0.081064
32676,0.0788
32677,0.124517
32678,0.110389
32679,0.107473
32664,0.260532
32663,0.26327
32665,0.270784
32667,0.413781
32666,0.302186
32669,0.436069
32668,0.252826
32670,0.335053
32672,0.881047
32671,1.043859
32673,1.195461
32682,0.25019
32684,0.209972
32683,0.234224
32693,0.164906
32692,0.232573
32689,0.078366
32690,0.086553
32688,0.058805
32685,0.216856
32686,0.076802
32691,0.029669
32694,0.147023
32695,0.176975
32696,0.144519
32697,0.233996
32699,0.054612
32700,0.043213
32698,0.056981
32715,0.061861
32714,0.062602
32713,0.065394
32701,0.251109
32702,0.249715
32703,0.213445
32709,0.251305
32705,0.336875
32706,0.275338
32707,0.296063
32710,0.301753
32711,0.277136
32712,0.432351
32708,0.318037
32704,0.254673
32720,0.217056
32719,0.249492
32716,0.197272
32721,0.19413
32718,0.186252
32717,0.256616
32730,0.80787
32723,0.66826
32722,0.692664
32724,0.66636
32725,0.629596
32726,0.713731
32727,0.628527
32728,0.813849
32729,0.613686
32733,0.025836
32731,0.107503
32732,0.04847
32734,0.078279
32735,0.035683
32748,0.023053
32749,0.023392
32738,0.029338
32746,0.040313
32747,0.040305
32745,0.040561
32744,0.050357
32743,0.031111
32741,0.077122
32740,0.051916
32739,0.03638
32742,0.018194
32750,0.058287
32751,0.09689
32759,0.020578
32755,0.382805
32757,0.446041
32753,0.318197
32758,0.336748
32756,0.555211
32754,0.268996
32752,0.299472
32762,0.039019
32761,0.03818
32763,0.232902
32768,0.061401
32767,0.05863
32770,0.039718
32771,1.184605
32773,0.0464
32774,0.047906
32775,0.085755
32780,0.028732
32781,0.03974
32788,0.250335
32787,0.047624
32790,0.01717
32791,0.03607
32792,0.012328
32793,0.0779
32794,0.113671
32795,0.028741
32802,0.035828
32798,0.035424
32796,0.036837
32797,0.038231
32799,0.028646
32800,0.032375
32801,0.021573
32805,0.054495
32804,0.261023
32810,0.258933
32809,0.078601
32816,0.04224
32817,0.169465
32821,0.3172
32822,0.332913
32830,0.0236
32823,0.05353
32824,0.037912
32825,0.026791
32828,0.038539
32829,0.050133
32826,0.015932
32827,0.018607
32831,0.045486
32832,0.044969
32835,0.076194
32836,0.042753
32838,0.048388
32839,0.050798
32840,0.038781
32841,0.051622
32842,0.057583
32843,0.04503
32875,0.024283
32845,0.043386
32846,0.051568
32847,0.034924
32848,0.038683
32849,0.038682
32850,0.05318
32852,0.038677
32853,0.039442
32854,0.042547
32855,0.03943
32863,0.041731
32859,0.037132
32856,0.04019
32858,0.033422
32860,0.03638
32861,0.046514
32864,0.038611
32865,0.034854
32866,0.044857
32868,0.037085
32869,0.055616
32870,0.049725
32872,0.037803
32873,0.039324
32874,0.040068
32876,0.034726
32877,0.026226
32867,0.044059
32862,0.036373
32857,0.037134
32851,0.044944
32871,0.034086
32844,0.045019
32837,0.055983
32834,0.019064
32833,0.014788
32883,1.234077
32887,1.40769
32879,1.076646
32885,1.488586
32881,1.008501
32886,1.432201
32884,1.281316
32882,0.917858
32880,1.419309
32878,0.82025
32888,0.027789
32921,0.043893
32891,0.041057
32892,0.044807
32893,0.040898
32894,0.048543
32896,0.054597
32898,0.042431
32909,0.046081
32901,0.046229
32902,0.05648
32904,0.048164
32906,0.046145
32907,0.052129
32912,0.049946
32916,0.054039
32922,0.047768
32919,0.051871
32903,0.048167
32905,0.052232
32900,0.050259
32899,0.054431
32897,0.050362
32895,0.050536
32917,0.056153
32890,0.04108
32889,0.029332
32924,0.064474
32923,0.066911
32920,0.058209
32918,0.067246
32914,0.054061
32908,0.056331
32911,0.056298
32913,0.05198
32915,0.044017
32910,0.046058
32929,0.10313
32930,0.121579
32928,0.11803
32927,0.100337
32926,0.118805
32931,0.097177
32935,0.237757
32932,0.259032
32938,0.350969
32937,0.262485
32936,0.348164
32934,0.299399
32933,0.245673
32940,0.017269
32939,0.008315
32942,0.027356
32943,0.034975
32944,0.031554
32948,0.026264
32985,0.042392
32951,0.026238
32952,0.032542
32954,0.019621
32956,0.017902
32957,0.017067
32981,0.025945
32973,0.018675
32961,0.018729
32962,0.022298
32969,0.021329
32964,0.017867
32966,0.019554
32968,0.029163
32970,0.018684
32972,0.01954
32974,0.035748
32975,0.018648
32978,0.016957
32980,0.018623
32983,0.01685
32960,0.017881
32947,0.025275
32949,0.0304
32955,0.025193
32953,0.021423
32965,0.017846
32984,0.038804
32982,0.017707
32971,0.016192
32979,0.016145
32977,0.019504
32976,0.016972
32963,0.018715
32967,0.018687
32958,0.019612
32959,0.017893
32950,0.017944
32946,0.024309
32945,0.026299
32941,0.029473
32989,0.399488
32991,0.075464
32994,0.120026
32995,0.096056
32993,0.118359
32992,0.071401
32990,0.261986
32999,0.074955
33000,0.076403
33001,0.06758
33002,0.087657
33003,0.113076
33004,0.110732
32996,0.231315
32997,0.246683
32998,0.233606
33005,0.225864
33007,0.215312
33008,0.225901
33009,0.237641
33011,0.21858
33012,0.291807
33013,0.235625
33010,0.257269
33006,0.230558
33016,0.374765
33019,0.537813
33017,0.405484
33015,0.379171
33014,0.423085
33018,0.451108
33020,0.98817
33023,0.932576
33022,1.021673
33021,0.998299
33025,1.087172
33026,0.957014
33027,1.076898
33030,1.227473
33029,1.47239
33031,1.301982
33028,1.215322
33024,0.843651
33036,0.39653
33037,0.640321
33035,0.386438
33038,0.419113
33039,0.393809
33032,0.383902
33033,0.3431
33034,0.553966
33040,0.30602
33042,0.089108
33044,0.08341
33046,0.069526
33045,0.075303
33043,0.108462
33047,0.355668
33048,0.232569
33057,0.643238
33049,0.347459
33053,0.953385
33059,0.917665
33055,1.22891
33051,0.455116
33060,1.247552
33058,0.80277
33056,0.53696
33054,0.943908
33052,0.923231
33050,0.866129
33061,0.067464
33062,0.049099
33063,0.043945
33065,0.030669
33064,0.033815
33066,0.421168
33067,0.488876
33068,0.472022
33069,0.429835
33070,0.452744
33071,0.584928
33072,0.383305
33073,0.403201
33079,0.029593
33078,0.02902
33080,0.035601
33081,0.033326
33077,0.07409
33075,0.081119
33076,0.020394
33084,0.115772
33083,0.05741
33087,0.051239
33086,0.091554
33085,0.013841
33090,0.030734
33089,0.05267
33088,0.032093
33094,0.061572
33091,0.066237
33092,0.048702
33093,0.037085
33166,0.017489
33168,0.022318
33167,0.018723
33095,0.027988
33096,0.033529
33137,0.053778
33139,0.055692
33140,0.046536
33141,0.042731
33143,0.045049
33144,0.067564
33145,0.05974
33146,0.053865
33147,0.054678
33148,0.063142
33149,0.068375
33151,0.049709
33152,0.046526
33153,0.064798
33155,0.038842
33156,0.041092
33157,0.031622
33158,0.026164
33159,0.033707
33160,0.029502
33161,0.047903
33162,0.056794
33163,0.062635
33164,0.060012
33165,0.081218
33154,0.060446
33150,0.044971
33142,0.073866
33138,0.048064
33097,0.057147
33098,0.043696
33125,0.039207
33099,0.027962
33103,0.032361
33106,0.03002
33107,0.02889
33112,0.028848
33118,0.032146
33122,0.048663
33109,0.029979
33127,0.028509
33132,0.041604
33135,0.040193
33130,0.031838
33104,0.026732
33124,0.034293
33120,0.028706
33105,0.032328
33115,0.027722
33110,0.029977
33102,0.03006
33113,0.029953
33136,0.034931
33134,0.031766
33133,0.037741
33131,0.037811
33128,0.052761
33126,0.030751
33117,0.031035
33123,0.031956
33100,0.030072
33121,0.038069
33119,0.040749
33108,0.032303
33116,0.031053
33114,0.029948
33111,0.026674
33101,0.043781
33129,0.031843
33211,0.035404
33213,0.035165
33214,0.043438
33215,0.043258
33216,0.043191
33217,0.040546
33218,0.051582
33219,0.051512
33221,0.040664
33222,0.051053
33220,0.040321
33212,0.034652
33194,0.029771
33199,0.025686
33204,0.023733
33207,0.020981
33208,0.020917
33206,0.025617
33202,0.023754
33210,0.021727
33200,0.020154
33205,0.023719
33198,0.025693
33191,0.028746
33190,0.025751
33196,0.024755
33203,0.022818
33195,0.021962
33192,0.023823
33209,0.0209
33170,0.023953
33172,0.019419
33201,0.023762
33171,0.023948
33175,0.025829
33176,0.025827
33174,0.028849
33173,0.022979
33177,0.023902
33178,0.0239
33169,0.023051
33181,0.031969
33197,0.021061
33180,0.021121
33193,0.036351
33182,0.026765
33183,0.024796
33184,0.036393
33179,0.025812
33185,0.021996
33186,0.025757
33187,0.02199
33188,0.02774
33189,0.023836
33226,0.258994
33228,0.143015
33227,0.187647
33232,0.443373
33234,0.401804
33230,0.600009
33235,0.86689
33233,0.401252
33231,0.478608
33229,0.406195
33236,0.050735
33238,0.045168
33240,0.041269
33242,0.048615
33244,0.049451
33245,0.051534
33243,0.04453
33241,0.048005
33239,0.046502
33237,0.052789
33257,0.033121
33256,0.027998
33250,0.052475
33251,0.092004
33255,0.056804
33252,0.053003
33253,0.043824
33254,0.032643
33259,0.123371
33258,0.028278
33260,0.066282
33261,0.078037
33262,0.075551
33263,1.494208
33264,1.602649
33265,0.64996
33266,0.169132
33267,0.147947
33268,0.121555
33269,0.069008
33270,0.066888
33271,0.062739
33272,0.095893
33273,0.090707
33274,0.085515
33275,1.334025
33276,0.30166
33277,0.925567
33280,0.436904
33281,0.439327
33282,0.402184
33283,0.411927
33285,0.409062
33284,0.415771
33286,0.417903
33278,0.38217
33279,0.399996
33293,0.976967
33290,1.194528
33295,1.177832
33292,1.286665
33287,0.849395
33294,0.967202
33291,0.928579
33288,0.842325
33289,0.951489
33296,0.241579
33297,0.264992
33298,0.07091
33299,0.07267
33300,0.064105
33301,0.451424
33304,0.203732
33305,0.154504
33306,0.029185
33308,0.025235
33310,0.029566
33312,0.02452
33314,0.043981
33315,0.037217
33313,0.044049
33311,0.0318
33309,0.030037
33307,0.029382
33316,0.041088
33318,0.04345
33320,0.048519
33322,0.047424
33324,0.042011
33325,0.065608
33323,0.055721
33321,0.056177
33319,0.04947
33317,0.041498
33328,0.046423
33329,0.044354
33330,0.051288
33333,0.011863
33334,0.010582
33335,0.028814
33336,0.02458
33337,0.013087
33340,0.027571
33338,0.02449
33339,0.010323
33341,0.02541
33342,0.040076
33343,0.036034
33344,0.102329
33345,0.021379
33346,0.051277
33347,0.027878
33348,0.010774
33349,0.01367
33350,0.011741
33351,0.010551
33352,0.047292
33353,0.02287
33354,0.06032
33355,0.034236
33356,0.064765
33377,0.108121
33378,0.099442
33374,0.095156
33372,0.08398
33376,0.107279
33380,0.089672
33379,0.105394
33375,0.12856
33373,0.065247
33381,0.046421
33382,0.056703
33394,0.196626
33389,0.183298
33390,0.202799
33392,0.159204
33387,0.122819
33384,0.075721
33393,0.266602
33391,0.244761
33388,0.153712
33386,0.217254
33385,0.104258
33383,0.084756
33411,0.095781
33395,0.071618
33397,0.086817
33399,0.089071
33401,0.075587
33402,0.084991
33403,0.088125
33405,0.101755
33406,0.087298
33408,0.107087
33409,0.086277
33410,0.082798
33412,0.098637
33414,0.103957
33407,0.093906
33413,0.091308
33404,0.081553
33400,0.085212
33398,0.083131
33396,0.062363
33416,0.098625
33415,0.14722
33418,0.091115
33419,0.085535
33417,0.135754
33420,0.045891
33422,0.03453
33421,0.060699
33423,0.064626
33432,0.264105
33429,0.239895
33430,0.213195
33425,0.169167
33431,0.32907
33428,0.221386
33426,0.21444
33424,0.01723
33427,0.197427
33433,0.116157
33438,0.401398
33434,0.326951
33440,0.451335
33436,0.393704
33441,0.465262
33439,0.378059
33437,0.284847
33435,0.400276
33442,0.127363
33448,0.048014
33444,0.080827
33450,0.151614
33446,0.088134
33451,0.055821
33449,0.048825
33447,0.049318
33445,0.104428
33443,0.080087
33455,0.103205
33453,0.10061
33457,0.086075
33459,0.073007
33461,0.074265
33463,0.076361
33464,0.093536
33462,0.081452
33460,0.07625
33458,0.151213
33456,0.047017
33454,0.089474
33452,0.124514
33475,0.31969
33466,0.145514
33480,0.498191
33471,0.219704
33478,0.443488
33473,0.150338
33468,0.157336
33469,0.26919
33479,0.683065
33476,0.491282
33474,0.318847
33472,0.184246
33470,0.258622
33467,0.202795
33465,0.12765
33477,0.518458
33486,0.280161
33490,0.549635
33482,0.249131
33488,0.656034
33484,0.182079
33489,0.617145
33487,1.02986
33485,0.269916
33483,0.271085
33481,0.177701
33497,0.724697
33493,1.082699
33499,0.959376
33495,1.091453
33491,0.843915
33500,1.201282
33498,1.067828
33496,1.079759
33494,1.013906
33492,0.964687
33502,1.047053
33504,1.004811
33503,0.859043
33501,0.565907
33507,0.023159
33509,0.025687
33511,0.027532
33512,0.028459
33510,0.027223
33508,0.026064
33506,0.019662
33513,0.291603
33514,1.112917
33515,0.593035
33526,0.118744
33530,0.074928
33532,0.109811
33528,0.089884
33525,0.102672
33533,0.064045
33531,0.08528
33529,0.113108
33527,0.074988
33516,0.07802
33517,0.093728
33519,0.087457
33521,0.113933
33523,0.075349
33522,0.118503
33520,0.101929
33518,0.066732
33524,0.110912
33547,0.162687
33544,0.1281
33546,0.127054
33548,0.150795
33545,0.126167
33543,0.114495
33549,0.193802
33550,0.176042
33535,0.128248
33538,0.15988
33537,0.130096
33539,0.16619
33534,0.116887
33540,0.189667
33536,0.129277
33542,0.185425
33541,0.199215
33556,0.154813
33555,0.145807
33554,0.123205
33553,0.148432
33552,0.164673
33551,0.122402
33558,0.350436
33557,0.394159
33560,1.217003
33559,1.213976
33568,0.093117
33569,0.093248
33566,0.076462
33570,0.089794
33567,0.086485
33562,0.089596
33561,0.077061
33563,0.091927
33565,0.093918
33564,0.093403
33578,0.111121
33576,0.11789
33577,0.100752
33579,0.110471
33580,0.081324
33572,0.114901
33574,0.116602
33571,0.102595
33573,0.116799
33575,0.085098
33581,0.041946
33582,0.053421
33584,0.0605
33583,0.053285
33585,0.112506
33586,0.128346
33587,0.065055
33590,0.057965
33589,0.075371
33588,0.091208
33609,0.137344
33610,0.159372
33613,0.154082
33612,0.132844
33605,0.127274
33616,0.191752
33614,0.139718
33611,0.127774
33608,0.136733
33607,0.158107
33606,0.140284
33617,0.211591
33615,0.17763
33591,0.163896
33594,0.144648
33597,0.137725
33604,0.22422
33601,0.084406
33599,0.129629
33593,0.142091
33603,0.200924
33602,0.183133
33600,0.159464
33598,0.145368
33595,0.165129
33592,0.141452
33596,0.131997
33620,0.100535
33619,0.061039
33621,0.15351
33625,0.090782
33623,0.184516
33622,0.011897
33626,0.13883
33628,0.120508
33624,0.187676
33627,0.352215
33631,0.119835
33629,0.043009
33633,0.046578
33635,0.056151
33632,0.110161
33634,0.061019
33630,0.180593
33637,0.183139
33636,0.042445
33640,0.086984
33638,0.114543
33639,0.083764
33641,0.309644
33644,0.198981
33642,0.069395
33645,0.120484
33643,0.242833
33648,0.092282
33646,0.072103
33649,0.084922
33647,0.206937
33651,0.091766
33650,0.059497
33652,0.067366
33657,0.078425
33655,0.057464
33654,0.0516
33658,0.038026
33656,0.042967
33659,0.135356
33661,0.127863
33660,0.110676
33662,0.11652
33663,0.210093
33665,0.057724
33664,0.052311
33668,0.084667
33667,0.050247
33666,0.042928
33669,0.097511
33670,0.230406
33673,0.119267
33672,0.099011
33675,0.150438
33676,0.407379
33674,0.25067
33679,0.064449
33677,0.067561
33680,0.091628
33678,0.088406
33682,0.207042
33683,0.107593
33681,0.127866
33686,0.164392
33685,0.055305
33689,0.171615
33688,0.116585
33691,0.104671
33692,0.076058
33690,0.064485
33695,0.103075
33694,0.374802
33693,0.184882
33696,0.26307
33698,0.029954
33697,0.197252
33700,0.092603
33701,0.053267
33702,0.038693
33703,0.042354
33710,0.148195
33711,0.344494
33712,0.093999
33713,0.301362
33714,0.115029
33715,0.128417
33718,0.065042
33719,0.03714
33720,0.129049
33721,0.145572
33722,0.056335
33723,0.157072
33724,0.104615
33725,0.073505
33726,0.056189
33727,0.134983
33728,0.079288
33730,0.043504
33731,0.141787
33732,0.086619
33734,0.069028
33735,0.120555
33736,0.11739
33737,0.067133
33738,0.459411
33740,0.168081
33739,0.167825
33742,0.209599
33741,0.322344
33744,0.09501
33745,0.262149
33746,0.107058
33747,0.14767
33751,0.089674
33750,0.203752
33754,0.017996
33755,0.16633
33757,0.123932
33756,0.372453
33758,0.060735
33759,0.10071
33760,0.067647
33761,0.138865
33762,0.093443
33763,0.135796
33764,0.252692
33765,0.133746
33767,0.43884
33766,0.16798
33768,0.095428
33771,0.092748
33769,0.139369
33770,0.068366
33772,0.056993
33774,0.094531
33773,0.117957
33777,0.13085
33776,0.094293
33778,0.192162
33775,0.170417
33782,0.145605
33779,0.126071
33781,0.126064
33780,0.291922
33784,0.124363
33783,0.155122
33787,0.104668
33785,0.155055
33786,0.133687
33789,0.202785
33788,0.012915
33791,0.065793
33790,0.08765
33792,0.053274
33793,0.128553
33794,0.052265
33796,0.135819
33795,0.114367
33797,0.43865
33801,0.117765
33799,0.09914
33800,0.152995
33803,0.126985
33802,0.153675
33804,0.092098
33805,0.051308
33810,0.120891
33811,0.250175
33813,0.114345
33812,0.137121
33814,0.244809
33815,0.107147
33817,0.231503
33816,0.17967
33819,0.04049
33818,0.034673
33820,0.061955
33821,0.078161
33823,0.034413
33822,0.03473
33826,0.111375
33824,0.215774
33827,0.164266
33828,0.034909
33829,0.061962
33831,0.067236
33830,0.083841
33834,0.076528
33833,0.101701
33832,0.187174
33835,0.070523
33836,0.074313
33837,0.062101
33840,0.073908
33838,0.054468
33842,0.095166
33839,0.138494
33843,0.052571
33841,0.280747
33846,0.068379
33848,0.127979
33845,0.099741
33844,0.046538
33847,0.12455
33849,0.089679
33852,0.058259
33850,0.138167
33851,0.115346
33854,0.038026
33853,0.171815
33858,0.094241
33856,0.091445
33860,0.114136
33857,0.163358
33855,0.062242
33859,0.099971
33862,0.094417
33861,0.039456
33864,0.15123
33863,0.149198
33865,0.085947
33866,0.053018
33868,0.091768
33867,0.061905
33870,0.106247
33869,0.104008
33871,0.14762
33872,0.22323
33873,0.065892
33875,0.026527
33874,0.128845
33878,0.029493
33877,0.181051
33879,0.205131
33880,0.059317
33882,0.152118
33881,0.131875
33883,0.041925
33885,0.076605
33886,0.073332
33884,0.088968
33887,0.137476
33889,0.164358
33888,0.255086
33891,0.049335
33892,0.073779
33890,0.058351
33893,0.109164
33894,0.064625
33897,0.137111
33896,0.214068
33895,0.258007
33899,0.137659
33898,0.138843
33900,0.141534
33903,0.09596
33902,0.071944
33901,0.089514
33904,0.167666
33907,0.117245
33906,0.077743
33905,0.123913
33909,0.071596
33911,0.073759
33910,0.120453
33908,0.125353
33912,0.061135
33913,0.114968
33914,0.102488
33915,0.098716
33917,0.107849
33916,0.205754
33918,0.089411
33919,0.157958
33920,0.047259
33921,0.184552
33922,0.071672
33924,0.116041
33923,0.128142
33926,0.270199
33925,0.20917
33927,0.124932
33928,0.330195
33929,0.256499
33931,0.253516
33930,0.145749
33932,0.105788
33934,0.175856
33933,0.113288
33935,0.209658
33936,0.052212
33938,0.115335
33937,0.113299
33939,0.098895
33940,0.110803
33941,0.132775
33942,0.064801
33943,0.086085
33944,0.155062
33946,0.057485
33945,0.059484
33947,0.099089
33948,0.181642
33949,0.067811
33950,0.045058
33951,0.194432
33952,0.20073
33954,0.061953
33953,0.057175
33956,0.187963
33958,0.128712
33960,0.081387
33961,0.103617
33962,0.328796
33964,0.165918
33963,0.32282
33965,0.222289
33966,0.232139
33968,0.095918
33967,0.022904
33969,0.172511
33971,0.163207
33970,0.51944
33972,0.247164
33973,0.210144
33974,0.356999
33975,0.42016
33978,0.044922
33977,0.036487
33976,0.060143
33979,0.06218
33981,0.119358
33980,0.184182
33982,0.054939
33983,0.07918
33984,0.051639
33986,0.022618
33985,0.055917
33987,0.093975
33991,0.172217
33988,0.064956
33989,0.142475
33990,0.172663
33992,0.106607
33995,0.226853
33993,0.122266
33994,0.211775
33997,0.067266
33996,0.072797
33998,0.173653
33999,0.067589
34001,0.088596
34000,0.106607
34002,0.091774
34005,0.115482
34003,0.086482
34006,0.231961
34004,0.257174
34008,0.235933
34007,0.086623
34009,0.201387
34010,0.087961
34011,0.033348
34012,0.224489
34014,0.098368
34013,0.127083
34015,0.235509
34016,0.137204
34018,0.351579
34017,0.164711
34020,0.108337
34019,0.069843
34021,0.20998
34022,0.041632
34023,0.245184
34024,0.059712
34026,0.087318
34025,0.105339
34027,0.233386
34029,0.144298
34028,0.097403
34030,0.113965
34032,0.177561
34031,0.172516
34034,0.451997
34033,0.324209
34035,0.20677
34036,0.267885
34037,0.303603
34038,0.104739
34040,0.132125
34039,0.104054
34041,0.150341
34042,0.103022
34044,0.094156
34043,0.268033
34046,0.222308
34045,0.041757
34047,0.13474
34048,0.130566
34049,0.092108
34050,0.089284
34051,0.051649
34053,0.128107
34052,0.135274
34054,0.046439
34056,0.094639
34058,0.139081
34055,0.147195
34057,0.238491
34060,0.076898
34059,0.09983
34061,0.101682
34063,0.124908
34062,0.152214
34066,0.176414
34065,0.130712
34064,0.22085
34067,0.18535
34068,0.129818
34069,0.124286
34073,0.128696
34070,0.105305
34071,0.06015
34072,0.24277
34076,0.210586
34077,0.200857
34075,0.197971
34074,0.188085
34078,0.412272
34080,0.157176
34079,0.20374
34083,0.142683
34081,0.069964
34082,0.16185
34085,0.468144
34084,0.195157
34100,0.079781
34099,0.102678
34101,0.308969
34103,0.085829
34102,0.087809
34104,0.181222
34106,0.085173
34105,0.101979
34108,0.093235
34107,0.027537
34110,0.064265
34109,0.125334
34111,0.164266
34113,0.15147
34112,0.078984
34116,0.134709
34115,0.146192
34117,0.340426
34119,0.070894
34118,0.090239
34120,0.326543
34123,0.104199
34121,0.076353
34122,0.11543
34126,0.099732
34124,0.091589
34125,0.060062
34128,0.043885
34127,0.028425
34129,0.085191
34130,0.056798
34131,0.174941
34132,0.06974
34134,0.07954
34133,0.157729
34137,0.184035
34136,0.094962
34135,0.090841
34141,0.088268
34138,0.076244
34139,0.078372
34140,0.069771
34143,0.142598
34146,0.139063
34142,0.112815
34144,0.25952
34145,0.221685
34149,0.156043
34150,0.13266
34147,0.117328
34148,0.210705
34152,0.13166
34151,0.134211
34154,0.103361
34153,0.117395
34156,0.111903
34155,0.141956
34157,0.291923
34162,0.099246
34164,0.10486
34161,0.085858
34163,0.121461
34166,0.202041
34165,0.182141
34170,0.200033
34168,0.0736
34167,0.090372
34169,0.161663
34172,0.209287
34171,0.115441
34178,0.062157
34175,0.041856
34176,0.113172
34177,0.050438
34179,0.066389
34181,0.09707
34180,0.107319
34182,0.223795
34185,0.180518
34184,0.139257
34186,0.05335
34187,0.141453
34188,0.153913
34189,0.114544
34191,0.083438
34190,0.088057
34192,0.085288
34196,0.139521
34193,0.094897
34194,0.068826
34195,0.172005
34200,0.046843
34197,0.038647
34198,0.060423
34201,0.07979
34199,0.07401
34203,0.072548
34202,0.093309
34204,0.115942
34205,0.161542
34208,0.066646
34206,0.067704
34209,0.079666
34207,0.079704
34211,0.19265
34210,0.21352
34212,0.418825
34214,0.188672
34213,0.273907
34215,0.2857
34216,0.193843
34219,0.082155
34220,0.126781
34223,0.483552
34222,0.098302
34226,0.252816
34227,0.269701
34225,0.146534
34224,0.136941
34229,0.38281
34230,0.220577
34228,0.211034
34233,0.299655
34232,0.456634
34231,0.233392
34234,0.368762
34237,0.096486
34235,0.142358
34236,0.289938
34238,0.265788
34240,0.074555
34239,0.324036
34242,0.169889
34241,0.135327
34244,0.194736
34243,0.120267
34246,0.195274
34245,0.130181
34247,0.136461
34249,0.231117
34248,0.05513
34250,0.275738
34251,0.321421
34252,0.114827
34253,0.112101
34254,0.12749
34255,0.250838
34256,0.168204
34259,0.088311
34257,0.071469
34258,0.138191
34260,0.157736
34261,0.203687
34262,0.287844
34266,0.134699
34264,0.207729
34263,0.094635
34265,0.14751
34270,0.152052
34267,0.093838
34268,0.203536
34269,0.132467
34274,0.547055
34272,0.408851
34275,0.45612
34273,0.538483
34271,0.373404
34277,0.123299
34276,0.112279
34280,0.082394
34279,0.079287
34278,0.093694
34282,0.184132
34283,0.395923
34281,0.126212
34285,0.229888
34286,0.271621
34287,0.393548
34284,0.16584
34289,0.11715
34288,0.124144
34290,0.017517
34292,0.041654
34312,0.061997
34294,0.043292
34293,0.040974
34295,0.051812
34297,0.044597
34298,0.052226
34296,0.072615
34300,0.096654
34299,0.092477
34305,0.075817
34306,0.077321
34314,0.067387
34315,0.047866
34313,0.067
34309,0.039147
34311,0.036634
34307,0.036474
34310,0.040457
34308,0.037198
34302,0.143626
34304,0.151022
34303,0.169955
34301,0.119813
34316,0.027945
34318,0.06911
34319,0.038904
34317,0.152203
34321,0.072384
34320,0.064047
34323,0.07611
34322,0.087865
34324,0.236822
34325,0.064056
34326,0.304537
34327,0.142449
34328,0.325583
34330,0.14868
34329,0.101399
34331,0.32057
34333,0.143467
34332,0.13267
34334,0.341445
34336,0.179202
34335,0.18518
34337,0.404786
34338,0.108944
34339,0.283872
34340,0.1214
34341,0.41628
34343,0.214423
34342,0.146357
34344,0.446587
34346,0.219587
34345,0.151032
34347,0.396286
34348,0.119235
34349,0.19994
34351,0.174036
34350,0.114124
34352,0.399304
34354,0.152808
34353,0.171251
34355,0.311377
34357,0.153605
34356,0.148742
34358,0.429958
34359,0.149817
34360,0.390111
34365,0.321084
34363,0.093959
34364,0.259925
34367,0.125618
34366,0.121911
34368,0.336608
34369,0.091598
34371,0.158691
34370,0.153351
34374,0.115094
34372,0.144535
34373,0.062404
34375,0.024116
34376,0.177373
34378,0.149849
34377,0.163543
34379,0.168938
34380,0.22035
34381,0.094505
34383,0.134257
34385,0.134099
34382,0.156623
34384,0.090111
34388,0.151016
34387,0.288855
34386,0.111629
34389,0.082525
34391,0.083125
34390,0.098573
34401,0.148068
34415,0.203138
34424,0.255309
34408,0.171801
34393,0.118209
34420,0.231148
34410,0.180119
34404,0.159801
34397,0.131976
34422,0.22277
34418,0.211688
34412,0.187655
34417,0.212422
34406,0.168418
34402,0.157645
34399,0.13785
34395,0.122322
34426,0.283339
34423,0.235543
34421,0.222177
34419,0.213216
34416,0.209185
34414,0.196116
34411,0.193987
34413,0.195296
34409,0.175727
34407,0.163026
34405,0.167618
34403,0.157737
34425,0.28304
34400,0.147155
34398,0.13148
34396,0.129927
34394,0.128259
34392,0.118315
