ID,Hg_predicted_LOO
5254,0.030804
5255,0.262378
2548,0.07469
2549,0.390523
2550,0.407377
2551,0.093483
2552,0.110066
2553,0.075378
2555,0.427826
2554,0.378513
2557,0.151567
2556,0.172267
2558,0.160576
2559,0.173554
2560,0.619176
2561,0.149639
2562,0.081072
2563,0.055248
2564,0.326834
2565,0.063457
2566,0.049692
2567,0.31767
2568,0.064725
2569,0.056539
2570,0.358312
2571,0.083072
2572,0.074394
2573,0.209525
2574,0.087003
2575,0.07036
2576,0.268758
2577,0.122192
2578,0.06487
2579,0.395039
2581,0.086057
2580,0.104075
2582,0.083493
2583,0.120703
2584,0.399111
2586,0.120861
2585,0.127508
2587,0.235898
2588,0.609938
2590,0.070174
2589,0.085222
2591,0.280665
2593,0.197628
2592,0.195603
2594,0.927525
2596,0.058932
2595,0.080582
2597,0.302064
2599,0.078227
2598,0.083836
2385,0.279863
26285,0.037546
26286,0.045868
26287,0.036269
26288,0.060354
26289,0.03689
26290,0.052647
26292,0.073987
26293,0.074457
26291,0.073272
26294,0.109135
26295,0.114673
26296,0.11365
26297,0.204345
26299,0.201692
26298,0.181712
26302,0.033647
26300,0.033494
26301,0.033601
26303,0.027929
26305,0.038952
26304,0.044015
26307,0.137688
26308,0.147882
26306,0.149291
26310,0.108892
26309,0.117051
26311,0.118072
26312,0.181915
26313,0.155497
26314,0.179256
26316,0.161081
26317,0.14831
26315,0.190701
26318,0.036898
26320,0.076341
26319,0.091969
26321,0.078332
26322,0.047643
26324,0.037246
26323,0.052534
26327,0.010757
26326,0.013074
26325,0.017052
26328,0.029256
26330,0.049269
26329,0.04222
26332,0.074728
26331,0.103559
26335,0.105565
26333,0.108596
26334,0.146263
26336,0.022702
26337,0.029649
26338,0.041913
26340,0.04154
26339,0.036819
26341,0.04011
26342,0.033157
26343,0.052682
26352,0.045988
26351,0.044482
26344,0.051207
26345,0.042078
26346,0.042533
26347,0.045196
26348,0.045661
26349,0.051256
26350,0.040421
26356,0.085188
26355,0.089989
26358,0.095205
26357,0.093222
26359,0.289357
26361,0.127501
26362,0.187436
26360,0.144617
26363,0.212603
26364,0.210161
26365,0.189007
26366,0.115038
26368,0.25244
26367,0.143817
26369,0.148757
26371,0.066399
26370,0.129442
26372,0.072416
26374,0.054479
26373,0.061974
26375,0.069845
26376,0.06553
26378,0.076399
26379,0.086863
26377,0.068323
26380,0.048631
26384,0.052153
26382,0.051594
26383,0.061533
26381,0.049125
26386,0.060214
26385,0.058967
26389,0.068461
26388,0.062508
26387,0.068762
26390,0.109804
26391,0.113878
26392,0.109698
26393,0.042504
26394,0.072968
26397,0.167166
26395,0.071774
26396,0.083054
26398,0.023252
26399,0.032006
26400,0.03959
26401,0.061044
26402,0.065403
26403,0.076648
26406,0.045628
26405,0.047648
26404,0.044556
26408,0.045087
26409,0.089684
26407,0.051346
26411,0.023321
26414,0.022955
26412,0.023123
26415,0.022866
26413,0.023563
26410,0.024946
26416,0.091288
26417,0.099906
26418,0.256531
26419,0.040931
26420,0.053686
26421,0.081046
26422,0.064424
26423,0.011747
26424,0.012328
26425,0.013243
26426,0.025705
26427,0.022369
26428,0.076073
26429,0.062366
26430,0.089248
26431,0.060659
26433,0.058499
26432,0.057653
26434,0.084442
26435,0.061678
26436,0.069069
26437,0.04261
26438,0.139179
26439,0.119563
26440,0.168633
26442,0.210651
26441,0.080611
26443,0.227784
26444,0.121881
26445,0.113693
26446,0.128995
26447,0.107264
26448,0.093354
26449,0.09878
26450,0.051591
26451,0.0465
26453,0.058558
26452,0.060304
26456,0.044863
26457,0.051466
26455,0.020094
26459,0.129991
26458,0.131815
26460,0.2158
26461,0.206479
26462,0.114019
26466,0.124515
26465,0.164333
26467,0.146978
26464,0.121047
26463,0.109941
26468,0.096785
26474,0.138684
26470,0.115332
26469,0.104925
26471,0.109433
26472,0.103702
26473,0.102535
26476,0.08582
26475,0.128499
26477,0.150882
26479,0.079028
26478,0.072074
26480,0.101424
26481,0.06798
26482,0.100776
26484,0.016
26483,0.018
26486,0.141992
26485,0.199945
26487,0.045202
26490,0.047823
26489,0.040417
26488,0.072155
26491,0.059177
26492,0.046968
26493,0.104835
26494,0.103812
26497,0.047889
26495,0.056207
26496,0.045631
26500,0.096956
26498,0.101193
26499,0.126092
26502,2.474544
26501,0.876101
26504,0.076058
26505,0.070098
26503,0.044447
26507,0.06978
26508,0.105233
26506,0.067415
26509,0.015453
26510,0.015223
26511,0.019629
26516,0.068615
26515,0.082805
26514,0.073426
26512,0.079779
26513,0.102779
26517,0.345314
26518,0.036481
26526,0.09782
26522,0.095988
26523,0.094713
26524,0.093599
26520,0.088081
26519,0.030961
26525,0.092422
26521,0.092052
26527,0.027226
26528,0.167326
2386,0.009313
2387,0.062125
2388,0.018049
2389,0.03027
2390,0.007243
2391,0.068655
2392,0.016807
2393,0.012509
2394,0.046532
2395,0.011802
2396,0.016729
2601,0.033714
2600,0.042382
2602,0.135013
2603,0.015313
2604,0.017152
2605,0.015241
2654,0.011706
2655,0.01392
2657,0.00468
2656,0.007587
2658,0.018853
2661,0.008727
2660,0.008577
2662,0.005916
2663,0.016394
2664,0.01412
2665,0.028166
2667,0.00988
2666,0.013398
2668,0.029982
2670,0.017661
2669,0.00951
2671,0.018116
2673,0.02118
2672,0.018654
2674,0.040478
2676,0.009096
2675,0.009808
2677,0.031606
2679,0.025414
2678,0.042942
2680,0.037429
2681,0.133887
2683,0.011746
2682,0.013036
2684,0.021336
2685,0.017512
2686,0.021292
2687,0.013592
2688,0.034968
2689,0.035248
2690,0.022499
2691,0.062675
2693,0.024428
2692,0.020412
2694,0.053755
2696,0.03321
2695,0.052829
2697,0.071911
2698,0.021765
2699,0.021364
2700,0.068436
2701,0.043707
2702,0.034402
2703,0.08933
25213,0.193242
25212,0.126373
25215,0.548983
25217,1.146004
25216,0.846851
25221,0.3247
25222,0.471521
25225,0.654606
25226,0.84931
25227,1.237182
25228,0.174414
23611,0.182379
23609,0.16739
23614,0.199171
23612,0.194017
23610,0.173431
23615,0.126676
23616,0.198847
23613,0.186162
23608,0.156424
23606,0.144996
23607,0.153288
23617,0.183181
23625,0.139181
23626,0.136776
23621,0.114182
23627,0.145397
23623,0.111083
23624,0.134099
23622,0.09753
23618,0.105888
23619,0.116417
23620,0.167284
23634,0.155601
23637,0.143752
23632,0.126607
23638,0.131422
23636,0.126214
23628,0.120432
23629,0.113303
23635,0.126381
23633,0.111131
23631,0.156554
23630,0.131397
23644,0.057854
23646,0.091237
23642,0.068149
23649,0.053676
23648,0.074267
23640,0.057095
23647,0.091127
23645,0.087956
23643,0.064536
23641,0.073279
23639,0.085804
23651,0.077273
23652,0.076713
23650,0.056566
23653,0.177972
23655,0.136365
23658,0.086886
23656,0.097736
23660,0.317699
23661,0.272105
23657,0.196236
23654,0.184081
23659,0.320216
23670,0.2125
23673,0.21378
23666,0.326091
23671,0.226227
23668,0.224662
23662,0.403463
23669,0.220357
23672,0.189817
23674,0.188762
23667,0.218065
23665,0.207938
23663,0.37679
23664,0.345776
23675,4.527433
23676,4.518162
23677,0.80363
23678,0.756254
23681,0.286436
23679,0.196172
23683,0.263448
23682,0.235907
23680,0.27139
23684,0.627724
23687,0.049276
23686,0.056965
23685,0.057926
23688,0.219577
23692,0.287286
23690,0.213369
23694,0.227228
23691,0.202671
23689,0.246728
23693,0.255827
23695,0.172332
23696,0.12261
23698,0.14907
23697,0.155119
23713,0.219633
23699,0.186725
23705,0.223353
23710,0.205174
23714,0.287541
23711,0.318783
23709,0.345912
23716,0.192492
23702,0.238564
23715,0.192615
23708,0.346103
23707,0.22867
23712,0.172584
23706,0.228876
23703,0.177587
23701,0.238628
23704,0.205138
23700,0.231876
23722,0.495074
23723,0.768262
23717,0.511465
23725,0.732589
23719,0.512555
23720,0.349233
23721,0.533341
23724,0.623346
23718,0.513209
23726,0.767183
23727,0.835346
23728,0.065946
23729,0.17266
23730,0.150262
23731,0.146786
23732,0.152128
23735,0.078115
23740,0.070645
23733,0.06446
23734,0.07352
23736,0.073009
23737,0.06769
23738,0.072357
23739,0.065538
23741,0.072789
23747,0.065884
23743,0.101148
23742,0.150229
23744,0.152553
23745,0.072479
23746,0.129017
23748,0.150171
23750,0.154205
23749,0.062365
23751,0.06634
23752,0.150616
23753,0.136247
23754,0.146521
23756,0.372344
23763,0.46222
23772,0.65855
23765,0.51982
23769,0.668235
23766,0.519278
23758,0.374754
23767,0.577392
23761,0.555255
23768,0.534582
23770,0.453675
23771,0.661416
23764,0.276459
23762,0.53089
23760,0.453882
23759,0.372421
23757,0.385659
23755,0.366532
23781,0.247415
23782,0.264425
23773,0.167527
23777,0.156538
23779,0.190862
23783,0.263915
23780,0.223749
23778,0.150197
23776,0.220945
23774,0.146244
23775,0.200175
23784,0.194731
23786,0.21396
23785,0.306927
23787,0.152031
23792,0.479477
23793,0.380816
23789,0.315203
23791,0.360776
23788,0.356713
23790,0.299974
23794,0.308167
23803,0.304414
23796,0.312018
23797,0.26526
23802,0.281297
23799,0.300022
23800,0.291966
23801,0.305269
23798,0.299101
23804,0.276496
23806,0.262495
23805,0.312123
23807,0.290679
23795,0.338191
23808,0.181863
23809,0.236685
23810,0.326627
23811,0.431375
23812,0.120619
23813,0.113359
23815,0.108347
23814,0.109008
23816,0.101965
23818,0.085774
23819,0.070565
23817,0.08452
23820,0.191191
23823,0.236297
23824,0.266089
23826,0.444685
23827,0.349204
23825,0.429522
23828,0.342582
23829,0.344332
23830,0.098953
23832,0.078267
23831,0.067823
23833,0.485852
23834,0.346917
23835,0.322437
23836,0.332259
23837,0.300873
23838,0.31476
23839,0.28577
23840,0.323587
23841,0.300606
23842,0.121126
23843,0.167851
23844,0.1638
23845,0.158653
23846,0.156178
23847,0.255137
23849,0.175255
23848,0.154472
23850,0.12924
23851,0.120922
23852,0.116537
23857,0.333442
23853,0.445524
23859,0.420622
23855,0.31676
