ID,measured,LOO_modeled,sigma,DL
3672,0.15,0.113957,0.419149,0
3674,0.15,0.086053,0.419147,0
3673,0.06,0.107781,0.419147,0
3675,0.12,0.096353,0.419149,0
3677,0.12,0.106583,0.419149,0
3676,0.1,0.13636,0.419149,0
3679,0.06,0.065545,0.419149,0
3678,0.06,0.064926,0.419149,0
3680,0.07,0.060731,0.419149,0
3681,0.1,0.097108,0.419149,0
3682,0.02,0.145688,0.419132,0
3683,0.17,0.023481,0.419132,0
3684,0.06,0.073816,0.419149,0
3685,0.11,0.061517,0.419147,0
3686,0.06,0.087471,0.419148,0
3687,0.06,0.058025,0.419149,0
3688,0.09,0.063272,0.419148,0
3689,0.09,0.132641,0.419148,0
3690,0.1,0.100349,0.419149,0
3691,0.11,0.103873,0.419149,0
3692,0.13,0.13722,0.419149,0
3693,0.05145,0.07383,0.419149,0
3694,0.07291,0.050805,0.419149,0
3695,0.10707,0.07035,0.419148,0
3696,0.16287,0.247206,0.419148,0
25017,0.054475,0.106268,0.419143,0
25018,0.07582,0.10333,0.419151,0
25019,0.236219,0.170222,0.41915,0
25020,0.2772,0.143495,0.419144,0
5465,0.233,0.342727,0.41915,0
5466,0.246,0.167151,0.41915,0
3697,0.19,0.226527,0.419149,0
3698,0.15,0.034044,0.419136,0
3700,0.16,0.232403,0.419148,0
3699,0.1,0.249426,0.419144,0
3702,0.14,0.14566,0.419149,0
3701,0.12,0.17903,0.419148,0
3703,0.16,0.200659,0.419149,0
3704,0.19,0.135427,0.419148,0
3705,0.19,0.13657,0.419148,0
3706,0.11,0.301416,0.419143,0
3707,0.16,0.14546,0.419149,0
3709,0.27,0.130118,0.419146,0
3708,0.15,0.127507,0.419149,0
3710,0.04,0.078013,0.419147,0
3711,0.06,0.06687,0.419149,0
3712,0.14,0.063484,0.419146,0
3713,0.09,0.087801,0.419149,0
3714,0.09,0.092254,0.419149,0
3715,0.17,0.169662,0.419149,0
3716,0.21,0.158896,0.419149,0
3717,0.18,0.23934,0.419149,0
3718,0.1,0.136097,0.419149,0
3719,0.17,0.124976,0.419149,0
3720,0.11298,0.131824,0.419149,0
3721,0.13622,0.127549,0.419149,0
3722,0.227815,0.208311,0.419149,0
25021,0.10983,0.159417,0.41915,0
25022,0.13941,0.11343,0.419152,0
25024,0.269232,0.212364,0.41915,0
25023,0.200459,0.211098,0.419149,0
5467,0.0249,0.105587,0.419128,0
5468,0.324,0.077973,0.419128,0
5469,0.126,0.118975,0.419152,0
5470,0.765,0.809854,0.419152,0
5473,0.253,0.253,0.419153,0
5474,0.253,0.253,0.419153,0
5475,0.293,0.217516,0.419151,0
5476,1.11,1.493786,0.419151,0
3723,0.09,0.02555,0.419143,0
3724,0.17,0.585094,0.419143,0
3725,0.09,0.077744,0.419149,0
3726,0.11,0.071002,0.419148,0
3727,0.22,0.394446,0.419147,0
3728,0.14,0.13036,0.419149,0
3729,0.21,0.108232,0.419147,0
3730,0.05,0.105577,0.419146,0
3731,0.134,0.179546,0.419149,0
3732,0.2304,0.132738,0.419147,0
3733,0.066,0.085915,0.419149,0
25032,0.222,0.177448,0.419151,0
25031,0.197,0.144338,0.41915,0
25033,0.234,0.296614,0.419152,0
25034,0.313,0.388029,0.419152,0
3735,0.13,0.183135,0.419148,0
3736,0.2,0.147161,0.419149,0
3737,0.24,0.231472,0.419149,0
3739,0.18,0.139259,0.419149,0
3738,0.13,0.155894,0.419149,0
3740,0.12,0.157076,0.419149,0
3741,0.19,0.156512,0.419149,0
3742,0.1,0.165037,0.419148,0
3743,0.11,0.167202,0.419148,0
3744,0.5,0.196802,0.419144,0
3745,0.06,0.084051,0.419149,0
3746,0.12,0.085783,0.419149,0
3748,0.07,0.083163,0.419149,0
3747,0.05,0.117212,0.419145,0
3749,0.3,0.108002,0.419143,0
3751,0.08,0.104989,0.419149,0
3750,0.07,0.115107,0.419148,0
3752,0.26,0.120523,0.419146,0
3753,0.09,0.126674,0.419149,0
3754,0.12,0.108584,0.419149,0
3755,0.14,0.109705,0.419149,0
3756,0.10602,0.168124,0.419148,0
3757,0.12882,0.162801,0.419149,0
3758,0.248844,0.123453,0.419146,0
3759,0.35,0.148274,0.419144,0
3760,0.23,0.270308,0.419149,0
3761,0.25,0.275328,0.419149,0
3762,0.18,0.328374,0.419147,0
3764,0.28,0.146726,0.419146,0
3763,0.12,0.204725,0.419147,0
3766,0.26,0.249482,0.419149,0
3765,0.23,0.268298,0.419149,0
3767,0.04,0.093587,0.419145,0
3769,0.16,0.090151,0.419147,0
3768,0.13,0.100157,0.419149,0
3771,0.09,0.080882,0.419149,0
3770,0.05,0.088932,0.419147,0
3772,0.19,0.118777,0.419148,0
3773,0.07,0.090259,0.419149,0
3774,0.11,0.12228,0.419149,0
3775,0.2,0.139346,0.419148,0
3776,0.09,0.123963,0.419149,0
3777,0.09,0.065268,0.419149,0
3778,0.06,0.093521,0.419148,0
3779,0.08,0.077078,0.419149,0
3780,0.12,0.079701,0.419148,0
3781,0.08288,0.136618,0.419148,0
3782,0.09641,0.112129,0.419149,0
3783,0.1692,0.087773,0.419147,0
25036,0.12429,0.139315,0.419153,0
25035,0.108013,0.130702,0.419152,0
25038,0.124704,0.089861,0.41915,0
25037,0.122499,0.121373,0.419151,0
3785,0.15,0.172373,0.419149,0
3784,0.15,0.144706,0.419149,0
3786,0.08,0.072042,0.419149,0
3788,0.09,0.108586,0.419149,0
3787,0.08,0.111292,0.419148,0
3790,0.2,0.122874,0.419148,0
3789,0.13,0.126321,0.419149,0
3791,0.05,0.08646,0.419147,0
3793,0.17,0.114772,0.419148,0
3792,0.13,0.113921,0.419149,0
3794,0.13,0.127657,0.419149,0
3795,0.12,0.100488,0.419149,0
3796,0.15,0.150263,0.419149,0
3797,0.22,0.262383,0.419149,0
3798,0.12,0.107866,0.419149,0
3799,0.14,0.075572,0.419147,0
3800,0.1,0.206701,0.419146,0
3802,0.1,0.120601,0.419149,0
3803,0.13,0.091646,0.419148,0
3804,0.23,0.270662,0.419149,0
3805,0.11357,0.075526,0.419148,0
3806,0.123,0.092869,0.419149,0
3807,0.13892,0.27729,0.419146,0
25039,0.057935,0.093226,0.419148,0
25040,0.083326,0.061066,0.419151,0
25041,0.093666,0.113063,0.419149,0
25042,0.183862,0.130584,0.419149,0
27242,0.027,0.014489,0.419148,0
27243,0.023,0.042385,0.419148,0
27244,0.08,0.16202,0.419146,0
27245,0.287,0.18466,0.419148,0
27246,0.498,0.383668,0.419149,0
27249,0.099,0.093981,0.419149,0
27250,0.122,0.123307,0.419149,0
27248,0.083,0.086509,0.419149,0
27252,0.101457,0.088304,0.419149,0
27253,0.153029,0.138405,0.419149,0
27251,0.069333,0.103377,0.419148,0
27255,0.11628,0.133135,0.419149,0
27256,0.147473,0.103624,0.419148,0
27254,0.108137,0.125377,0.419149,0
27259,0.203338,0.310297,0.419148,0
27257,0.10568,0.091279,0.419149,0
27258,0.123487,0.085524,0.419148,0
27260,0.113,0.135754,0.419149,0
27262,0.19,0.205192,0.419149,0
27261,0.121,0.093207,0.419149,0
27265,0.069,0.068285,0.419149,0
27267,0.27,0.188841,0.419148,0
27266,0.128,0.098338,0.419149,0
27268,0.186,0.352486,0.419147,0
27270,0.147,0.299734,0.419145,0
27271,0.286,0.340316,0.419149,0
27269,0.1,0.254246,0.419142,0
27272,0.09,0.11189,0.419149,0
27274,0.14,0.092252,0.419148,0
27275,0.15,0.103018,0.419148,0
27273,0.072,0.060649,0.419149,0
27278,0.193,0.080572,0.419143,0
27276,0.122,0.079958,0.419148,0
27277,0.174,0.218827,0.419149,0
27279,0.087,0.121746,0.419148,0
27280,0.212,0.118981,0.419146,0
27281,0.213,0.106659,0.419145,0
27284,0.051,0.036635,0.419148,0
27282,0.021,0.029989,0.419148,0
27283,0.026,0.036018,0.419148,0
27285,0.037,0.05146,0.419148,0
27287,0.061,0.068608,0.419149,0
27286,0.057,0.066736,0.419149,0
27288,0.07,0.068534,0.419149,0
27289,0.105,0.076424,0.419148,0
27291,0.062,0.062399,0.419149,0
27292,0.075,0.05247,0.419148,0
27290,0.053,0.069717,0.419149,0
27294,0.09,0.083351,0.419149,0
27295,0.092,0.084464,0.419149,0
27293,0.042,0.075097,0.419147,0
27297,0.259,0.40568,0.419148,0
27298,0.274,0.463822,0.419147,0
27296,0.183,0.402477,0.419144,0
27299,0.087,0.073617,0.419149,0
27301,0.156,0.127395,0.419149,0
27300,0.144,0.147938,0.419149,0
27302,0.24,0.228418,0.419149,0
27304,0.429,0.18104,0.419143,0
27303,0.259,0.157135,0.419147,0
27307,0.059,0.035691,0.419147,0
27308,0.123,0.085327,0.419148,0
27306,0.048,0.035697,0.419149,0
27311,0.029,0.045247,0.419148,0
27309,0.015,0.022909,0.419148,0
27310,0.019,0.035642,0.419146,0
27314,0.287,0.05229,0.419127,0
27313,0.022,0.052644,0.419144,0
27312,0.017,0.029677,0.419147,0
27316,0.034,0.042081,0.419149,0
27317,0.079,0.094855,0.419149,0
27318,0.086,0.089296,0.419149,0
27321,0.107,0.06825,0.419148,0
27320,0.102,0.049437,0.419145,0
27319,0.059,0.039769,0.419148,0
27323,0.023,0.062633,0.419142,0
27324,0.213,0.10123,0.419145,0
27322,0.017,0.04222,0.419143,0
27326,0.052,0.086816,0.419147,0
27327,0.2,0.104184,0.419146,0
27325,0.042,0.039273,0.419149,0
27330,0.136,0.155064,0.419149,0
27328,0.047,0.09468,0.419145,0
27329,0.127,0.151549,0.419149,0
27331,0.038,0.049532,0.419149,0
27333,0.252,0.140586,0.419146,0
27332,0.198,0.123467,0.419147,0
27334,0.052,0.016074,0.419144,0
27335,0.03,0.095226,0.419144,0
27339,0.264,0.270006,0.419149,0
27341,0.334,0.270057,0.419149,0
27337,0.142,0.297627,0.419145,0
27340,0.303,0.26367,0.419149,0
27338,0.188,0.234879,0.419149,0
27336,0.114,0.217516,0.419146,0
27342,0.089,0.135347,0.419148,0
27346,0.163,0.208597,0.419149,0
27345,0.142,0.138284,0.419149,0
27344,0.103,0.181311,0.419147,0
27347,0.321,0.23103,0.419148,0
27343,0.1,0.145061,0.419148,0
27349,0.277,0.251751,0.419149,0
27353,0.725,0.30851,0.419143,0
27351,0.585,0.350427,0.419147,0
27352,0.662,0.395419,0.419147,0
27350,0.464,0.303343,0.419148,0
27348,0.219,0.19567,0.419149,0
27354,0.050337,0.084054,0.419147,0
27355,0.068882,0.138855,0.419145,0
27356,0.14457,0.143035,0.419149,0
27359,0.181236,0.080712,0.419144,0
27358,0.131192,0.081671,0.419147,0
27357,0.100032,0.070925,0.419148,0
27360,0.128153,0.375326,0.41914,0
27361,0.585153,0.375882,0.419148,0
27362,0.594149,0.480256,0.419149,0
27364,0.151222,0.07878,0.419146,0
27365,0.2064,0.086269,0.419143,0
27366,0.242153,0.093041,0.419142,0
27368,0.018877,0.019963,0.419149,0
27369,0.037864,0.064912,0.419147,0
27367,0.010177,0.032306,0.41914,0
27372,0.148987,0.064372,0.419144,0
27370,0.015199,0.037548,0.419143,0
27371,0.0278,0.059856,0.419145,0
27375,0.081093,0.09104,0.419149,0
27373,0.060755,0.072075,0.419149,0
27374,0.072913,0.079643,0.419149,0
27377,0.104876,0.053267,0.419146,0
27378,0.114398,0.146698,0.419149,0
27376,0.085047,0.082313,0.419149,0
27381,0.150369,0.132613,0.419149,0
27380,0.150066,0.158803,0.419149,0
27379,0.120731,0.140868,0.419149,0
27383,0.05351,0.056695,0.419149,0
27384,0.14538,0.09067,0.419147,0
27382,0.049518,0.063762,0.419149,0
27386,0.056653,0.085384,0.419148,0
27387,0.090189,0.091453,0.419149,0
27385,0.0343,0.059922,0.419147,0
27388,0.112702,0.108945,0.419149,0
27390,0.179437,0.114435,0.419148,0
27389,0.170282,0.123413,0.419148,0
25325,0.780017,0.727365,0.419152,0
25324,0.7652,0.820587,0.419152,0
5479,0.133,0.067754,0.419147,0
5480,0.256,0.49989,0.419147,0
5482,0.178,0.085773,0.419146,0
5483,0.288,0.595162,0.419146,0
5484,0.179,0.085434,0.419146,0
5485,0.215,0.448823,0.419146,0
16418,0.06,0.083833,0.419149,0
16419,0.3,0.215438,0.419149,0
16420,0.05,0.087649,0.419148,0
16421,0.15,0.085871,0.419148,0
16422,0.37,0.267499,0.419148,0
16424,0.84,0.840157,0.419149,0
16423,0.78,0.927527,0.419149,0
16425,0.13,0.144299,0.419149,0
16426,0.13,0.144299,0.419149,0
16427,0.39,0.433923,0.419149,0
16428,0.49,0.341052,0.419148,0
16429,0.17,0.264486,0.419147,0
16430,0.14,0.160501,0.419149,0
16431,0.31,0.287795,0.419149,0
16432,0.33,0.234371,0.419148,0
16433,0.16,0.167857,0.419149,0
16435,1,0.477172,0.419145,0
16434,0.37,0.69625,0.419146,0
16436,0.12,0.219202,0.419146,0
16437,0.06,0.11986,0.419146,0
16438,0.39,0.316888,0.419149,0
16439,0.21,0.167871,0.419149,0
16441,0.64,0.392932,0.419147,0
16440,0.52,0.377107,0.419148,0
16442,0.17,0.18713,0.419149,0
16443,0.14,0.089339,0.419148,0
16444,0.13,0.176239,0.419149,0
16445,0.18,0.207568,0.419149,0
16446,0.13,0.129524,0.419149,0
16447,0.54,0.395609,0.419148,0
16448,0.25,0.236197,0.419149,0
16449,0.14,0.203282,0.419148,0
16450,0.26,0.279494,0.419149,0
16451,0.32,0.297691,0.419149,0
16452,0.25,0.172824,0.419148,0
16453,0.07,0.113964,0.419147,0
16454,0.12,0.126145,0.419149,0
16455,0.16,0.110832,0.419148,0
16456,0.15,0.183335,0.419149,0
16457,0.16,0.161281,0.419149,0
16458,0.12,0.193752,0.419148,0
16459,0.38,0.233703,0.419148,0
16460,0.4,0.324999,0.419149,0
16462,0.17,0.198382,0.419149,0
16461,0.15,0.15824,0.419149,0
16463,0.05,0.058235,0.419147,1
16464,0.19,0.1121,0.419148,0
16465,0.13,0.072492,0.419148,0
16466,0.05,0.065894,0.419146,1
16467,0.13,0.109664,0.419149,0
16468,0.17,0.13165,0.419149,0
16469,0.18,0.112487,0.419148,0
16470,0.02,0.024697,0.419146,1
16471,0.1,0.147528,0.419148,0
16472,0.12,0.123258,0.419149,0
16473,0.13,0.167949,0.419149,0
16474,0.18,0.135664,0.419149,0
16475,0.05,0.052555,0.419149,0
16476,0.28,0.222994,0.419149,0
16477,0.09,0.107855,0.419149,0
16478,0.02,0.018612,0.419149,0
16479,0.04,0.042901,0.419149,0
16480,0.04,0.093491,0.419144,0
16481,0.02,0.035026,0.419144,1
16482,0.12,0.060677,0.419146,0
16483,0.16,0.242714,0.419148,0
16484,0.13,0.11043,0.419149,0
16485,0.12,0.070433,0.419147,0
16486,0.17,0.088179,0.419146,0
16487,0.09,0.150055,0.419147,0
16488,0.2,0.199749,0.419149,0
16489,0.23,0.201557,0.419149,0
16490,0.21,0.143941,0.419148,0
16492,1.1,0.660965,0.419147,0
16493,0.18,0.264841,0.419148,0
16494,0.56,0.636568,0.419149,0
16495,0.1,0.106271,0.419149,0
16496,0.35,0.325795,0.419149,0
16497,0.07,0.122612,0.419147,0
16499,0.13,0.082483,0.419148,0
16498,0.12,0.108058,0.419149,0
16500,0.17,0.231318,0.419149,0
16501,0.28,0.205833,0.419149,0
16502,0.1,0.087181,0.419149,0
16503,0.14,0.141467,0.419149,0
16504,0.7,0.062095,0.419108,0
16505,0.02,0.108777,0.419131,0
16506,0.13,0.340372,0.419143,0
16508,0.1,0.088364,0.419149,0
16507,0.09,0.102285,0.419149,0
16509,0.17,0.173522,0.419149,0
16510,0.18,0.175842,0.419149,0
16511,0.27,0.193683,0.419148,0
16512,0.03,0.08461,0.419141,0
16513,0.07,0.032353,0.419145,0
16515,0.13,0.10974,0.419149,0
16514,0.09,0.114256,0.419149,0
16517,0.06,0.055032,0.419149,0
16516,0.05,0.062315,0.419149,0
16518,0.07,0.060991,0.419149,0
16519,0.11,0.086587,0.419149,0
16525,0.24,0.094693,0.419142,0
16524,0.13,0.079045,0.419147,0
16522,0.05,0.084523,0.419147,0
16520,0.04,0.085173,0.419145,0
16521,0.05,0.056134,0.419149,0
16523,0.09,0.07647,0.419149,0
16526,0.04,0.053787,0.419149,0
16528,0.08,0.068004,0.419149,0
16527,0.05,0.058156,0.419149,0
16529,0.07,0.14998,0.419145,0
16530,0.09,0.050492,0.419147,0
16532,0.07,0.072186,0.419149,0
16531,0.02,0.038865,0.419144,1
16533,0.04,0.023009,0.419147,0
16534,0.12,0.080495,0.419148,0
16536,0.06,0.036211,0.419148,0
16535,0.05,0.084504,0.419147,0
16537,0.1,0.043097,0.419146,0
16538,0.03,0.070002,0.419146,0
16540,0.03,0.037418,0.419149,0
16539,0.03,0.029968,0.419149,0
16541,0.03,0.02398,0.419149,0
16542,0.02,0.015147,0.419148,1
16543,0.03,0.016871,0.419148,0
16544,0.04,0.06259,0.419147,0
16545,0.07,0.036265,0.419147,0
16546,0.02,0.011688,0.419148,1
16547,0.05,0.022243,0.419145,0
16548,0.02,0.042955,0.419144,0
16549,0.02,0.023651,0.419147,1
16551,0.28,0.154406,0.419147,0
16552,0.11,0.198865,0.419147,0
16553,0.15,0.149217,0.419149,0
16554,0.21,0.257737,0.419149,0
16555,0.35,0.285241,0.419149,0
16556,0.14,0.081707,0.419148,0
16557,0.02,0.019795,0.419147,1
16558,0.04,0.101223,0.419143,0
16559,0.05,0.140163,0.419142,0
16560,0.02,0.021024,0.419149,0
16561,0.06,0.034988,0.419147,0
16562,0.1,0.053964,0.419146,0
16563,0.05,0.036304,0.419148,0
16565,0.04,0.023706,0.419148,0
16566,0.17,0.392705,0.419144,0
16567,0.2,0.222158,0.419149,0
16568,0.42,0.284227,0.419148,0
16569,0.17,0.219116,0.419149,0
16570,0.17,0.219116,0.419149,0
16572,0.09,0.179277,0.419145,0
16571,0.09,0.179277,0.419145,0
16573,0.42,0.094318,0.419132,0
16574,0.23,0.193932,0.419149,0
16575,0.74,0.335145,0.419144,0
16576,0.14,0.179935,0.419149,0
16577,0.22,0.171222,0.419149,0
16578,0.02,0.047449,0.419144,0
16579,0.02,0.021527,0.419149,0
16580,0.06,0.059353,0.419149,0
16581,0.12,0.158276,0.419149,0
16582,0.14,0.086852,0.419148,0
16583,0.02,0.013549,0.419148,1
16584,0.06,0.063168,0.419149,0
16585,0.11,0.044295,0.419143,0
16586,0.02,0.126704,0.419133,1
16587,0.08,0.089477,0.419149,0
16588,0.15,0.064746,0.419144,0
16589,0.13,0.123761,0.419149,0
16590,0.14,0.101423,0.419148,0
16591,0.02,0.018019,0.419149,0
16592,0.08,0.105011,0.419149,0
16593,0.02,0.008934,0.419148,1
16594,0.02,0.097456,0.419132,0
16595,0.19,0.054099,0.419138,0
16596,0.04,0.037226,0.419149,0
16597,0.06,0.035066,0.419147,0
16598,0.2,0.125858,0.419148,0
16599,0.04,0.069419,0.419148,0
16600,0.11,0.10303,0.419149,0
16601,0.06,0.052166,0.419149,0
16602,0.32,0.088278,0.419141,0
16603,0.05,0.17062,0.419138,1
16604,0.12,0.110301,0.419149,0
16605,0.15,0.12044,0.419149,0
16606,0.05,0.068077,0.419149,0
16607,0.02,0.008936,0.419148,1
16608,0.04,0.088344,0.419145,0
16609,0.09,0.039438,0.419145,0
16610,0.03,0.029179,0.419149,0
16611,0.14,0.100635,0.419149,0
16612,0.18,0.085915,0.419146,0
16613,0.09,0.261993,0.419143,0
16614,0.02,0.052672,0.419142,1
16617,0.2,0.141999,0.419149,0
16616,0.16,0.225303,0.419149,0
16618,0.05,0.05892,0.419149,0
16622,0.08,0.050442,0.419148,0
16621,0.05,0.055998,0.419149,0
16619,0.04,0.036393,0.419149,0
16620,0.04,0.042462,0.419149,0
16623,0.05,0.059923,0.419149,0
16624,0.08,0.083413,0.419149,0
16627,0.1,0.202731,0.419145,0
16629,0.12,0.197329,0.419147,0
16628,0.11,0.168539,0.419148,0
16626,0.09,0.199269,0.419144,0
16633,2.2,0.678584,0.419138,0
16632,1.1,0.59987,0.419146,0
16631,1,0.582054,0.419147,0
16630,0.29,0.505179,0.419147,0
16635,0.22,0.120582,0.419146,0
16634,0.14,0.121534,0.419149,0
16637,0.25,0.24177,0.419149,0
16636,0.18,0.25915,0.419148,0
16638,0.32,0.340232,0.419149,0
16639,0.53,0.378271,0.419148,0
16642,0.45,0.375924,0.419149,0
16641,0.34,0.407016,0.419149,0
16643,0.05,0.11483,0.419144,0
16644,0.08,0.028011,0.419142,0
16645,0.02,0.025856,0.419149,0
16646,0.03,0.047816,0.419148,0
16647,0.02,0.015899,0.419148,1
16648,0.09,0.030619,0.419145,0
16649,0.06,0.080774,0.419149,0
16650,0.12,0.047313,0.419144,0
16652,0.07,0.097432,0.419149,0
16653,0.05,0.06777,0.419149,0
16655,0.16,0.170628,0.419149,0
16654,0.1,0.158419,0.419148,0
16656,0.28,0.178589,0.419148,0
16658,0.38,0.289047,0.419149,0
16657,0.27,0.457131,0.419147,0
16659,0.31,0.223997,0.419148,0
16660,0.25,0.343578,0.419149,0
16662,0.43,0.322596,0.419149,0
16661,0.32,0.310433,0.419149,0
16663,0.02,0.02002,0.419148,1
16664,0.02,0.013456,0.419149,0
16665,0.05,0.158046,0.41914,0
16666,0.13,0.081325,0.419148,0
16667,0.12,0.057316,0.419146,0
16668,0.02,0.010153,0.419148,1
16669,0.09,0.15312,0.419148,0
16671,0.13,0.065563,0.419148,0
16670,0.02,0.026756,0.419148,0
16672,0.13,0.068417,0.419146,0
16673,0.05,0.066859,0.419149,0
16674,0.03,0.044711,0.419148,0
16677,0.02,0.03725,0.419147,0
16678,0.14,0.058281,0.419143,0
16679,0.02,0.031543,0.419148,0
16682,0.02,0.017784,0.419149,0
16683,0.02,0.022477,0.419149,0
16684,0.04,0.056054,0.419149,0
16685,0.05,0.036726,0.419149,0
16686,0.05,0.048537,0.419149,0
16688,0.16,0.107524,0.419148,0
16687,0.07,0.104331,0.419148,0
16691,0.02,0.020614,0.419147,1
16692,0.02,0.022786,0.419146,1
16690,0.02,0.018509,0.419147,1
16694,0.02,0.016031,0.419147,1
16695,0.13,0.124471,0.419149,0
16696,0.06,0.0533,0.419149,0
16697,0.09,0.043468,0.419146,0
16698,0.09,0.2162,0.419144,0
16699,0.06,0.138232,0.419145,0
16701,0.41,0.111018,0.419139,0
16700,0.09,0.145258,0.419148,0
16703,0.04,0.071093,0.419147,0
16705,0.1,0.045887,0.419146,0
16704,0.07,0.086459,0.419149,0
16706,0.06,0.030947,0.419148,0
16707,0.17,0.087791,0.419148,0
16709,0.02,0.030567,0.419145,1
16708,0.02,0.026835,0.419146,1
16710,0.08,0.161894,0.419147,0
16711,0.16,0.079058,0.419147,0
16712,0.03,0.075569,0.419144,0
16713,0.06,0.050848,0.419149,0
16714,0.09,0.04214,0.419146,0
16716,0.08,0.028699,0.419145,0
16717,0.13,0.356287,0.419145,0
16718,0.02,0.026365,0.419147,1
16721,0.03,0.054758,0.419148,0
16722,0.12,0.066273,0.419148,0
16724,0.25,0.598675,0.419145,0
16725,0.1,0.03866,0.419145,0
16726,0.13,0.139888,0.419149,0
16727,0.4,0.195567,0.419147,0
16728,0.05,0.103041,0.419147,0
16730,0.05,0.039324,0.419149,0
16731,0.08,0.086323,0.419149,0
16732,0.07,0.059613,0.419149,0
16733,0.24,0.129791,0.419146,0
16734,0.04,0.103002,0.419143,0
16736,0.07,0.07881,0.419149,0
16735,0.06,0.08973,0.419148,0
16737,0.18,0.136296,0.419149,0
16738,0.23,0.167156,0.419148,0
16739,0.1,0.108524,0.419149,0
16741,0.38,0.284997,0.419149,0
16740,0.25,0.275022,0.419149,0
16742,0.07,0.064765,0.419149,0
16743,0.08,0.071073,0.419149,0
16744,0.05,0.073831,0.419148,0
16758,0.22,0.11758,0.419146,0
16754,0.2,0.153074,0.419149,0
16755,0.2,0.168868,0.419149,0
16745,0.05,0.128561,0.419139,1
16748,0.1,0.150866,0.419148,0
16746,0.08,0.143036,0.419146,0
16757,0.22,0.137891,0.419147,0
16747,0.09,0.139278,0.419148,0
16749,0.12,0.140109,0.419149,0
16750,0.13,0.151546,0.419149,0
16753,0.18,0.128004,0.419148,0
16756,0.22,0.134614,0.419147,0
16752,0.15,0.132905,0.419149,0
16751,0.15,0.106303,0.419148,0
16760,0.12,0.136628,0.419149,0
16759,0.08,0.070214,0.419149,0
16761,0.17,0.235271,0.419148,0
16762,0.27,0.193604,0.419148,0
16763,0.3,0.229369,0.419149,0
16764,0.19,0.258904,0.419148,0
16765,0.35,0.338765,0.419149,0
16767,0.05,0.081535,0.419146,1
16769,0.08,0.042772,0.419147,0
16770,0.03,0.056365,0.419147,0
16771,0.13,0.090015,0.419148,0
16772,0.13,0.105617,0.419149,0
16773,0.13,0.231176,0.419147,0
16774,0.37,0.350847,0.419149,0
16775,0.41,0.380489,0.419149,0
16776,0.19,0.061734,0.419139,0
16777,0.1,0.143361,0.419148,0
16778,0.1,0.14953,0.419148,0
16780,0.14,0.129085,0.419149,0
16782,0.15,0.136084,0.419149,0
16781,0.14,0.17384,0.419149,0
16779,0.1,0.155834,0.419148,0
16783,0.38,0.66333,0.419147,0
16784,0.23,0.210857,0.419149,0
16785,0.16,0.067468,0.419144,0
16786,0.24,0.232739,0.419149,0
16787,0.1,0.15423,0.419148,0
16788,0.03,0.057981,0.419146,0
16789,0.07,0.146413,0.419145,0
16791,0.35,0.216105,0.419147,0
16792,0.49,0.269124,0.419146,0
16790,0.21,0.190881,0.419149,0
16793,0.12,0.098029,0.419149,0
16794,0.06,0.040178,0.419149,0
16795,0.08,0.06259,0.419149,0
16796,0.02,0.027297,0.419147,1
16797,0.2,0.222535,0.419149,0
16798,0.08,0.071834,0.419149,0
16799,0.07,0.206541,0.419141,0
16800,0.54,0.412595,0.419149,0
16801,0.34,0.230245,0.419148,0
16802,0.53,0.230661,0.419145,0
16803,0.74,0.727468,0.419149,0
16804,0.28,0.431849,0.419148,0
16805,0.07,0.141506,0.419146,0
16806,0.12,0.119727,0.419149,0
16807,0.45,0.236568,0.419146,0
16808,0.16,0.154755,0.419149,0
16809,0.2,0.19598,0.419149,0
16810,0.12,0.22537,0.419146,0
16812,0.3,0.298532,0.419149,0
16813,0.65,0.392571,0.419147,0
16811,0.3,0.242684,0.419149,0
16814,0.12,0.131907,0.419149,0
16815,0.56,0.517483,0.419149,0
16816,0.17,0.391449,0.419144,0
16817,0.8,0.58471,0.419148,0
16819,0.31,0.226313,0.419149,0
16818,0.2,0.21128,0.419149,0
16821,0.49,0.448592,0.419149,0
16820,0.44,0.526501,0.419149,0
16823,0.45,0.299924,0.419148,0
16822,0.24,0.275703,0.419149,0
16824,0.16,0.166891,0.419149,0
16825,0.55,0.416528,0.419149,0
16826,0.26,0.214068,0.419149,0
16827,0.25,0.383834,0.419148,0
16832,0.43,0.332832,0.419149,0
16833,0.22,0.154489,0.419148,0
16834,0.1,0.116337,0.419149,0
16835,0.4,0.458077,0.419149,0
16836,0.2,0.122309,0.419147,0
16837,0.08,0.181382,0.419144,0
16839,0.12,0.125448,0.419149,0
16840,0.13,0.110058,0.419149,0
16838,0.05,0.141119,0.419142,0
16841,0.15,0.060083,0.419144,0
16842,0.28,0.152922,0.419146,0
16843,0.02,0.144023,0.419116,1
16844,0.12,0.093274,0.419149,0
16846,0.36,0.244222,0.419148,0
16845,0.26,0.224788,0.419149,0
16847,0.1,0.101786,0.419149,0
16849,0.21,0.153831,0.419148,0
16848,0.13,0.090844,0.419148,0
16850,0.2,0.147682,0.419149,0
16851,0.15,0.221791,0.419148,0
16852,0.35,0.320647,0.419149,0
16853,0.11,0.078809,0.419149,0
16854,0.2,0.278555,0.419149,0
16856,0.09,0.306952,0.419139,0
16857,0.74,0.40063,0.419146,0
16858,0.29,0.200632,0.419148,0
16859,0.19,0.14879,0.419149,0
