ID,measured,LOO_modeled,sigma,DL
41545,0.16,0.084351,0.419144,0
41544,0.032,0.072524,0.419141,0
41546,0.21,0.173917,0.419151,0
41547,0.1,0.232089,0.419137,0
41550,0.9,0.544744,0.419147,0
41548,0.28,0.309461,0.419152,0
41549,0.74,0.375205,0.419144,0
41551,0.091,0.107952,0.419149,0
41557,0.33,0.354482,0.419149,0
41560,1.894,0.650656,0.41914,0
41555,0.301,0.297088,0.419149,0
41553,0.119,0.106788,0.419149,0
41558,0.413,0.324597,0.419149,0
41556,0.325,0.427109,0.419149,0
41552,0.105,0.186941,0.419147,0
41559,0.427,0.381911,0.419149,0
41554,0.187,0.294908,0.419148,0
41561,0.06,0.064353,0.419151,0
41562,0.05,0.043953,0.419152,0
41565,0.13,0.142336,0.419149,0
41570,0.31,0.233199,0.419148,0
41568,0.24,0.204523,0.419149,0
41563,0.06,0.11098,0.419146,0
41569,0.25,0.180143,0.419148,0
41566,0.13,0.148159,0.419149,0
41567,0.14,0.135793,0.419149,0
41564,0.1,0.11983,0.419149,0
41571,0.083,0.063421,0.419151,0
41581,0.28,0.219398,0.419149,0
41575,0.15,0.167782,0.419149,0
41576,0.16,0.169606,0.419149,0
41580,0.26,0.168394,0.419148,0
41573,0.11,0.226986,0.419145,0
41577,0.18,0.151962,0.419149,0
41579,0.19,0.150516,0.419149,0
41578,0.18,0.171043,0.419149,0
41574,0.14,0.190465,0.419148,0
41572,0.11,0.131048,0.419149,0
41582,0.059,0.06268,0.41915,0
41585,0.1,0.142561,0.419148,0
41592,0.34,0.224854,0.419148,0
41590,0.24,0.191614,0.419149,0
41588,0.2,0.174707,0.419149,0
41583,0.09,0.148349,0.419147,0
41589,0.21,0.179778,0.419149,0
41586,0.17,0.196327,0.419149,0
41584,0.09,0.164222,0.419146,0
41587,0.18,0.162983,0.419149,0
41591,0.29,0.240359,0.419149,0
41593,0.16,0.126671,0.419151,0
41595,0.17,0.120941,0.419148,0
41594,0.028,0.087845,0.419138,0
41598,0.27,0.272211,0.419152,0
41596,0.12,0.128503,0.419152,0
41600,0.72,0.4097,0.419146,0
41597,0.2,0.171954,0.419151,0
41599,0.41,0.32774,0.419151,0
41601,0.084,0.070467,0.419153,0
41602,0.052,0.075757,0.419149,0
41604,0.17,0.320222,0.419143,0
41606,0.99,0.552353,0.419145,0
41605,0.62,0.39141,0.419147,0
41603,0.13,0.197323,0.419148,0
41607,0.084,0.092049,0.419152,0
41608,0.11,0.11046,0.41915,0
41609,0.11,0.119021,0.419151,0
41611,0.24,0.174522,0.41915,0
41610,0.21,0.234452,0.419152,0
41612,0.066,0.070483,0.419153,0
41615,0.16,0.1542,0.419151,0
41617,0.2,0.236152,0.419151,0
41613,0.12,0.137299,0.419151,0
41618,0.285,0.262977,0.419151,0
41616,0.16,0.181723,0.419152,0
41614,0.14,0.095063,0.419149,0
41619,0.056,0.059271,0.419153,0
41620,0.015,0.042863,0.419133,0
41621,0.044,0.024192,0.419146,0
41623,0.15,0.122807,0.419151,0
41622,0.073,0.06203,0.419152,0
41624,0.02,0.107939,0.41909,1
41625,0.055,0.037771,0.419151,0
41626,0.091,0.025211,0.419123,0
41627,0.23,0.191954,0.419151,0
41628,0.032,0.089078,0.419128,0
41632,0.29,0.260349,0.419151,0
41630,0.15,0.164579,0.419151,0
41633,0.34,0.311623,0.419152,0
41631,0.24,0.184217,0.419151,0
41629,0.13,0.127887,0.41915,0
41634,0.049,0.083634,0.419145,0
41636,0.25,0.205595,0.419151,0
41638,0.47,0.307921,0.419148,0
41635,0.14,0.166849,0.419151,0
41640,0.67,0.37261,0.419145,0
41637,0.33,0.242278,0.419149,0
41639,0.59,0.483675,0.41915,0
41641,0.21,0.132169,0.419148,0
41642,0.24,0.181549,0.41915,0
41644,0.18,0.241885,0.41915,0
41645,0.3,0.393684,0.419149,0
41643,0.15,0.197044,0.419151,0
41646,0.09,0.070677,0.419151,0
41648,0.25,0.223097,0.419149,0
41649,0.28,0.223659,0.419149,0
41647,0.18,0.243849,0.419148,0
41650,0.1,0.099156,0.419152,0
41652,0.09,0.124917,0.419148,0
41655,0.12,0.117864,0.419149,0
41654,0.1,0.113937,0.419149,0
41656,0.17,0.12462,0.419148,0
41653,0.09,0.128339,0.419148,0
41651,0.09,0.10934,0.419149,0
41657,0.07,0.115961,0.419148,0
41658,0.1,0.089845,0.419152,0
41659,0.22,0.147804,0.419149,0
41660,0.09,0.189588,0.419142,0
41663,0.7,0.319952,0.419144,0
41661,0.27,0.247161,0.419151,0
41662,0.28,0.285559,0.419149,0
41665,0.7,0.380669,0.419146,0
41666,0.72,0.54729,0.419149,0
41664,0.28,0.313082,0.419151,0
41667,0.09,0.134372,0.419149,0
41676,0.45,0.333644,0.419148,0
41668,0.17,0.252222,0.419148,0
41672,0.28,0.314786,0.419149,0
41673,0.29,0.426239,0.419148,0
41670,0.21,0.314093,0.419148,0
41677,0.57,0.357569,0.419147,0
41674,0.32,0.344267,0.419149,0
41675,0.42,0.370236,0.419149,0
41671,0.23,0.44139,0.419146,0
41669,0.19,0.300876,0.419147,0
41678,0.13,0.106948,0.419152,0
41686,0.65,0.770212,0.419149,0
41687,0.68,0.445619,0.419148,0
41682,0.55,0.463867,0.419149,0
41689,0.82,0.421156,0.419145,0
41684,0.63,0.44691,0.419148,0
41680,0.51,0.43239,0.419149,0
41688,0.7,0.64327,0.419149,0
41685,0.65,0.464609,0.419148,0
41683,0.59,0.470009,0.419149,0
41681,0.53,0.47564,0.419149,0
41679,0.38,0.481668,0.419149,0
41691,0.1,0.083169,0.419152,0
41692,0.22,0.28964,0.419149,0
41693,0.4,0.400464,0.419149,0
41696,0.018,0.141953,0.419098,0
41697,0.19,0.075539,0.419136,0
41698,0.28,0.176416,0.419147,0
41699,0.34,0.282775,0.419151,0
41700,0.34,0.442293,0.419151,0
41701,0.19,0.079598,0.419137,0
41703,0.037,0.066635,0.419144,0
41702,0.02,0.044552,0.419133,1
41704,0.024,0.100753,0.419104,0
41706,0.25,0.160747,0.419148,0
41707,0.32,0.21886,0.419149,0
41705,0.16,0.131001,0.41915,0
41708,0.045,0.049322,0.419152,0
41709,0.2,0.126777,0.419148,0
41710,0.45,0.19345,0.419138,0
41711,0.69,0.371731,0.419146,0
41712,0.14,0.141979,0.419152,0
41716,0.38,0.332565,0.419151,0
41718,0.45,0.397202,0.419149,0
41714,0.33,0.20374,0.419147,0
41717,0.44,0.475441,0.419149,0
41715,0.36,0.290762,0.419151,0
41713,0.24,0.147519,0.419147,0
41719,0.074,0.262665,0.419114,0
41721,0.36,0.394585,0.419152,0
41723,0.96,0.619399,0.419148,0
41720,0.32,0.328682,0.41915,0
41722,0.56,0.491955,0.419151,0
41724,0.19,0.134406,0.41915,0
41725,0.27,0.221139,0.419149,0
41729,0.45,0.271235,0.419147,0
41727,0.35,0.246,0.419148,0
41728,0.36,0.327952,0.419149,0
41726,0.31,0.30838,0.419149,0
41730,0.17,0.230803,0.41915,0
41735,0.57,0.488801,0.419149,0
41736,0.69,0.507553,0.419148,0
41732,0.19,0.280755,0.419148,0
41734,0.34,0.455017,0.419148,0
41733,0.21,0.339152,0.419147,0
41731,0.18,0.316836,0.419147,0
41738,0.65,0.592747,0.419152,0
41739,1,1.140797,0.41915,0
41737,0.53,0.524455,0.419152,0
41742,2,1.988919,0.41915,0
41740,1.2,1.013673,0.41915,0
41741,1.3,1.500848,0.419151,0
41743,0.55,0.480709,0.419151,0
41744,0.47,0.299272,0.419148,0
41745,0.29,0.528572,0.419145,0
41746,0.27,0.265727,0.419152,0
41747,0.23,0.15717,0.419149,0
41750,0.37,0.361847,0.419152,0
41749,0.31,0.245983,0.41915,0
41751,0.086,0.153783,0.419145,0
41752,0.35,0.313076,0.419149,0
41753,0.39,0.389938,0.419149,0
41754,0.09,0.336547,0.419134,0
41755,0.1,0.253088,0.419142,0
41756,0.11,0.257125,0.419143,0
41757,0.11,0.268331,0.419142,0
41758,0.12,0.239068,0.419145,0
41759,0.13,0.297094,0.419143,0
41760,0.14,0.352924,0.419142,0
41761,0.15,0.326488,0.419144,0
41762,0.16,0.275576,0.419147,0
41763,0.16,0.286892,0.419146,0
41764,0.16,0.34971,0.419144,0
41765,0.17,0.29114,0.419147,0
41766,0.21,0.333902,0.419147,0
41767,0.26,0.334978,0.419149,0
41768,0.27,0.358293,0.419149,0
41769,0.35,0.378019,0.419149,0
41770,0.53,0.340027,0.419147,0
41771,0.54,0.379838,0.419148,0
41772,0.57,0.353549,0.419147,0
41773,0.62,0.309317,0.419145,0
41774,0.86,0.374319,0.419143,0
41775,0.09,0.138176,0.419148,0
41790,0.62,0.583136,0.419149,0
41783,0.45,0.488114,0.419149,0
41786,0.53,0.540539,0.419149,0
41779,0.35,0.454993,0.419149,0
41793,0.78,0.473129,0.419147,0
41788,0.56,0.458338,0.419149,0
41792,0.63,0.513751,0.419149,0
41781,0.45,0.432416,0.419149,0
41777,0.28,0.381706,0.419148,0
41794,0.8,0.53319,0.419148,0
41791,0.63,0.542596,0.419149,0
41789,0.57,0.558127,0.419149,0
41787,0.53,0.486773,0.419149,0
41785,0.51,0.487088,0.419149,0
41784,0.48,0.487585,0.419149,0
41782,0.45,0.42559,0.419149,0
41780,0.44,0.44288,0.419149,0
41778,0.33,0.441564,0.419148,0
41776,0.15,0.307625,0.419145,0
41817,0.51,0.207588,0.419142,0
41811,0.38,0.197937,0.419146,0
41812,0.38,0.208622,0.419146,0
41801,0.26,0.209962,0.419149,0
41806,0.31,0.225866,0.419148,0
41819,0.53,0.276023,0.419146,0
41814,0.45,0.264767,0.419147,0
41809,0.34,0.18784,0.419146,0
41803,0.27,0.188569,0.419148,0
41798,0.24,0.221254,0.419149,0
41800,0.25,0.232337,0.419149,0
41816,0.5,0.387276,0.419149,0
41818,0.51,0.319973,0.419147,0
41815,0.48,0.241117,0.419145,0
41813,0.4,0.208441,0.419146,0
41810,0.36,0.219742,0.419147,0
41807,0.31,0.231492,0.419148,0
41805,0.31,0.198617,0.419148,0
41802,0.27,0.226395,0.419149,0
41799,0.25,0.255508,0.419149,0
41797,0.21,0.216206,0.419149,0
41795,0.15,0.201055,0.419148,0
41804,0.29,0.220547,0.419149,0
41808,0.32,0.209228,0.419148,0
41796,0.18,0.306327,0.419147,0
41820,0.17,0.269566,0.419148,0
41824,0.85,0.686649,0.419149,0
41826,1.09,1.405945,0.419149,0
41822,0.75,0.531149,0.419148,0
41825,0.98,0.851901,0.419149,0
41823,0.75,0.789185,0.419149,0
41821,0.66,1.362545,0.419145,0
41827,0.23,0.258373,0.419152,0
41828,0.86,0.92822,0.419149,0
41831,1.02,0.714059,0.419148,0
41829,0.93,0.62259,0.419148,0
41833,1.23,0.63386,0.419145,0
41830,0.99,0.776317,0.419149,0
41832,1.2,0.83804,0.419148,0
41835,0.094,0.130931,0.419149,0
41834,0.039,0.073854,0.419143,0
41837,0.16,0.144526,0.419152,0
41838,0.3,0.159068,0.419144,0
41840,0.47,0.344983,0.41915,0
41841,0.53,0.625113,0.419149,0
41839,0.38,0.450118,0.419151,0
41842,0.065,0.058263,0.41915,0
41843,0.02,0.090966,0.4191,1
41845,0.38,0.119921,0.419132,0
41844,0.22,0.088279,0.419135,0
41847,0.25,0.259939,0.419151,0
41846,0.18,0.203711,0.419152,0
41848,0.061,0.062807,0.419153,0
41849,0.23,0.232795,0.419151,0
41850,0.14,0.27787,0.419143,0
41851,0.096,0.077379,0.419152,0
41852,0.28,0.179749,0.419148,0
41853,0.42,0.385819,0.419152,0
41854,0.095,0.112572,0.419151,0
41855,0.098,0.087553,0.419152,0
41856,0.15,0.136977,0.419149,0
41857,0.03,0.045906,0.419148,0
41858,0.19,0.069804,0.419141,0
41859,0.02,0.024313,0.419146,1
41861,0.051,0.0597,0.419152,0
41860,0.02,0.043205,0.419134,1
41865,0.4,0.096412,0.419104,0
41863,0.27,0.155847,0.419147,0
41866,0.47,0.229685,0.419143,0
41864,0.28,0.207974,0.419149,0
41862,0.057,0.082194,0.419149,0
41867,0.042,0.048069,0.419152,0
41870,0.25,0.252119,0.419151,0
41868,0.088,0.129047,0.419149,0
41871,0.44,0.362609,0.41915,0
41869,0.1,0.170359,0.419145,0
41874,0.24,0.174106,0.419148,0
41872,0.13,0.109801,0.41915,0
41873,0.17,0.125471,0.419149,0
41875,0.18,0.275026,0.419148,0
41876,0.19,0.242375,0.419149,0
41878,0.25,0.281506,0.419149,0
41877,0.2,0.258768,0.419149,0
41883,0.24,0.22036,0.419149,0
41881,0.2,0.327428,0.419147,0
41884,0.31,0.181052,0.419147,0
41882,0.24,0.215261,0.419149,0
41880,0.18,0.228592,0.419149,0
41885,0.11,0.158134,0.419149,0
41886,0.22,0.173398,0.41915,0
41887,0.14,0.157907,0.419149,0
41889,0.27,0.141787,0.419146,0
41890,0.37,0.139298,0.419141,0
41888,0.19,0.137489,0.419148,0
41892,0.2,0.341766,0.419147,0
41896,0.37,0.347437,0.419149,0
41894,0.3,0.337347,0.419149,0
41895,0.31,0.408204,0.419149,0
41893,0.26,0.350726,0.419148,0
41891,0.19,0.323991,0.419147,0
41897,0.14,0.148886,0.419149,0
41898,0.024,0.090363,0.419136,0
41899,0.24,0.120937,0.419146,0
41901,0.11,0.061498,0.419147,0
41900,0.051,0.09893,0.419146,0
41902,0.22,0.106461,0.419145,0
41903,0.12,0.107593,0.419149,0
41904,0.24,0.258961,0.419149,0
41905,0.1,0.116471,0.419151,0
41907,0.15,0.134025,0.419151,0
41906,0.11,0.098268,0.419151,0
41909,0.64,0.559264,0.41915,0
41908,0.24,0.344175,0.419148,0
41914,2.647,1.471551,0.419146,0
41913,2.47,1.634699,0.419148,0
41912,1.707,2.011553,0.419149,0
41910,1.274,1.505567,0.419149,0
41911,1.41,1.236148,0.419149,0
41915,2.946,2.008971,0.419148,0
41917,0.938,1.283571,0.419148,0
41920,1.005,0.918928,0.419149,0
41922,1.07,1.479777,0.419148,0
41918,0.976,1.19843,0.419149,0
41921,1.012,1.289109,0.419149,0
41919,0.988,1.144577,0.419149,0
41916,0.87,0.90617,0.419149,0
41924,0.16,0.143986,0.419149,0
41926,0.17,0.134996,0.419149,0
41925,0.16,0.176469,0.419149,0
41923,0.13,0.161467,0.419149,0
41927,0.089,0.067509,0.41915,0
41928,0.17,0.158545,0.419149,0
41930,0.19,0.213449,0.419149,0
41931,0.3,0.384205,0.419149,0
41929,0.18,0.227042,0.419149,0
41939,0.76,0.803079,0.419149,0
41947,1.34,1.148591,0.419149,0
41951,1.81,1.760811,0.419149,0
41943,0.98,0.853794,0.419149,0
41935,0.69,0.746027,0.419149,0
41953,1.99,1.314653,0.419148,0
41949,1.45,1.218225,0.419149,0
41945,1.25,0.81859,0.419148,0
41941,0.95,1.113287,0.419149,0
41937,0.72,0.868515,0.419149,0
41933,0.55,0.764268,0.419148,0
41954,2.94,1.814051,0.419147,0
41952,1.86,1.714066,0.419149,0
41950,1.5,0.980413,0.419148,0
41948,1.37,0.876722,0.419147,0
41946,1.3,1.044794,0.419149,0
41944,1.21,1.132708,0.419149,0
41942,0.96,0.758145,0.419149,0
41940,0.77,1.229565,0.419147,0
41938,0.73,0.814246,0.419149,0
41936,0.71,0.968534,0.419148,0
41934,0.63,0.757506,0.419149,0
41932,0.55,0.871909,0.419147,0
42001,1.24,0.724902,0.419147,0
41993,0.97,0.753258,0.419149,0
41955,0.35,0.571048,0.419147,0
41956,0.35,0.571048,0.419147,0
41958,0.4,0.570018,0.419148,0
41959,0.42,0.617774,0.419148,0
41985,0.88,0.780562,0.419149,0
41960,0.46,0.592797,0.419149,0
41963,0.48,0.624806,0.419149,0
41961,0.46,0.64986,0.419148,0
41981,0.73,0.818233,0.419149,0
41964,0.49,0.608381,0.419149,0
41965,0.5,0.616318,0.419149,0
41966,0.52,0.567999,0.419149,0
41968,0.59,0.69795,0.419149,0
41969,0.6,0.697791,0.419149,0
41970,0.61,0.706146,0.419149,0
41972,0.65,0.566286,0.419149,0
41973,0.65,0.582075,0.419149,0
41974,0.66,0.731126,0.419149,0
41975,0.68,0.801085,0.419149,0
41976,0.69,0.977152,0.419148,0
41977,0.69,0.783142,0.419149,0
41978,0.7,1.312887,0.419146,0
41980,0.73,0.721524,0.419149,0
41982,0.77,0.60467,0.419149,0
41983,0.81,0.703438,0.419149,0
41986,0.89,0.771637,0.419149,0
41987,0.9,0.907431,0.419149,0
41988,0.91,0.710831,0.419149,0
41990,0.94,0.906895,0.419149,0
41991,0.94,0.685137,0.419148,0
41992,0.96,0.824177,0.419149,0
41994,0.97,0.915847,0.419149,0
41995,0.99,0.878457,0.419149,0
41996,1,0.676186,0.419148,0
41998,1.05,0.859417,0.419149,0
42000,1.11,0.961315,0.419149,0
42002,1.4,1.206141,0.419149,0
42003,1.43,1.094159,0.419149,0
42005,1.49,1.164077,0.419149,0
42006,1.5,1.184421,0.419149,0
42007,1.53,1.123166,0.419148,0
42004,1.46,1.418509,0.419149,0
41999,1.09,1.068368,0.419149,0
41989,0.91,0.983074,0.419149,0
41984,0.83,0.790033,0.419149,0
41979,0.72,0.818386,0.419149,0
41971,0.64,0.671897,0.419149,0
41967,0.57,0.536148,0.419149,0
41962,0.47,0.576685,0.419149,0
41957,0.39,0.610263,0.419147,0
41997,1.02,0.770211,0.419149,0
42008,0.19,0.606861,0.419136,0
42009,0.99,0.310389,0.419135,0
42011,0.86,0.89908,0.419151,0
42013,0.9,1.540538,0.419147,0
42012,0.9,1.236121,0.41915,0
42010,0.66,0.711312,0.419151,0
42015,1.28,0.996479,0.419151,0
42016,1.3,1.439735,0.419149,0
42014,0.86,0.601644,0.419149,0
42019,0.39,0.327558,0.419151,0
42017,0.12,0.271978,0.419139,0
42018,0.32,0.441868,0.419149,0
42020,0.41,0.331049,0.419151,0
42021,0.44,0.426009,0.419149,0
42023,0.81,1.077092,0.41915,0
42025,1.6,1.670966,0.419151,0
42024,0.97,1.302601,0.41915,0
42022,0.52,0.720109,0.419149,0
42026,0.62,0.701545,0.419151,0
42027,0.26,0.264888,0.419153,0
42028,0.63,0.629534,0.419152,0
42029,1.4,0.635527,0.419137,0
42030,0.29,0.473492,0.419147,0
42031,0.42,0.618707,0.419148,0
42032,0.54,0.624717,0.419149,0
42033,0.56,0.491468,0.419149,0
42035,0.86,0.835613,0.419149,0
42036,0.91,0.936783,0.419149,0
42037,0.96,0.955046,0.419149,0
42039,1,1.041535,0.419149,0
42040,1,1.26598,0.419149,0
42041,1,1.287187,0.419149,0
42043,1.1,1.00116,0.419149,0
42044,1.1,1.481876,0.419148,0
42045,1.2,1.01933,0.419149,0
42046,1.3,1.198682,0.419149,0
42047,1.3,1.489516,0.419149,0
42049,1.6,1.575435,0.419149,0
42048,1.4,1.17685,0.419149,0
42051,2.2,2.343072,0.419149,0
42052,2.7,2.402148,0.419149,0
42050,2,1.864366,0.419149,0
42042,1.1,0.953224,0.419149,0
42038,0.97,1.193313,0.419149,0
42034,0.8,0.59715,0.419148,0
42060,1.2,0.986163,0.419149,0
42070,1.4,1.465271,0.419149,0
42061,1.2,1.024401,0.419149,0
42075,2.9,2.295566,0.419149,0
42066,1.3,1.181405,0.419149,0
42055,0.6,0.616032,0.419149,0
42072,1.8,1.166262,0.419148,0
42068,1.3,1.845439,0.419148,0
42063,1.2,1.264889,0.419149,0
42058,0.89,0.824092,0.419149,0
42053,0.37,0.611915,0.419147,0
42073,2,1.546721,0.419149,0
42074,2.5,2.364943,0.419149,0
42071,1.5,1.002261,0.419148,0
42069,1.4,0.937217,0.419148,0
42067,1.3,1.455737,0.419149,0
42064,1.3,0.938134,0.419148,0
42062,1.2,1.244139,0.419149,0
42059,0.97,0.460502,0.419144,0
42056,0.67,0.591271,0.419149,0
42054,0.56,0.485742,0.419149,0
42057,0.85,0.924741,0.419149,0
42065,1.3,1.161188,0.419149,0
42079,0.753,0.603299,0.419149,0
42083,0.972,0.710659,0.419148,0
42085,2.038,1.294551,0.419147,0
42081,0.803,0.599003,0.419149,0
42077,0.445,0.554521,0.419149,0
42084,1.257,1.336669,0.419149,0
42082,0.864,0.691315,0.419149,0
42080,0.786,0.791915,0.419149,0
42078,0.511,0.748014,0.419148,0
42076,0.327,0.754263,0.419144,0
42091,0.716,0.729681,0.419149,0
42095,1.846,1.236115,0.419148,0
42087,0.425,0.56946,0.419148,0
42093,1.069,0.79639,0.419148,0
42089,0.588,0.808038,0.419148,0
42094,1.215,1.151699,0.419149,0
42092,0.777,0.921642,0.419149,0
42090,0.659,0.742901,0.419149,0
42088,0.585,0.753742,0.419149,0
42086,0.397,0.631757,0.419147,0
42099,0.922,1.086139,0.419149,0
42097,0.615,0.495409,0.419149,0
42100,2.498,1.560363,0.419147,0
42098,0.917,0.853405,0.419149,0
42096,0.463,0.345238,0.419149,0
42101,0.31,0.317003,0.419152,0
42102,0.34,0.242861,0.419149,0
42103,0.38,0.355498,0.41915,0
42104,0.58,0.433758,0.419148,0
42105,0.5,0.395204,0.419151,0
42120,1.6,1.68839,0.419149,0
42112,0.89,1.018611,0.419149,0
42116,1.12,0.954694,0.419149,0
42108,0.8,0.726939,0.419149,0
42118,1.39,1.158761,0.419149,0
42114,0.94,0.873054,0.419149,0
42110,0.87,1.075614,0.419149,0
42106,0.62,0.662125,0.419149,0
42119,1.55,1.701694,0.419149,0
42117,1.32,1.668512,0.419149,0
42115,1,1.406513,0.419148,0
42113,0.9,1.169947,0.419149,0
42111,0.89,0.86633,0.419149,0
42109,0.81,1.356185,0.419147,0
42107,0.69,0.857996,0.419149,0
42121,0.87,1.167948,0.419151,0
42122,1,0.744859,0.419151,0
42123,0.21,0.28811,0.41915,0
42124,0.21,0.204529,0.419152,0
42125,0.41,0.297431,0.41915,0
42126,0.079,0.069837,0.419152,0
42127,0.1,0.082753,0.419151,0
42128,0.097,0.15989,0.419147,0
42130,0.38,0.220592,0.419146,0
42129,0.25,0.193123,0.41915,0
42131,0.034,0.040974,0.419152,0
42132,0.055,0.107323,0.419142,0
42133,0.26,0.17603,0.419149,0
42134,0.11,0.078866,0.41915,0
42136,0.28,0.264093,0.419152,0
42137,0.33,0.42813,0.41915,0
42135,0.15,0.182341,0.419151,0
42138,0.18,0.233886,0.419151,0
42140,0.6,0.377979,0.419148,0
42139,0.34,0.386492,0.419151,0
42141,0.17,0.163773,0.419151,0
42146,1,0.953463,0.419151,0
42142,0.27,0.329515,0.419151,0
42148,1.8,1.103171,0.419147,0
42144,0.48,0.57093,0.419151,0
42147,1.2,0.739174,0.419147,0
42145,0.72,0.654444,0.419152,0
42143,0.33,0.394924,0.419151,0
42149,0.2,0.229658,0.419152,0
42150,0.43,0.420233,0.419152,0
42152,0.65,0.584655,0.419151,0
42154,1,1.177043,0.419149,0
42151,0.56,0.717711,0.41915,0
42153,0.73,0.877,0.419152,0
42156,0.24,0.101768,0.419141,0
42155,0.16,0.085222,0.419145,0
42157,0.087,0.125627,0.419149,0
42159,0.2,0.227561,0.419151,0
42158,0.1,0.19914,0.419143,0
42160,0.54,0.459303,0.41915,0
42162,0.64,0.5584,0.41915,0
42163,0.68,0.716329,0.419151,0
42161,0.54,0.792063,0.419148,0
42164,0.16,0.210806,0.41915,0
42167,0.88,0.606094,0.419149,0
42169,1.4,1.195215,0.41915,0
42165,0.45,0.474093,0.419151,0
42168,0.88,0.928344,0.419149,0
42166,0.71,0.822439,0.41915,0
42170,0.24,0.201273,0.41915,0
42171,0.24,0.192856,0.41915,0
42172,0.25,0.347416,0.419148,0
42176,0.39,0.353514,0.419149,0
42178,0.7,0.645849,0.419149,0
42174,0.31,0.337032,0.419149,0
42179,1.22,0.76539,0.419147,0
42177,0.43,0.620686,0.419148,0
42175,0.33,0.455702,0.419148,0
42173,0.25,0.429948,0.419147,0
42180,0.16,0.152422,0.419153,0
42182,0.41,0.410261,0.419149,0
42183,0.66,0.658821,0.419149,0
42181,0.41,0.348477,0.419149,0
42184,0.039,0.050942,0.419149,0
42186,0.048,0.052088,0.419149,0
42187,0.1,0.053117,0.419147,0
42185,0.047,0.062675,0.419149,0
42189,0.06,0.087642,0.419151,0
42190,0.11,0.075386,0.419152,0
42191,0.6,0.709957,0.419151,0
42192,0.38,0.623647,0.419147,0
42194,0.52,0.74169,0.419149,0
42195,1.8,1.06964,0.419147,0
42193,0.4,0.528551,0.41915,0
42196,0.16,0.178407,0.419152,0
42198,1.4,0.583223,0.419137,0
42197,1.1,0.959023,0.419149,0
42199,0.44,0.224962,0.419142,0
42201,0.4,0.353366,0.419152,0
42203,0.53,0.592009,0.41915,0
42204,0.83,0.95708,0.41915,0
42202,0.5,0.516481,0.41915,0
42200,0.4,0.284411,0.419149,0
42205,0.22,0.331542,0.419149,0
42210,0.76,0.859152,0.419151,0
42206,0.32,0.399293,0.41915,0
42208,0.52,0.582439,0.419151,0
42209,0.64,0.710197,0.419151,0
42207,0.41,0.474364,0.41915,0
42211,0.1,0.078114,0.419151,0
42212,0.24,0.30667,0.419151,0
42213,0.3,0.183441,0.419148,0
42214,0.34,0.239113,0.419149,0
42215,0.2,0.428552,0.419144,0
42216,0.28,0.184796,0.419148,0
42217,0.4,0.766843,0.419146,0
42218,0.07,0.080946,0.419151,0
42219,0.26,0.083201,0.419131,0
42220,0.15,0.0894,0.419147,0
42221,0.062,0.22256,0.419121,0
42223,0.3,0.274714,0.419152,0
42222,0.28,0.339399,0.41915,0
42224,0.09,0.126539,0.419149,0
42225,0.12,0.14332,0.419151,0
42226,0.13,0.084677,0.419149,0
42227,0.31,0.258799,0.419149,0
42228,0.28,0.197449,0.419149,0
42231,0.13,0.125226,0.419149,0
42235,0.4,0.260994,0.419148,0
42233,0.21,0.161216,0.419149,0
42229,0.12,0.121995,0.419149,0
42236,0.42,0.254706,0.419147,0
42234,0.28,0.209246,0.419148,0
42232,0.14,0.132239,0.419149,0
42230,0.12,0.244066,0.419145,0
42239,0.24,0.27966,0.419149,0
42241,0.55,0.385502,0.419148,0
42237,0.21,0.19281,0.419149,0
42240,0.3,0.418186,0.419148,0
42238,0.21,0.249282,0.419149,0
42245,0.28,0.365228,0.419149,0
42247,0.31,0.421203,0.419148,0
42243,0.25,0.264161,0.419149,0
42246,0.31,0.370933,0.419149,0
42244,0.26,0.297642,0.419149,0
42242,0.23,0.391787,0.419147,0
42251,0.13,0.172359,0.419149,0
42255,0.28,0.141006,0.419145,0
42253,0.17,0.237133,0.419148,0
42249,0.12,0.120147,0.419149,0
42254,0.2,0.130135,0.419148,0
42252,0.14,0.166355,0.419149,0
42250,0.13,0.114029,0.419149,0
42248,0.07,0.126966,0.419146,0
42256,0.04,0.045444,0.419152,0
42257,0.08,0.082073,0.419149,0
42258,0.26,0.201625,0.419148,0
42259,0.05,0.099864,0.419143,0
42260,0.04,0.051848,0.419151,0
42268,0.32,0.245681,0.419149,0
42263,0.28,0.19566,0.419148,0
42266,0.29,0.190822,0.419148,0
42261,0.18,0.185255,0.419149,0
42267,0.29,0.20777,0.419148,0
42264,0.28,0.214365,0.419149,0
42262,0.24,0.187689,0.419149,0
42265,0.29,0.1759,0.419147,0
42269,0.032,0.088067,0.419128,0
42276,0.63,0.117126,0.419103,0
42274,0.38,0.253283,0.419148,0
42270,0.16,0.162207,0.419151,0
42275,0.45,0.317848,0.419148,0
42273,0.32,0.409601,0.419149,0
42271,0.18,0.187129,0.419152,0
42272,0.28,0.217512,0.41915,0
42277,0.12,0.184168,0.419148,0
42278,0.079,0.063434,0.419152,0
42279,0.27,0.198842,0.419149,0
42282,0.79,0.288749,0.419136,0
42281,0.17,0.148155,0.41915,0
42280,0.028,0.274111,0.419063,0
42283,0.13,0.087153,0.419149,0
42284,0.22,0.114119,0.419143,0
42285,0.02,0.051894,0.41913,1
42286,0.033,0.070683,0.419138,0
42287,0.066,0.05533,0.419152,0
